Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2599	        28	80000080	40001437	lui	x8,0x40001	  x8=0x40001000
           2799	        38	80000084	10640413	addi	x8,x8,262	  x8:0x40001000  x8=0x40001106
           2819	        39	80000088	30141073	csrrw	x0,misa,x8	  x8:0x40001106  x0=0x00000000
           2879	        42	8000008c	00026917	auipc	x18,0x26	 x18=0x8002608c
           2899	        43	80000090	c5890913	addi	x18,x18,-936	 x18:0x8002608c x18=0x80025ce4
           2919	        44	80000094	00002417	auipc	x8,0x2	  x8=0x80002094
           2999	        48	80000098	66c40413	addi	x8,x8,1644	  x8:0x80002094  x8=0x80002700
           3019	        49	8000009c	00146413	ori	x8,x8,1	  x8:0x80002700  x8=0x80002701
           3439	        70	800000a0	30541073	csrrw	x0,mtvec,x8	  x8:0x80002701  x0=0x00000000
           3859	        91	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3919	        94	800000a8	00003297	auipc	x5,0x3	  x5=0x800030a8
           3939	        95	800000ac	40028293	addi	x5,x5,1024	  x5:0x800030a8  x5=0x800034a8
           4279	       112	800000b0	4401	c.li	x8,0	  x8=0x00000000
           4299	       113	800000b2	92a2	c.add	x5,x8	  x5:0x800034a8  x8:0x00000000  x5=0x800034a8
           4439	       120	800000b4	0022d293	srli	x5,x5,0x2	  x5:0x800034a8  x5=0x20000d2a
           4459	       121	800000b8	3b029073	csrrw	x0,pmpaddr0,x5	  x5:0x20000d2a  x0=0x00000000
           4559	       126	800000bc	00003297	auipc	x5,0x3	  x5=0x800030bc
           4979	       147	800000c0	3ec28293	addi	x5,x5,1004	  x5:0x800030bc  x5=0x800034a8
           4999	       148	800000c4	11111437	lui	x8,0x11111	  x8=0x11111000
           5039	       150	800000c8	11140413	addi	x8,x8,273	  x8:0x11111000  x8=0x11111111
           5059	       151	800000cc	92a2	c.add	x5,x8	  x5:0x800034a8  x8:0x11111111  x5=0x911145b9
           5079	       152	800000ce	0022d293	srli	x5,x5,0x2	  x5:0x911145b9  x5=0x2444516e
           5099	       153	800000d2	3b129073	csrrw	x0,pmpaddr1,x5	  x5:0x2444516e  x0=0x00000000
           5159	       156	800000d6	00003297	auipc	x5,0x3	  x5=0x800030d6
           5179	       157	800000da	3d228293	addi	x5,x5,978	  x5:0x800030d6  x5=0x800034a8
           5299	       163	800000de	22222437	lui	x8,0x22222	  x8=0x22222000
           5659	       181	800000e2	22240413	addi	x8,x8,546	  x8:0x22222000  x8=0x22222222
           5679	       182	800000e6	92a2	c.add	x5,x8	  x5:0x800034a8  x8:0x22222222  x5=0xa22256ca
           5799	       188	800000e8	0022d293	srli	x5,x5,0x2	  x5:0xa22256ca  x5=0x288895b2
           6219	       209	800000ec	3b229073	csrrw	x0,pmpaddr2,x5	  x5:0x288895b2  x0=0x00000000
           6339	       215	800000f0	00003297	auipc	x5,0x3	  x5=0x800030f0
           6359	       216	800000f4	3b828293	addi	x5,x5,952	  x5:0x800030f0  x5=0x800034a8
           6379	       217	800000f8	33333437	lui	x8,0x33333	  x8=0x33333000
           6399	       218	800000fc	33340413	addi	x8,x8,819	  x8:0x33333000  x8=0x33333333
           6499	       223	80000100	92a2	c.add	x5,x8	  x5:0x800034a8  x8:0x33333333  x5=0xb33367db
           6519	       224	80000102	0022d293	srli	x5,x5,0x2	  x5:0xb33367db  x5=0x2cccd9f6
           6539	       225	80000106	3b329073	csrrw	x0,pmpaddr3,x5	  x5:0x2cccd9f6  x0=0x00000000
           6599	       228	8000010a	0f0f12b7	lui	x5,0xf0f1	  x5=0x0f0f1000
           6619	       229	8000010e	f0f28293	addi	x5,x5,-241	  x5:0x0f0f1000  x5=0x0f0f0f0f
           6799	       238	80000112	3a029073	csrrw	x0,pmpcfg0,x5	  x5:0x0f0f0f0f  x0=0x00000000
           6859	       241	80000116	00003297	auipc	x5,0x3	  x5=0x80003116
           6919	       244	8000011a	39228293	addi	x5,x5,914	  x5:0x80003116  x5=0x800034a8
           7099	       253	8000011e	44444437	lui	x8,0x44444	  x8=0x44444000
           7279	       262	80000122	44440413	addi	x8,x8,1092	  x8:0x44444000  x8=0x44444444
           7299	       263	80000126	92a2	c.add	x5,x8	  x5:0x800034a8  x8:0x44444444  x5=0xc44478ec
           7319	       264	80000128	0022d293	srli	x5,x5,0x2	  x5:0xc44478ec  x5=0x31111e3b
           7339	       265	8000012c	3b429073	csrrw	x0,pmpaddr4,x5	  x5:0x31111e3b  x0=0x00000000
           7399	       268	80000130	00003297	auipc	x5,0x3	  x5=0x80003130
           7479	       272	80000134	37828293	addi	x5,x5,888	  x5:0x80003130  x5=0x800034a8
           7899	       293	80000138	55555437	lui	x8,0x55555	  x8=0x55555000
           7919	       294	8000013c	55540413	addi	x8,x8,1365	  x8:0x55555000  x8=0x55555555
           7939	       295	80000140	92a2	c.add	x5,x8	  x5:0x800034a8  x8:0x55555555  x5=0xd55589fd
           8119	       304	80000142	0022d293	srli	x5,x5,0x2	  x5:0xd55589fd  x5=0x3555627f
           8539	       325	80000146	3b529073	csrrw	x0,pmpaddr5,x5	  x5:0x3555627f  x0=0x00000000
           8599	       328	8000014a	00003297	auipc	x5,0x3	  x5=0x8000314a
           8659	       331	8000014e	35e28293	addi	x5,x5,862	  x5:0x8000314a  x5=0x800034a8
           8679	       332	80000152	66666437	lui	x8,0x66666	  x8=0x66666000
           8699	       333	80000156	66640413	addi	x8,x8,1638	  x8:0x66666000  x8=0x66666666
           8719	       334	8000015a	92a2	c.add	x5,x8	  x5:0x800034a8  x8:0x66666666  x5=0xe6669b0e
           8779	       337	8000015c	0022d293	srli	x5,x5,0x2	  x5:0xe6669b0e  x5=0x3999a6c3
           8899	       343	80000160	3b629073	csrrw	x0,pmpaddr6,x5	  x5:0x3999a6c3  x0=0x00000000
           8959	       346	80000164	00003297	auipc	x5,0x3	  x5=0x80003164
           8979	       347	80000168	34428293	addi	x5,x5,836	  x5:0x80003164  x5=0x800034a8
           9139	       355	8000016c	77777437	lui	x8,0x77777	  x8=0x77777000
           9159	       356	80000170	77740413	addi	x8,x8,1911	  x8:0x77777000  x8=0x77777777
