Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2196	         8	80000080	40001937	lui	x18,0x40001	 x18=0x40001000
           2296	        13	80000084	10690913	addi	x18,x18,262	 x18:0x40001000 x18=0x40001106
           2316	        14	80000088	30191073	csrrw	x0,misa,x18	 x18:0x40001106  x0=0x00000000
           2516	        24	8000008c	00026617	auipc	x12,0x26	 x12=0x8002608c
           2536	        25	80000090	c5860613	addi	x12,x12,-936	 x12:0x8002608c x12=0x80025ce4
           2576	        27	80000094	00002917	auipc	x18,0x2	 x18=0x80002094
           2596	        28	80000098	66c90913	addi	x18,x18,1644	 x18:0x80002094 x18=0x80002700
           3016	        49	8000009c	00196913	ori	x18,x18,1	 x18:0x80002700 x18=0x80002701
           3036	        50	800000a0	30591073	csrrw	x0,mtvec,x18	 x18:0x80002701  x0=0x00000000
           3256	        61	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3676	        82	800000a8	00003697	auipc	x13,0x3	 x13=0x800030a8
           4056	       101	800000ac	41468693	addi	x13,x13,1044	 x13:0x800030a8 x13=0x800034bc
           4156	       106	800000b0	4901	c.li	x18,0	 x18=0x00000000
           4176	       107	800000b2	96ca	c.add	x13,x18	 x13:0x800034bc x18:0x00000000 x13=0x800034bc
           4196	       108	800000b4	8289	c.srli	x13,0x2	 x13:0x800034bc x13=0x20000d2f
           4216	       109	800000b6	3b069073	csrrw	x0,pmpaddr0,x13	 x13:0x20000d2f  x0=0x00000000
           4276	       112	800000ba	00003697	auipc	x13,0x3	 x13=0x800030ba
           4296	       113	800000be	40268693	addi	x13,x13,1026	 x13:0x800030ba x13=0x800034bc
           4436	       120	800000c2	11111937	lui	x18,0x11111	 x18=0x11111000
           4456	       121	800000c6	11190913	addi	x18,x18,273	 x18:0x11111000 x18=0x11111111
           4476	       122	800000ca	96ca	c.add	x13,x18	 x13:0x800034bc x18:0x11111111 x13=0x911145cd
           4876	       142	800000cc	8289	c.srli	x13,0x2	 x13:0x911145cd x13=0x24445173
           5136	       155	800000ce	3b169073	csrrw	x0,pmpaddr1,x13	 x13:0x24445173  x0=0x00000000
           5196	       158	800000d2	00003697	auipc	x13,0x3	 x13=0x800030d2
           5236	       160	800000d6	3ea68693	addi	x13,x13,1002	 x13:0x800030d2 x13=0x800034bc
           5316	       164	800000da	22222937	lui	x18,0x22222	 x18=0x22222000
           5336	       165	800000de	22290913	addi	x18,x18,546	 x18:0x22222000 x18=0x22222222
           5356	       166	800000e2	96ca	c.add	x13,x18	 x13:0x800034bc x18:0x22222222 x13=0xa22256de
           5476	       172	800000e4	8289	c.srli	x13,0x2	 x13:0xa22256de x13=0x288895b7
           5556	       176	800000e6	3b269073	csrrw	x0,pmpaddr2,x13	 x13:0x288895b7  x0=0x00000000
           5616	       179	800000ea	00003697	auipc	x13,0x3	 x13=0x800030ea
           5636	       180	800000ee	3d268693	addi	x13,x13,978	 x13:0x800030ea x13=0x800034bc
           5776	       187	800000f2	33333937	lui	x18,0x33333	 x18=0x33333000
           5796	       188	800000f6	33390913	addi	x18,x18,819	 x18:0x33333000 x18=0x33333333
           5816	       189	800000fa	96ca	c.add	x13,x18	 x13:0x800034bc x18:0x33333333 x13=0xb33367ef
           5836	       190	800000fc	8289	c.srli	x13,0x2	 x13:0xb33367ef x13=0x2cccd9fb
           5856	       191	800000fe	3b369073	csrrw	x0,pmpaddr3,x13	 x13:0x2cccd9fb  x0=0x00000000
           6336	       215	80000102	0f0f16b7	lui	x13,0xf0f1	 x13=0x0f0f1000
           6756	       236	80000106	f0f68693	addi	x13,x13,-241	 x13:0x0f0f1000 x13=0x0f0f0f0f
           6776	       237	8000010a	3a069073	csrrw	x0,pmpcfg0,x13	 x13:0x0f0f0f0f  x0=0x00000000
           6896	       243	8000010e	00003697	auipc	x13,0x3	 x13=0x8000310e
           6996	       248	80000112	3ae68693	addi	x13,x13,942	 x13:0x8000310e x13=0x800034bc
           7016	       249	80000116	44444937	lui	x18,0x44444	 x18=0x44444000
           7436	       270	8000011a	44490913	addi	x18,x18,1092	 x18:0x44444000 x18=0x44444444
           7456	       271	8000011e	96ca	c.add	x13,x18	 x13:0x800034bc x18:0x44444444 x13=0xc4447900
           7616	       279	80000120	8289	c.srli	x13,0x2	 x13:0xc4447900 x13=0x31111e40
           7716	       284	80000122	3b469073	csrrw	x0,pmpaddr4,x13	 x13:0x31111e40  x0=0x00000000
           8136	       305	80000126	00003697	auipc	x13,0x3	 x13=0x80003126
           8556	       326	8000012a	39668693	addi	x13,x13,918	 x13:0x80003126 x13=0x800034bc
           8576	       327	8000012e	55555937	lui	x18,0x55555	 x18=0x55555000
           8996	       348	80000132	55590913	addi	x18,x18,1365	 x18:0x55555000 x18=0x55555555
           9016	       349	80000136	96ca	c.add	x13,x18	 x13:0x800034bc x18:0x55555555 x13=0xd5558a11
