Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2609	        28	80000080	40001e37	lui	x28,0x40001	 x28=0x40001000
           3029	        49	80000084	106e0e13	addi	x28,x28,262	 x28:0x40001000 x28=0x40001106
           3449	        70	80000088	301e1073	csrrw	x0,misa,x28	 x28:0x40001106  x0=0x00000000
           3689	        82	8000008c	00026917	auipc	x18,0x26	 x18=0x8002608c
           3709	        83	80000090	c5890913	addi	x18,x18,-936	 x18:0x8002608c x18=0x80025ce4
           3729	        84	80000094	00002e17	auipc	x28,0x2	 x28=0x80002094
           3869	        91	80000098	66ce0e13	addi	x28,x28,1644	 x28:0x80002094 x28=0x80002700
           4289	       112	8000009c	001e6e13	ori	x28,x28,1	 x28:0x80002700 x28=0x80002701
           4549	       125	800000a0	305e1073	csrrw	x0,mtvec,x28	 x28:0x80002701  x0=0x00000000
           4609	       128	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           4669	       131	800000a8	00003897	auipc	x17,0x3	 x17=0x800030a8
           4909	       143	800000ac	44488893	addi	x17,x17,1092	 x17:0x800030a8 x17=0x800034ec
           4929	       144	800000b0	4e01	c.li	x28,0	 x28=0x00000000
           4949	       145	800000b2	98f2	c.add	x17,x28	 x17:0x800034ec x28:0x00000000 x17=0x800034ec
           5349	       165	800000b4	0028d893	srli	x17,x17,0x2	 x17:0x800034ec x17=0x20000d3b
           5449	       170	800000b8	3b089073	csrrw	x0,pmpaddr0,x17	 x17:0x20000d3b  x0=0x00000000
           5649	       180	800000bc	00003897	auipc	x17,0x3	 x17=0x800030bc
           5669	       181	800000c0	43088893	addi	x17,x17,1072	 x17:0x800030bc x17=0x800034ec
           5689	       182	800000c4	11111e37	lui	x28,0x11111	 x28=0x11111000
           5709	       183	800000c8	111e0e13	addi	x28,x28,273	 x28:0x11111000 x28=0x11111111
           5729	       184	800000cc	98f2	c.add	x17,x28	 x17:0x800034ec x28:0x11111111 x17=0x911145fd
           5949	       195	800000ce	0028d893	srli	x17,x17,0x2	 x17:0x911145fd x17=0x2444517f
           5969	       196	800000d2	3b189073	csrrw	x0,pmpaddr1,x17	 x17:0x2444517f  x0=0x00000000
           6129	       204	800000d6	00003897	auipc	x17,0x3	 x17=0x800030d6
           6149	       205	800000da	41688893	addi	x17,x17,1046	 x17:0x800030d6 x17=0x800034ec
           6169	       206	800000de	22222e37	lui	x28,0x22222	 x28=0x22222000
           6189	       207	800000e2	222e0e13	addi	x28,x28,546	 x28:0x22222000 x28=0x22222222
           6209	       208	800000e6	98f2	c.add	x17,x28	 x17:0x800034ec x28:0x22222222 x17=0xa222570e
           6229	       209	800000e8	0028d893	srli	x17,x17,0x2	 x17:0xa222570e x17=0x288895c3
           6629	       229	800000ec	3b289073	csrrw	x0,pmpaddr2,x17	 x17:0x288895c3  x0=0x00000000
           6689	       232	800000f0	00003897	auipc	x17,0x3	 x17=0x800030f0
           6709	       233	800000f4	3fc88893	addi	x17,x17,1020	 x17:0x800030f0 x17=0x800034ec
           6729	       234	800000f8	33333e37	lui	x28,0x33333	 x28=0x33333000
           6749	       235	800000fc	333e0e13	addi	x28,x28,819	 x28:0x33333000 x28=0x33333333
