Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           4656	       131	80000080	40001537	lui	x10,0x40001	 x10=0x40001000
           5016	       149	80000084	10650513	addi	x10,x10,262	 x10:0x40001000 x10=0x40001106
           5036	       150	80000088	30151073	csrrw	x0,misa,x10	 x10:0x40001106  x0=0x00000000
           5096	       153	8000008c	00026917	auipc	x18,0x26	 x18=0x8002608c
           5116	       154	80000090	c5890913	addi	x18,x18,-936	 x18:0x8002608c x18=0x80025ce4
           5136	       155	80000094	00002517	auipc	x10,0x2	 x10=0x80002094
           5156	       156	80000098	46c50513	addi	x10,x10,1132	 x10:0x80002094 x10=0x80002500
           5176	       157	8000009c	00156513	ori	x10,x10,1	 x10:0x80002500 x10=0x80002501
           5596	       178	800000a0	30551073	csrrw	x0,mtvec,x10	 x10:0x80002501  x0=0x00000000
           6016	       199	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           6436	       220	800000a8	00003117	auipc	x2,0x3	  x2=0x800030a8
           6596	       228	800000ac	19410113	addi	x2,x2,404	  x2:0x800030a8  x2=0x8000323c
           6616	       229	800000b0	4501	c.li	x10,0	 x10=0x00000000
           6636	       230	800000b2	912a	c.add	x2,x10	  x2:0x8000323c x10:0x80002501  x2=0x0000573d
           6656	       231	800000b4	00215113	srli	x2,x2,0x2	  x2:0x0000573d  x2=0x000015cf
