Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
          27621	      1279	80000080	400015b7	lui	x11,0x40001	 x11=0x40001000
          27641	      1280	80000084	10658593	addi	x11,x11,262	 x11:0x40001000 x11=0x40001106
          28181	      1307	80000088	30159073	csrrw	x0,misa,x11	 x11:0x40001106  x0=0x00000000
          28341	      1315	8000008c	00026297	auipc	x5,0x26	  x5=0x8002608c
          28361	      1316	80000090	c5828293	addi	x5,x5,-936	  x5:0x8002608c  x5=0x80025ce4
          28401	      1318	80000094	00002597	auipc	x11,0x2	 x11=0x80002094
          28521	      1324	80000098	46c58593	addi	x11,x11,1132	 x11:0x80002094 x11=0x80002500
          28541	      1325	8000009c	0015e593	ori	x11,x11,1	 x11:0x80002500 x11=0x80002501
          28821	      1339	800000a0	30559073	csrrw	x0,mtvec,x11	 x11:0x80002501  x0=0x00000000
          28881	      1342	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
          28941	      1345	800000a8	00003897	auipc	x17,0x3	 x17=0x800030a8
          29081	      1352	800000ac	1c088893	addi	x17,x17,448	 x17:0x800030a8 x17=0x80003268
          29101	      1353	800000b0	4581	c.li	x11,0	 x11=0x00000000
          29121	      1354	800000b2	98ae	c.add	x17,x11	 x17:0x80003268 x11:0x00000000 x17=0x80003268
          29141	      1355	800000b4	0028d893	srli	x17,x17,0x2	 x17:0x80003268 x17=0x20000c9a
          29561	      1376	800000b8	3b089073	csrrw	x0,pmpaddr0,x17	 x17:0x20000c9a  x0=0x00000000
          29621	      1379	800000bc	00003897	auipc	x17,0x3	 x17=0x800030bc
          29641	      1380	800000c0	1ac88893	addi	x17,x17,428	 x17:0x800030bc x17=0x80003268
          29661	      1381	800000c4	111115b7	lui	x11,0x11111	 x11=0x11111000
          29821	      1389	800000c8	11158593	addi	x11,x11,273	 x11:0x11111000 x11=0x11111111
          29981	      1397	800000cc	98ae	c.add	x17,x11	 x17:0x80003268 x11:0x11111111 x17=0x91114379
          30161	      1406	800000ce	0028d893	srli	x17,x17,0x2	 x17:0x91114379 x17=0x244450de
          30581	      1427	800000d2	3b189073	csrrw	x0,pmpaddr1,x17	 x17:0x244450de  x0=0x00000000
          30661	      1431	800000d6	00003897	auipc	x17,0x3	 x17=0x800030d6
          30681	      1432	800000da	19288893	addi	x17,x17,402	 x17:0x800030d6 x17=0x80003268
          30701	      1433	800000de	222225b7	lui	x11,0x22222	 x11=0x22222000
          30721	      1434	800000e2	22258593	addi	x11,x11,546	 x11:0x22222000 x11=0x22222222
          30741	      1435	800000e6	98ae	c.add	x17,x11	 x17:0x80003268 x11:0x22222222 x17=0xa222548a
          30761	      1436	800000e8	0028d893	srli	x17,x17,0x2	 x17:0xa222548a x17=0x28889522
          30881	      1442	800000ec	3b289073	csrrw	x0,pmpaddr2,x17	 x17:0x28889522  x0=0x00000000
          30941	      1445	800000f0	00003897	auipc	x17,0x3	 x17=0x800030f0
          30961	      1446	800000f4	17888893	addi	x17,x17,376	 x17:0x800030f0 x17=0x80003268
          31001	      1448	800000f8	333335b7	lui	x11,0x33333	 x11=0x33333000
          31061	      1451	800000fc	33358593	addi	x11,x11,819	 x11:0x33333000 x11=0x33333333
          31161	      1456	80000100	98ae	c.add	x17,x11	 x17:0x80003268 x11:0x33333333 x17=0xb333659b
          31581	      1477	80000102	0028d893	srli	x17,x17,0x2	 x17:0xb333659b x17=0x2cccd966
          31601	      1478	80000106	3b389073	csrrw	x0,pmpaddr3,x17	 x17:0x2cccd966  x0=0x00000000
          31661	      1481	8000010a	0f0f18b7	lui	x17,0xf0f1	 x17=0x0f0f1000
          31781	      1487	8000010e	f0f88893	addi	x17,x17,-241	 x17:0x0f0f1000 x17=0x0f0f0f0f
          32201	      1508	80000112	3a089073	csrrw	x0,pmpcfg0,x17	 x17:0x0f0f0f0f  x0=0x00000000
          32621	      1529	80000116	00003897	auipc	x17,0x3	 x17=0x80003116
          33041	      1550	8000011a	15288893	addi	x17,x17,338	 x17:0x80003116 x17=0x80003268
          33121	      1554	8000011e	444445b7	lui	x11,0x44444	 x11=0x44444000
          33541	      1575	80000122	44458593	addi	x11,x11,1092	 x11:0x44444000 x11=0x44444444
          33561	      1576	80000126	98ae	c.add	x17,x11	 x17:0x80003268 x11:0x44444444 x17=0xc44476ac
          33581	      1577	80000128	0028d893	srli	x17,x17,0x2	 x17:0xc44476ac x17=0x31111dab
          33601	      1578	8000012c	3b489073	csrrw	x0,pmpaddr4,x17	 x17:0x31111dab  x0=0x00000000
          33661	      1581	80000130	00003897	auipc	x17,0x3	 x17=0x80003130
          33681	      1582	80000134	13888893	addi	x17,x17,312	 x17:0x80003130 x17=0x80003268
          34021	      1599	80000138	555555b7	lui	x11,0x55555	 x11=0x55555000
          34381	      1617	8000013c	55558593	addi	x11,x11,1365	 x11:0x55555000 x11=0x55555555
          34481	      1622	80000140	98ae	c.add	x17,x11	 x17:0x80003268 x11:0x55555555 x17=0xd55587bd
          34501	      1623	80000142	0028d893	srli	x17,x17,0x2	 x17:0xd55587bd x17=0x355561ef
          34521	      1624	80000146	3b589073	csrrw	x0,pmpaddr5,x17	 x17:0x355561ef  x0=0x00000000
          34621	      1629	8000014a	00003897	auipc	x17,0x3	 x17=0x8000314a
          35021	      1649	8000014e	11e88893	addi	x17,x17,286	 x17:0x8000314a x17=0x80003268
          35121	      1654	80000152	666665b7	lui	x11,0x66666	 x11=0x66666000
          35301	      1663	80000156	66658593	addi	x11,x11,1638	 x11:0x66666000 x11=0x66666666
          35321	      1664	8000015a	98ae	c.add	x17,x11	 x17:0x80003268 x11:0x66666666 x17=0xe66698ce
          35341	      1665	8000015c	0028d893	srli	x17,x17,0x2	 x17:0xe66698ce x17=0x3999a633
          35361	      1666	80000160	3b689073	csrrw	x0,pmpaddr6,x17	 x17:0x3999a633  x0=0x00000000
          35421	      1669	80000164	00003897	auipc	x17,0x3	 x17=0x80003164
          35441	      1670	80000168	10488893	addi	x17,x17,260	 x17:0x80003164 x17=0x80003268
          35461	      1671	8000016c	777775b7	lui	x11,0x77777	 x11=0x77777000
          35641	      1680	80000170	77758593	addi	x11,x11,1911	 x11:0x77777000 x11=0x77777777
          35661	      1681	80000174	98ae	c.add	x17,x11	 x17:0x80003268 x11:0x77777777 x17=0xf777a9df
          35781	      1687	80000176	0028d893	srli	x17,x17,0x2	 x17:0xf777a9df x17=0x3dddea77
          36081	      1702	8000017a	3b789073	csrrw	x0,pmpaddr7,x17	 x17:0x3dddea77  x0=0x00000000
          36141	      1705	8000017e	0f0f18b7	lui	x17,0xf0f1	 x17=0x0f0f1000
          36161	      1706	80000182	f0f88893	addi	x17,x17,-241	 x17:0x0f0f1000 x17=0x0f0f0f0f
          36361	      1716	80000186	3a189073	csrrw	x0,pmpcfg1,x17	 x17:0x0f0f0f0f  x0=0x00000000
          36481	      1722	8000018a	00003897	auipc	x17,0x3	 x17=0x8000318a
          36501	      1723	8000018e	0de88893	addi	x17,x17,222	 x17:0x8000318a x17=0x80003268
          36521	      1724	80000192	888895b7	lui	x11,0x88889	 x11=0x88889000
          36661	      1731	80000196	88858593	addi	x11,x11,-1912	 x11:0x88889000 x11=0x88888888
          36681	      1732	8000019a	98ae	c.add	x17,x11	 x17:0x80003268 x11:0x88888888 x17=0x0888baf0
          36701	      1733	8000019c	0028d893	srli	x17,x17,0x2	 x17:0x0888baf0 x17=0x02222ebc
          36721	      1734	800001a0	3b889073	csrrw	x0,pmpaddr8,x17	 x17:0x02222ebc  x0=0x00000000
          36801	      1738	800001a4	00003897	auipc	x17,0x3	 x17=0x800031a4
          36821	      1739	800001a8	0c488893	addi	x17,x17,196	 x17:0x800031a4 x17=0x80003268
          37041	      1750	800001ac	9999a5b7	lui	x11,0x9999a	 x11=0x9999a000
          37121	      1754	800001b0	99958593	addi	x11,x11,-1639	 x11:0x9999a000 x11=0x99999999
          37241	      1760	800001b4	98ae	c.add	x17,x11	 x17:0x80003268 x11:0x99999999 x17=0x1999cc01
          37441	      1770	800001b6	0028d893	srli	x17,x17,0x2	 x17:0x1999cc01 x17=0x06667300
