Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2229	         9	80000080	40001437	lui	x8,0x40001	  x8=0x40001000
           2249	        10	80000084	10640413	addi	x8,x8,262	  x8:0x40001000  x8=0x40001106
           2449	        20	80000088	30141073	csrrw	x0,misa,x8	  x8:0x40001106  x0=0x00000000
           2809	        38	8000008c	00026c17	auipc	x24,0x26	 x24=0x8002608c
           2909	        43	80000090	c58c0c13	addi	x24,x24,-936	 x24:0x8002608c x24=0x80025ce4
           2929	        44	80000094	00002417	auipc	x8,0x2	  x8=0x80002094
           2949	        45	80000098	46c40413	addi	x8,x8,1132	  x8:0x80002094  x8=0x80002500
           2969	        46	8000009c	00146413	ori	x8,x8,1	  x8:0x80002500  x8=0x80002501
           2989	        47	800000a0	30541073	csrrw	x0,mtvec,x8	  x8:0x80002501  x0=0x00000000
           3049	        50	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3109	        53	800000a8	00003897	auipc	x17,0x3	 x17=0x800030a8
           3309	        63	800000ac	19488893	addi	x17,x17,404	 x17:0x800030a8 x17=0x8000323c
           3329	        64	800000b0	4401	c.li	x8,0	  x8=0x00000000
           3349	        65	800000b2	98a2	c.add	x17,x8	 x17:0x8000323c  x8:0x00000000 x17=0x8000323c
           3369	        66	800000b4	0028d893	srli	x17,x17,0x2	 x17:0x8000323c x17=0x20000c8f
           3389	        67	800000b8	3b089073	csrrw	x0,pmpaddr0,x17	 x17:0x20000c8f  x0=0x00000000
           3449	        70	800000bc	00003897	auipc	x17,0x3	 x17=0x800030bc
           3569	        76	800000c0	18088893	addi	x17,x17,384	 x17:0x800030bc x17=0x8000323c
           3589	        77	800000c4	11111437	lui	x8,0x11111	  x8=0x11111000
           3649	        80	800000c8	11140413	addi	x8,x8,273	  x8:0x11111000  x8=0x11111111
           3689	        82	800000cc	98a2	c.add	x17,x8	 x17:0x8000323c  x8:0x11111111 x17=0x9111434d
           3709	        83	800000ce	0028d893	srli	x17,x17,0x2	 x17:0x9111434d x17=0x244450d3
           3749	        85	800000d2	3b189073	csrrw	x0,pmpaddr1,x17	 x17:0x244450d3  x0=0x00000000
