Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2453	        21	80000080	40001937	lui	x18,0x40001	 x18=0x40001000
           2473	        22	80000084	10690913	addi	x18,x18,262	 x18:0x40001000 x18=0x40001106
           2693	        33	80000088	30191073	csrrw	x0,misa,x18	 x18:0x40001106  x0=0x00000000
           2853	        41	8000008c	00026697	auipc	x13,0x26	 x13=0x8002608c
           3053	        51	80000090	c5868693	addi	x13,x13,-936	 x13:0x8002608c x13=0x80025ce4
           3073	        52	80000094	00002917	auipc	x18,0x2	 x18=0x80002094
           3093	        53	80000098	66c90913	addi	x18,x18,1644	 x18:0x80002094 x18=0x80002700
           3193	        58	8000009c	00196913	ori	x18,x18,1	 x18:0x80002700 x18=0x80002701
           3613	        79	800000a0	30591073	csrrw	x0,mtvec,x18	 x18:0x80002701  x0=0x00000000
           4033	       100	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           4093	       103	800000a8	00003997	auipc	x19,0x3	 x19=0x800030a8
           4253	       111	800000ac	44498993	addi	x19,x19,1092	 x19:0x800030a8 x19=0x800034ec
           4273	       112	800000b0	4901	c.li	x18,0	 x18=0x00000000
           4293	       113	800000b2	99ca	c.add	x19,x18	 x19:0x800034ec x18:0x00000000 x19=0x800034ec
           4313	       114	800000b4	0029d993	srli	x19,x19,0x2	 x19:0x800034ec x19=0x20000d3b
           4333	       115	800000b8	3b099073	csrrw	x0,pmpaddr0,x19	 x19:0x20000d3b  x0=0x00000000
           4393	       118	800000bc	00003997	auipc	x19,0x3	 x19=0x800030bc
           4413	       119	800000c0	43098993	addi	x19,x19,1072	 x19:0x800030bc x19=0x800034ec
           4673	       132	800000c4	11111937	lui	x18,0x11111	 x18=0x11111000
           4693	       133	800000c8	11190913	addi	x18,x18,273	 x18:0x11111000 x18=0x11111111
           4753	       136	800000cc	99ca	c.add	x19,x18	 x19:0x800034ec x18:0x11111111 x19=0x911145fd
           4773	       137	800000ce	0029d993	srli	x19,x19,0x2	 x19:0x911145fd x19=0x2444517f
           4853	       141	800000d2	3b199073	csrrw	x0,pmpaddr1,x19	 x19:0x2444517f  x0=0x00000000
           4913	       144	800000d6	00003997	auipc	x19,0x3	 x19=0x800030d6
           4933	       145	800000da	41698993	addi	x19,x19,1046	 x19:0x800030d6 x19=0x800034ec
           4953	       146	800000de	22222937	lui	x18,0x22222	 x18=0x22222000
           4973	       147	800000e2	22290913	addi	x18,x18,546	 x18:0x22222000 x18=0x22222222
           4993	       148	800000e6	99ca	c.add	x19,x18	 x19:0x800034ec x18:0x22222222 x19=0xa222570e
           5013	       149	800000e8	0029d993	srli	x19,x19,0x2	 x19:0xa222570e x19=0x288895c3
           5033	       150	800000ec	3b299073	csrrw	x0,pmpaddr2,x19	 x19:0x288895c3  x0=0x00000000
           5273	       162	800000f0	00003997	auipc	x19,0x3	 x19=0x800030f0
           5413	       169	800000f4	3fc98993	addi	x19,x19,1020	 x19:0x800030f0 x19=0x800034ec
           5533	       175	800000f8	33333937	lui	x18,0x33333	 x18=0x33333000
           5553	       176	800000fc	33390913	addi	x18,x18,819	 x18:0x33333000 x18=0x33333333
           5573	       177	80000100	99ca	c.add	x19,x18	 x19:0x800034ec x18:0x33333333 x19=0xb333681f
           5593	       178	80000102	0029d993	srli	x19,x19,0x2	 x19:0xb333681f x19=0x2cccda07
           5633	       180	80000106	3b399073	csrrw	x0,pmpaddr3,x19	 x19:0x2cccda07  x0=0x00000000
           5773	       187	8000010a	0f0f19b7	lui	x19,0xf0f1	 x19=0x0f0f1000
           5793	       188	8000010e	f0f98993	addi	x19,x19,-241	 x19:0x0f0f1000 x19=0x0f0f0f0f
           5893	       193	80000112	3a099073	csrrw	x0,pmpcfg0,x19	 x19:0x0f0f0f0f  x0=0x00000000
           6293	       213	80000116	00003997	auipc	x19,0x3	 x19=0x80003116
           6393	       218	8000011a	3d698993	addi	x19,x19,982	 x19:0x80003116 x19=0x800034ec
           6413	       219	8000011e	44444937	lui	x18,0x44444	 x18=0x44444000
           6453	       221	80000122	44490913	addi	x18,x18,1092	 x18:0x44444000 x18=0x44444444
           6473	       222	80000126	99ca	c.add	x19,x18	 x19:0x800034ec x18:0x44444444 x19=0xc4447930
           6553	       226	80000128	0029d993	srli	x19,x19,0x2	 x19:0xc4447930 x19=0x31111e4c
           6573	       227	8000012c	3b499073	csrrw	x0,pmpaddr4,x19	 x19:0x31111e4c  x0=0x00000000
           6633	       230	80000130	00003997	auipc	x19,0x3	 x19=0x80003130
           6653	       231	80000134	3bc98993	addi	x19,x19,956	 x19:0x80003130 x19=0x800034ec
           6793	       238	80000138	55555937	lui	x18,0x55555	 x18=0x55555000
           6813	       239	8000013c	55590913	addi	x18,x18,1365	 x18:0x55555000 x18=0x55555555
           6833	       240	80000140	99ca	c.add	x19,x18	 x19:0x800034ec x18:0x55555555 x19=0xd5558a41
           6853	       241	80000142	0029d993	srli	x19,x19,0x2	 x19:0xd5558a41 x19=0x35556290
           6873	       242	80000146	3b599073	csrrw	x0,pmpaddr5,x19	 x19:0x35556290  x0=0x00000000
           6933	       245	8000014a	00003997	auipc	x19,0x3	 x19=0x8000314a
           7253	       261	8000014e	3a298993	addi	x19,x19,930	 x19:0x8000314a x19=0x800034ec
           7633	       280	80000152	66666937	lui	x18,0x66666	 x18=0x66666000
           7913	       294	80000156	66690913	addi	x18,x18,1638	 x18:0x66666000 x18=0x66666666
           7933	       295	8000015a	99ca	c.add	x19,x18	 x19:0x800034ec x18:0x66666666 x19=0xe6669b52
           7953	       296	8000015c	0029d993	srli	x19,x19,0x2	 x19:0xe6669b52 x19=0x3999a6d4
           8133	       305	80000160	3b699073	csrrw	x0,pmpaddr6,x19	 x19:0x3999a6d4  x0=0x00000000
           8193	       308	80000164	00003997	auipc	x19,0x3	 x19=0x80003164
           8213	       309	80000168	38898993	addi	x19,x19,904	 x19:0x80003164 x19=0x800034ec
           8233	       310	8000016c	77777937	lui	x18,0x77777	 x18=0x77777000
           8453	       321	80000170	77790913	addi	x18,x18,1911	 x18:0x77777000 x18=0x77777777
           8613	       329	80000174	99ca	c.add	x19,x18	 x19:0x800034ec x18:0x77777777 x19=0xf777ac63
           8633	       330	80000176	0029d993	srli	x19,x19,0x2	 x19:0xf777ac63 x19=0x3dddeb18
           8653	       331	8000017a	3b799073	csrrw	x0,pmpaddr7,x19	 x19:0x3dddeb18  x0=0x00000000
           8713	       334	8000017e	0f0f19b7	lui	x19,0xf0f1	 x19=0x0f0f1000
           8733	       335	80000182	f0f98993	addi	x19,x19,-241	 x19:0x0f0f1000 x19=0x0f0f0f0f
           8753	       336	80000186	3a199073	csrrw	x0,pmpcfg1,x19	 x19:0x0f0f0f0f  x0=0x00000000
           8893	       343	8000018a	00003997	auipc	x19,0x3	 x19=0x8000318a
           8913	       344	8000018e	36298993	addi	x19,x19,866	 x19:0x8000318a x19=0x800034ec
           8933	       345	80000192	88889937	lui	x18,0x88889	 x18=0x88889000
           9073	       352	80000196	88890913	addi	x18,x18,-1912	 x18:0x88889000 x18=0x88888888
           9093	       353	8000019a	99ca	c.add	x19,x18	 x19:0x800034ec x18:0x88888888 x19=0x0888bd74
           9493	       373	8000019c	0029d993	srli	x19,x19,0x2	 x19:0x0888bd74 x19=0x02222f5d
           9553	       376	800001a0	3b899073	csrrw	x0,pmpaddr8,x19	 x19:0x02222f5d  x0=0x00000000
           9613	       379	800001a4	00003997	auipc	x19,0x3	 x19=0x800031a4
           9773	       387	800001a8	34898993	addi	x19,x19,840	 x19:0x800031a4 x19=0x800034ec
           9793	       388	800001ac	9999a937	lui	x18,0x9999a	 x18=0x9999a000
           9873	       392	800001b0	99990913	addi	x18,x18,-1639	 x18:0x9999a000 x18=0x99999999
           9893	       393	800001b4	99ca	c.add	x19,x18	 x19:0x800034ec x18:0x99999999 x19=0x1999ce85
          10093	       403	800001b6	0029d993	srli	x19,x19,0x2	 x19:0x1999ce85 x19=0x066673a1
          10513	       424	800001ba	3b999073	csrrw	x0,pmpaddr9,x19	 x19:0x066673a1  x0=0x00000000
          10573	       427	800001be	00003997	auipc	x19,0x3	 x19=0x800031be
          10653	       431	800001c2	32e98993	addi	x19,x19,814	 x19:0x800031be x19=0x800034ec
          10773	       437	800001c6	aaaab937	lui	x18,0xaaaab	 x18=0xaaaab000
          10853	       441	800001ca	aaa90913	addi	x18,x18,-1366	 x18:0xaaaab000 x18=0xaaaaaaaa
          10873	       442	800001ce	99ca	c.add	x19,x18	 x19:0x800034ec x18:0xaaaaaaaa x19=0x2aaadf96
          10913	       444	800001d0	0029d993	srli	x19,x19,0x2	 x19:0x2aaadf96 x19=0x0aaab7e5
          10953	       446	800001d4	3ba99073	csrrw	x0,pmpaddr10,x19	 x19:0x0aaab7e5  x0=0x00000000
          11293	       463	800001d8	00003997	auipc	x19,0x3	 x19=0x800031d8
          11313	       464	800001dc	31498993	addi	x19,x19,788	 x19:0x800031d8 x19=0x800034ec
          11333	       465	800001e0	bbbbc937	lui	x18,0xbbbbc	 x18=0xbbbbc000
          11353	       466	800001e4	bbb90913	addi	x18,x18,-1093	 x18:0xbbbbc000 x18=0xbbbbbbbb
          11473	       472	800001e8	99ca	c.add	x19,x18	 x19:0x800034ec x18:0xbbbbbbbb x19=0x3bbbf0a7
          11493	       473	800001ea	0029d993	srli	x19,x19,0x2	 x19:0x3bbbf0a7 x19=0x0eeefc29
          11673	       482	800001ee	3bb99073	csrrw	x0,pmpaddr11,x19	 x19:0x0eeefc29  x0=0x00000000
          11793	       488	800001f2	0f0f19b7	lui	x19,0xf0f1	 x19=0x0f0f1000
          11953	       496	800001f6	f0f98993	addi	x19,x19,-241	 x19:0x0f0f1000 x19=0x0f0f0f0f
          12373	       517	800001fa	3a299073	csrrw	x0,pmpcfg2,x19	 x19:0x0f0f0f0f  x0=0x00000000
          12673	       532	800001fe	00003997	auipc	x19,0x3	 x19=0x800031fe
          12693	       533	80000202	2ee98993	addi	x19,x19,750	 x19:0x800031fe x19=0x800034ec
          12953	       546	80000206	ccccd937	lui	x18,0xccccd	 x18=0xccccd000
          12973	       547	8000020a	ccc90913	addi	x18,x18,-820	 x18:0xccccd000 x18=0xcccccccc
          12993	       548	8000020e	99ca	c.add	x19,x18	 x19:0x800034ec x18:0xcccccccc x19=0x4ccd01b8
          13013	       549	80000210	0029d993	srli	x19,x19,0x2	 x19:0x4ccd01b8 x19=0x1333406e
          13033	       550	80000214	3bc99073	csrrw	x0,pmpaddr12,x19	 x19:0x1333406e  x0=0x00000000
          13093	       553	80000218	00003997	auipc	x19,0x3	 x19=0x80003218
          13173	       557	8000021c	2d498993	addi	x19,x19,724	 x19:0x80003218 x19=0x800034ec
          13293	       563	80000220	dddde937	lui	x18,0xdddde	 x18=0xdddde000
          13333	       565	80000224	ddd90913	addi	x18,x18,-547	 x18:0xdddde000 x18=0xdddddddd
