Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2195	         8	80000080	40001db7	lui	x27,0x40001	 x27=0x40001000
           2635	        30	80000084	106d8d93	addi	x27,x27,262	 x27:0x40001000 x27=0x40001106
           2835	        40	80000088	301d9073	csrrw	x0,misa,x27	 x27:0x40001106  x0=0x00000000
           2895	        43	8000008c	00026617	auipc	x12,0x26	 x12=0x8002608c
           3235	        60	80000090	c5860613	addi	x12,x12,-936	 x12:0x8002608c x12=0x80025ce4
           3295	        63	80000094	00002d97	auipc	x27,0x2	 x27=0x80002094
           3315	        64	80000098	66cd8d93	addi	x27,x27,1644	 x27:0x80002094 x27=0x80002700
           3335	        65	8000009c	001ded93	ori	x27,x27,1	 x27:0x80002700 x27=0x80002701
           3355	        66	800000a0	305d9073	csrrw	x0,mtvec,x27	 x27:0x80002701  x0=0x00000000
           3415	        69	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3815	        89	800000a8	00003397	auipc	x7,0x3	  x7=0x800030a8
           3835	        90	800000ac	44438393	addi	x7,x7,1092	  x7:0x800030a8  x7=0x800034ec
           3855	        91	800000b0	4d81	c.li	x27,0	 x27=0x00000000
           3875	        92	800000b2	93ee	c.add	x7,x27	  x7:0x800034ec x27:0x00000000  x7=0x800034ec
           4055	       101	800000b4	0023d393	srli	x7,x7,0x2	  x7:0x800034ec  x7=0x20000d3b
           4075	       102	800000b8	3b039073	csrrw	x0,pmpaddr0,x7	  x7:0x20000d3b  x0=0x00000000
           4175	       107	800000bc	00003397	auipc	x7,0x3	  x7=0x800030bc
           4195	       108	800000c0	43038393	addi	x7,x7,1072	  x7:0x800030bc  x7=0x800034ec
           4515	       124	800000c4	11111db7	lui	x27,0x11111	 x27=0x11111000
           4535	       125	800000c8	111d8d93	addi	x27,x27,273	 x27:0x11111000 x27=0x11111111
           4615	       129	800000cc	93ee	c.add	x7,x27	  x7:0x800034ec x27:0x11111111  x7=0x911145fd
           4635	       130	800000ce	0023d393	srli	x7,x7,0x2	  x7:0x911145fd  x7=0x2444517f
           4655	       131	800000d2	3b139073	csrrw	x0,pmpaddr1,x7	  x7:0x2444517f  x0=0x00000000
           4715	       134	800000d6	00003397	auipc	x7,0x3	  x7=0x800030d6
           4795	       138	800000da	41638393	addi	x7,x7,1046	  x7:0x800030d6  x7=0x800034ec
           5055	       151	800000de	22222db7	lui	x27,0x22222	 x27=0x22222000
           5075	       152	800000e2	222d8d93	addi	x27,x27,546	 x27:0x22222000 x27=0x22222222
           5095	       153	800000e6	93ee	c.add	x7,x27	  x7:0x800034ec x27:0x22222222  x7=0xa222570e
           5115	       154	800000e8	0023d393	srli	x7,x7,0x2	  x7:0xa222570e  x7=0x288895c3
           5395	       168	800000ec	3b239073	csrrw	x0,pmpaddr2,x7	  x7:0x288895c3  x0=0x00000000
           5455	       171	800000f0	00003397	auipc	x7,0x3	  x7=0x800030f0
           5595	       178	800000f4	3fc38393	addi	x7,x7,1020	  x7:0x800030f0  x7=0x800034ec
           6135	       205	800000f8	33333db7	lui	x27,0x33333	 x27=0x33333000
