Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
          27478	      1272	80000080	400016b7	lui	x13,0x40001	 x13=0x40001000
          27758	      1286	80000084	10668693	addi	x13,x13,262	 x13:0x40001000 x13=0x40001106
          27778	      1287	80000088	30169073	csrrw	x0,misa,x13	 x13:0x40001106  x0=0x00000000
          27938	      1295	8000008c	00026a17	auipc	x20,0x26	 x20=0x8002608c
          28078	      1302	80000090	c58a0a13	addi	x20,x20,-936	 x20:0x8002608c x20=0x80025ce4
          28158	      1306	80000094	00002697	auipc	x13,0x2	 x13=0x80002094
          28578	      1327	80000098	46c68693	addi	x13,x13,1132	 x13:0x80002094 x13=0x80002500
          28598	      1328	8000009c	0016e693	ori	x13,x13,1	 x13:0x80002500 x13=0x80002501
          28878	      1342	800000a0	30569073	csrrw	x0,mtvec,x13	 x13:0x80002501  x0=0x00000000
          28938	      1345	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
          29238	      1360	800000a8	00003a97	auipc	x21,0x3	 x21=0x800030a8
          29418	      1369	800000ac	1bca8a93	addi	x21,x21,444	 x21:0x800030a8 x21=0x80003264
          29438	      1370	800000b0	4681	c.li	x13,0	 x13=0x00000000
          29458	      1371	800000b2	9ab6	c.add	x21,x13	 x21:0x80003264 x13:0x00000000 x21=0x80003264
          29478	      1372	800000b4	002ada93	srli	x21,x21,0x2	 x21:0x80003264 x21=0x20000c99
          29498	      1373	800000b8	3b0a9073	csrrw	x0,pmpaddr0,x21	 x21:0x20000c99  x0=0x00000000
          29558	      1376	800000bc	00003a97	auipc	x21,0x3	 x21=0x800030bc
          29578	      1377	800000c0	1a8a8a93	addi	x21,x21,424	 x21:0x800030bc x21=0x80003264
          29598	      1378	800000c4	111116b7	lui	x13,0x11111	 x13=0x11111000
          29698	      1383	800000c8	11168693	addi	x13,x13,273	 x13:0x11111000 x13=0x11111111
          29718	      1384	800000cc	9ab6	c.add	x21,x13	 x21:0x80003264 x13:0x11111111 x21=0x91114375
          29818	      1389	800000ce	002ada93	srli	x21,x21,0x2	 x21:0x91114375 x21=0x244450dd
          29838	      1390	800000d2	3b1a9073	csrrw	x0,pmpaddr1,x21	 x21:0x244450dd  x0=0x00000000
          29898	      1393	800000d6	00003a97	auipc	x21,0x3	 x21=0x800030d6
          29918	      1394	800000da	18ea8a93	addi	x21,x21,398	 x21:0x800030d6 x21=0x80003264
          29938	      1395	800000de	222226b7	lui	x13,0x22222	 x13=0x22222000
          30018	      1399	800000e2	22268693	addi	x13,x13,546	 x13:0x22222000 x13=0x22222222
          30038	      1400	800000e6	9ab6	c.add	x21,x13	 x21:0x80003264 x13:0x22222222 x21=0xa2225486
          30158	      1406	800000e8	002ada93	srli	x21,x21,0x2	 x21:0xa2225486 x21=0x28889521
          30178	      1407	800000ec	3b2a9073	csrrw	x0,pmpaddr2,x21	 x21:0x28889521  x0=0x00000000
          30238	      1410	800000f0	00003a97	auipc	x21,0x3	 x21=0x800030f0
          30378	      1417	800000f4	174a8a93	addi	x21,x21,372	 x21:0x800030f0 x21=0x80003264
          30478	      1422	800000f8	333336b7	lui	x13,0x33333	 x13=0x33333000
          30498	      1423	800000fc	33368693	addi	x13,x13,819	 x13:0x33333000 x13=0x33333333
          30518	      1424	80000100	9ab6	c.add	x21,x13	 x21:0x80003264 x13:0x33333333 x21=0xb3336597
          30538	      1425	80000102	002ada93	srli	x21,x21,0x2	 x21:0xb3336597 x21=0x2cccd965
          30558	      1426	80000106	3b3a9073	csrrw	x0,pmpaddr3,x21	 x21:0x2cccd965  x0=0x00000000
          30618	      1429	8000010a	0f0f1ab7	lui	x21,0xf0f1	 x21=0x0f0f1000
          30938	      1445	8000010e	f0fa8a93	addi	x21,x21,-241	 x21:0x0f0f1000 x21=0x0f0f0f0f
          30958	      1446	80000112	3a0a9073	csrrw	x0,pmpcfg0,x21	 x21:0x0f0f0f0f  x0=0x00000000
          31118	      1454	80000116	00003a97	auipc	x21,0x3	 x21=0x80003116
          31438	      1470	8000011a	14ea8a93	addi	x21,x21,334	 x21:0x80003116 x21=0x80003264
          31738	      1485	8000011e	444446b7	lui	x13,0x44444	 x13=0x44444000
          31758	      1486	80000122	44468693	addi	x13,x13,1092	 x13:0x44444000 x13=0x44444444
          31778	      1487	80000126	9ab6	c.add	x21,x13	 x21:0x80003264 x13:0x44444444 x21=0xc44476a8
          31918	      1494	80000128	002ada93	srli	x21,x21,0x2	 x21:0xc44476a8 x21=0x31111daa
          31938	      1495	8000012c	3b4a9073	csrrw	x0,pmpaddr4,x21	 x21:0x31111daa  x0=0x00000000
          31998	      1498	80000130	00003a97	auipc	x21,0x3	 x21=0x80003130
          32018	      1499	80000134	134a8a93	addi	x21,x21,308	 x21:0x80003130 x21=0x80003264
          32038	      1500	80000138	555556b7	lui	x13,0x55555	 x13=0x55555000
          32058	      1501	8000013c	55568693	addi	x13,x13,1365	 x13:0x55555000 x13=0x55555555
          32198	      1508	80000140	9ab6	c.add	x21,x13	 x21:0x80003264 x13:0x55555555 x21=0xd55587b9
          32558	      1526	80000142	002ada93	srli	x21,x21,0x2	 x21:0xd55587b9 x21=0x355561ee
          32598	      1528	80000146	3b5a9073	csrrw	x0,pmpaddr5,x21	 x21:0x355561ee  x0=0x00000000
          32738	      1535	8000014a	00003a97	auipc	x21,0x3	 x21=0x8000314a
          32758	      1536	8000014e	11aa8a93	addi	x21,x21,282	 x21:0x8000314a x21=0x80003264
          32778	      1537	80000152	666666b7	lui	x13,0x66666	 x13=0x66666000
          32798	      1538	80000156	66668693	addi	x13,x13,1638	 x13:0x66666000 x13=0x66666666
          32818	      1539	8000015a	9ab6	c.add	x21,x13	 x21:0x80003264 x13:0x66666666 x21=0xe66698ca
          33218	      1559	8000015c	002ada93	srli	x21,x21,0x2	 x21:0xe66698ca x21=0x3999a632
          33338	      1565	80000160	3b6a9073	csrrw	x0,pmpaddr6,x21	 x21:0x3999a632  x0=0x00000000
          33518	      1574	80000164	00003a97	auipc	x21,0x3	 x21=0x80003164
          33558	      1576	80000168	100a8a93	addi	x21,x21,256	 x21:0x80003164 x21=0x80003264
          33718	      1584	8000016c	777776b7	lui	x13,0x77777	 x13=0x77777000
          33738	      1585	80000170	77768693	addi	x13,x13,1911	 x13:0x77777000 x13=0x77777777
          33758	      1586	80000174	9ab6	c.add	x21,x13	 x21:0x80003264 x13:0x77777777 x21=0xf777a9db
          33818	      1589	80000176	002ada93	srli	x21,x21,0x2	 x21:0xf777a9db x21=0x3dddea76
          33838	      1590	8000017a	3b7a9073	csrrw	x0,pmpaddr7,x21	 x21:0x3dddea76  x0=0x00000000
          33998	      1598	8000017e	0f0f1ab7	lui	x21,0xf0f1	 x21=0x0f0f1000
