Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2194	         8	80000080	40001b37	lui	x22,0x40001	 x22=0x40001000
           2574	        27	80000084	106b0b13	addi	x22,x22,262	 x22:0x40001000 x22=0x40001106
           2974	        47	80000088	301b1073	csrrw	x0,misa,x22	 x22:0x40001106  x0=0x00000000
           3394	        68	8000008c	00026917	auipc	x18,0x26	 x18=0x8002608c
           3634	        80	80000090	c5890913	addi	x18,x18,-936	 x18:0x8002608c x18=0x80025ce4
           3974	        97	80000094	00002b17	auipc	x22,0x2	 x22=0x80002094
           3994	        98	80000098	66cb0b13	addi	x22,x22,1644	 x22:0x80002094 x22=0x80002700
           4014	        99	8000009c	001b6b13	ori	x22,x22,1	 x22:0x80002700 x22=0x80002701
           4034	       100	800000a0	305b1073	csrrw	x0,mtvec,x22	 x22:0x80002701  x0=0x00000000
           4094	       103	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           4154	       106	800000a8	00003c97	auipc	x25,0x3	 x25=0x800030a8
           4174	       107	800000ac	444c8c93	addi	x25,x25,1092	 x25:0x800030a8 x25=0x800034ec
           4194	       108	800000b0	4b01	c.li	x22,0	 x22=0x00000000
           4214	       109	800000b2	9cda	c.add	x25,x22	 x25:0x800034ec x22:0x00000000 x25=0x800034ec
           4234	       110	800000b4	002cdc93	srli	x25,x25,0x2	 x25:0x800034ec x25=0x20000d3b
           4634	       130	800000b8	3b0c9073	csrrw	x0,pmpaddr0,x25	 x25:0x20000d3b  x0=0x00000000
           4694	       133	800000bc	00003c97	auipc	x25,0x3	 x25=0x800030bc
           4794	       138	800000c0	430c8c93	addi	x25,x25,1072	 x25:0x800030bc x25=0x800034ec
           4834	       140	800000c4	11111b37	lui	x22,0x11111	 x22=0x11111000
           5114	       154	800000c8	111b0b13	addi	x22,x22,273	 x22:0x11111000 x22=0x11111111
           5214	       159	800000cc	9cda	c.add	x25,x22	 x25:0x800034ec x22:0x11111111 x25=0x911145fd
           5254	       161	800000ce	002cdc93	srli	x25,x25,0x2	 x25:0x911145fd x25=0x2444517f
           5674	       182	800000d2	3b1c9073	csrrw	x0,pmpaddr1,x25	 x25:0x2444517f  x0=0x00000000
           5774	       187	800000d6	00003c97	auipc	x25,0x3	 x25=0x800030d6
           6094	       203	800000da	416c8c93	addi	x25,x25,1046	 x25:0x800030d6 x25=0x800034ec
           6194	       208	800000de	22222b37	lui	x22,0x22222	 x22=0x22222000
           6614	       229	800000e2	222b0b13	addi	x22,x22,546	 x22:0x22222000 x22=0x22222222
           6634	       230	800000e6	9cda	c.add	x25,x22	 x25:0x800034ec x22:0x22222222 x25=0xa222570e
           6654	       231	800000e8	002cdc93	srli	x25,x25,0x2	 x25:0xa222570e x25=0x288895c3
           6674	       232	800000ec	3b2c9073	csrrw	x0,pmpaddr2,x25	 x25:0x288895c3  x0=0x00000000
           6734	       235	800000f0	00003c97	auipc	x25,0x3	 x25=0x800030f0
           7094	       253	800000f4	3fcc8c93	addi	x25,x25,1020	 x25:0x800030f0 x25=0x800034ec
           7254	       261	800000f8	33333b37	lui	x22,0x33333	 x22=0x33333000
           7274	       262	800000fc	333b0b13	addi	x22,x22,819	 x22:0x33333000 x22=0x33333333
           7694	       283	80000100	9cda	c.add	x25,x22	 x25:0x800034ec x22:0x33333333 x25=0xb333681f
           7954	       296	80000102	002cdc93	srli	x25,x25,0x2	 x25:0xb333681f x25=0x2cccda07
           7974	       297	80000106	3b3c9073	csrrw	x0,pmpaddr3,x25	 x25:0x2cccda07  x0=0x00000000
           8034	       300	8000010a	0f0f1cb7	lui	x25,0xf0f1	 x25=0x0f0f1000
           8054	       301	8000010e	f0fc8c93	addi	x25,x25,-241	 x25:0x0f0f1000 x25=0x0f0f0f0f
           8174	       307	80000112	3a0c9073	csrrw	x0,pmpcfg0,x25	 x25:0x0f0f0f0f  x0=0x00000000
           8534	       325	80000116	00003c97	auipc	x25,0x3	 x25=0x80003116
           8554	       326	8000011a	3d6c8c93	addi	x25,x25,982	 x25:0x80003116 x25=0x800034ec
           8574	       327	8000011e	44444b37	lui	x22,0x44444	 x22=0x44444000
           8594	       328	80000122	444b0b13	addi	x22,x22,1092	 x22:0x44444000 x22=0x44444444
           8614	       329	80000126	9cda	c.add	x25,x22	 x25:0x800034ec x22:0x44444444 x25=0xc4447930
           8914	       344	80000128	002cdc93	srli	x25,x25,0x2	 x25:0xc4447930 x25=0x31111e4c
           9334	       365	8000012c	3b4c9073	csrrw	x0,pmpaddr4,x25	 x25:0x31111e4c  x0=0x00000000
           9394	       368	80000130	00003c97	auipc	x25,0x3	 x25=0x80003130
           9534	       375	80000134	3bcc8c93	addi	x25,x25,956	 x25:0x80003130 x25=0x800034ec
           9554	       376	80000138	55555b37	lui	x22,0x55555	 x22=0x55555000
           9574	       377	8000013c	555b0b13	addi	x22,x22,1365	 x22:0x55555000 x22=0x55555555
           9594	       378	80000140	9cda	c.add	x25,x22	 x25:0x800034ec x22:0x55555555 x25=0xd5558a41
           9614	       379	80000142	002cdc93	srli	x25,x25,0x2	 x25:0xd5558a41 x25=0x35556290
           9934	       395	80000146	3b5c9073	csrrw	x0,pmpaddr5,x25	 x25:0x35556290  x0=0x00000000
          10074	       402	8000014a	00003c97	auipc	x25,0x3	 x25=0x8000314a
          10094	       403	8000014e	3a2c8c93	addi	x25,x25,930	 x25:0x8000314a x25=0x800034ec
          10114	       404	80000152	66666b37	lui	x22,0x66666	 x22=0x66666000
          10294	       413	80000156	666b0b13	addi	x22,x22,1638	 x22:0x66666000 x22=0x66666666
          10314	       414	8000015a	9cda	c.add	x25,x22	 x25:0x800034ec x22:0x66666666 x25=0xe6669b52
          10474	       422	8000015c	002cdc93	srli	x25,x25,0x2	 x25:0xe6669b52 x25=0x3999a6d4
          10874	       442	80000160	3b6c9073	csrrw	x0,pmpaddr6,x25	 x25:0x3999a6d4  x0=0x00000000
          10934	       445	80000164	00003c97	auipc	x25,0x3	 x25=0x80003164
          10954	       446	80000168	388c8c93	addi	x25,x25,904	 x25:0x80003164 x25=0x800034ec
          10974	       447	8000016c	77777b37	lui	x22,0x77777	 x22=0x77777000
          11054	       451	80000170	777b0b13	addi	x22,x22,1911	 x22:0x77777000 x22=0x77777777
          11274	       462	80000174	9cda	c.add	x25,x22	 x25:0x800034ec x22:0x77777777 x25=0xf777ac63
          11294	       463	80000176	002cdc93	srli	x25,x25,0x2	 x25:0xf777ac63 x25=0x3dddeb18
          11374	       467	8000017a	3b7c9073	csrrw	x0,pmpaddr7,x25	 x25:0x3dddeb18  x0=0x00000000
          11614	       479	8000017e	0f0f1cb7	lui	x25,0xf0f1	 x25=0x0f0f1000
          11634	       480	80000182	f0fc8c93	addi	x25,x25,-241	 x25:0x0f0f1000 x25=0x0f0f0f0f
          11814	       489	80000186	3a1c9073	csrrw	x0,pmpcfg1,x25	 x25:0x0f0f0f0f  x0=0x00000000
          12234	       510	8000018a	00003c97	auipc	x25,0x3	 x25=0x8000318a
          12374	       517	8000018e	362c8c93	addi	x25,x25,866	 x25:0x8000318a x25=0x800034ec
          12394	       518	80000192	88889b37	lui	x22,0x88889	 x22=0x88889000
          12414	       519	80000196	888b0b13	addi	x22,x22,-1912	 x22:0x88889000 x22=0x88888888
          12434	       520	8000019a	9cda	c.add	x25,x22	 x25:0x800034ec x22:0x88888888 x25=0x0888bd74
          12834	       540	8000019c	002cdc93	srli	x25,x25,0x2	 x25:0x0888bd74 x25=0x02222f5d
          12874	       542	800001a0	3b8c9073	csrrw	x0,pmpaddr8,x25	 x25:0x02222f5d  x0=0x00000000
          12934	       545	800001a4	00003c97	auipc	x25,0x3	 x25=0x800031a4
          12954	       546	800001a8	348c8c93	addi	x25,x25,840	 x25:0x800031a4 x25=0x800034ec
          12994	       548	800001ac	9999ab37	lui	x22,0x9999a	 x22=0x9999a000
          13094	       553	800001b0	999b0b13	addi	x22,x22,-1639	 x22:0x9999a000 x22=0x99999999
          13234	       560	800001b4	9cda	c.add	x25,x22	 x25:0x800034ec x22:0x99999999 x25=0x1999ce85
          13494	       573	800001b6	002cdc93	srli	x25,x25,0x2	 x25:0x1999ce85 x25=0x066673a1
