Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2211	         9	80000080	40001237	lui	x4,0x40001	  x4=0x40001000
           2431	        20	80000084	10620213	addi	x4,x4,262	  x4:0x40001000  x4=0x40001106
           2451	        21	80000088	30121073	csrrw	x0,misa,x4	  x4:0x40001106  x0=0x00000000
           2511	        24	8000008c	00026617	auipc	x12,0x26	 x12=0x8002608c
           2591	        28	80000090	c5860613	addi	x12,x12,-936	 x12:0x8002608c x12=0x80025ce4
           2611	        29	80000094	00002217	auipc	x4,0x2	  x4=0x80002094
           2771	        37	80000098	66c20213	addi	x4,x4,1644	  x4:0x80002094  x4=0x80002700
           3191	        58	8000009c	00126213	ori	x4,x4,1	  x4:0x80002700  x4=0x80002701
           3391	        68	800000a0	30521073	csrrw	x0,mtvec,x4	  x4:0x80002701  x0=0x00000000
           3531	        75	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3591	        78	800000a8	00003897	auipc	x17,0x3	 x17=0x800030a8
           3971	        97	800000ac	44488893	addi	x17,x17,1092	 x17:0x800030a8 x17=0x800034ec
           3991	        98	800000b0	4201	c.li	x4,0	  x4=0x00000000
           4011	        99	800000b2	9892	c.add	x17,x4	 x17:0x800034ec  x4:0x00000000 x17=0x800034ec
           4071	       102	800000b4	0028d893	srli	x17,x17,0x2	 x17:0x800034ec x17=0x20000d3b
           4091	       103	800000b8	3b089073	csrrw	x0,pmpaddr0,x17	 x17:0x20000d3b  x0=0x00000000
           4271	       112	800000bc	00003897	auipc	x17,0x3	 x17=0x800030bc
           4291	       113	800000c0	43088893	addi	x17,x17,1072	 x17:0x800030bc x17=0x800034ec
           4431	       120	800000c4	11111237	lui	x4,0x11111	  x4=0x11111000
           4851	       141	800000c8	11120213	addi	x4,x4,273	  x4:0x11111000  x4=0x11111111
           5271	       162	800000cc	9892	c.add	x17,x4	 x17:0x800034ec  x4:0x11111111 x17=0x911145fd
           5291	       163	800000ce	0028d893	srli	x17,x17,0x2	 x17:0x911145fd x17=0x2444517f
           5311	       164	800000d2	3b189073	csrrw	x0,pmpaddr1,x17	 x17:0x2444517f  x0=0x00000000
           5731	       185	800000d6	00003897	auipc	x17,0x3	 x17=0x800030d6
           5771	       187	800000da	41688893	addi	x17,x17,1046	 x17:0x800030d6 x17=0x800034ec
           5791	       188	800000de	22222237	lui	x4,0x22222	  x4=0x22222000
           5951	       196	800000e2	22220213	addi	x4,x4,546	  x4:0x22222000  x4=0x22222222
           5971	       197	800000e6	9892	c.add	x17,x4	 x17:0x800034ec  x4:0x22222222 x17=0xa222570e
           5991	       198	800000e8	0028d893	srli	x17,x17,0x2	 x17:0xa222570e x17=0x288895c3
           6011	       199	800000ec	3b289073	csrrw	x0,pmpaddr2,x17	 x17:0x288895c3  x0=0x00000000
           6131	       205	800000f0	00003897	auipc	x17,0x3	 x17=0x800030f0
           6271	       212	800000f4	3fc88893	addi	x17,x17,1020	 x17:0x800030f0 x17=0x800034ec
           6391	       218	800000f8	33333237	lui	x4,0x33333	  x4=0x33333000
           6531	       225	800000fc	33320213	addi	x4,x4,819	  x4:0x33333000  x4=0x33333333
           6551	       226	80000100	9892	c.add	x17,x4	 x17:0x800034ec  x4:0x33333333 x17=0xb333681f
           6591	       228	80000102	0028d893	srli	x17,x17,0x2	 x17:0xb333681f x17=0x2cccda07
           6911	       244	80000106	3b389073	csrrw	x0,pmpaddr3,x17	 x17:0x2cccda07  x0=0x00000000
           7091	       253	8000010a	0f0f18b7	lui	x17,0xf0f1	 x17=0x0f0f1000
