Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2198	         8	80000080	40001cb7	lui	x25,0x40001	 x25=0x40001000
           2618	        29	80000084	106c8c93	addi	x25,x25,262	 x25:0x40001000 x25=0x40001106
           2638	        30	80000088	301c9073	csrrw	x0,misa,x25	 x25:0x40001106  x0=0x00000000
           3058	        51	8000008c	00026697	auipc	x13,0x26	 x13=0x8002608c
           3138	        55	80000090	c5868693	addi	x13,x13,-936	 x13:0x8002608c x13=0x80025ce4
           3158	        56	80000094	00002c97	auipc	x25,0x2	 x25=0x80002094
           3358	        66	80000098	76cc8c93	addi	x25,x25,1900	 x25:0x80002094 x25=0x80002800
           3378	        67	8000009c	001cec93	ori	x25,x25,1	 x25:0x80002800 x25=0x80002801
           3398	        68	800000a0	305c9073	csrrw	x0,mtvec,x25	 x25:0x80002801  x0=0x00000000
           3458	        71	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3618	        79	800000a8	00003e17	auipc	x28,0x3	 x28=0x800030a8
           3998	        98	800000ac	544e0e13	addi	x28,x28,1348	 x28:0x800030a8 x28=0x800035ec
           4058	       101	800000b0	4c81	c.li	x25,0	 x25=0x00000000
           4078	       102	800000b2	9e66	c.add	x28,x25	 x28:0x800035ec x25:0x00000000 x28=0x800035ec
           4098	       103	800000b4	002e5e13	srli	x28,x28,0x2	 x28:0x800035ec x28=0x20000d7b
           4118	       104	800000b8	3b0e1073	csrrw	x0,pmpaddr0,x28	 x28:0x20000d7b  x0=0x00000000
           4258	       111	800000bc	00003e17	auipc	x28,0x3	 x28=0x800030bc
           4698	       133	800000c0	530e0e13	addi	x28,x28,1328	 x28:0x800030bc x28=0x800035ec
           4718	       134	800000c4	11111cb7	lui	x25,0x11111	 x25=0x11111000
           4738	       135	800000c8	111c8c93	addi	x25,x25,273	 x25:0x11111000 x25=0x11111111
           4938	       145	800000cc	9e66	c.add	x28,x25	 x28:0x800035ec x25:0x11111111 x28=0x911146fd
           4958	       146	800000ce	002e5e13	srli	x28,x28,0x2	 x28:0x911146fd x28=0x244451bf
           4978	       147	800000d2	3b1e1073	csrrw	x0,pmpaddr1,x28	 x28:0x244451bf  x0=0x00000000
           5038	       150	800000d6	00003e17	auipc	x28,0x3	 x28=0x800030d6
           5058	       151	800000da	516e0e13	addi	x28,x28,1302	 x28:0x800030d6 x28=0x800035ec
           5438	       170	800000de	22222cb7	lui	x25,0x22222	 x25=0x22222000
           5458	       171	800000e2	222c8c93	addi	x25,x25,546	 x25:0x22222000 x25=0x22222222
           5478	       172	800000e6	9e66	c.add	x28,x25	 x28:0x800035ec x25:0x22222222 x28=0xa222580e
           5498	       173	800000e8	002e5e13	srli	x28,x28,0x2	 x28:0xa222580e x28=0x28889603
           5578	       177	800000ec	3b2e1073	csrrw	x0,pmpaddr2,x28	 x28:0x28889603  x0=0x00000000
           5638	       180	800000f0	00003e17	auipc	x28,0x3	 x28=0x800030f0
           5658	       181	800000f4	4fce0e13	addi	x28,x28,1276	 x28:0x800030f0 x28=0x800035ec
           5718	       184	800000f8	33333cb7	lui	x25,0x33333	 x25=0x33333000
           5958	       196	800000fc	333c8c93	addi	x25,x25,819	 x25:0x33333000 x25=0x33333333
           6378	       217	80000100	9e66	c.add	x28,x25	 x28:0x800035ec x25:0x33333333 x28=0xb333691f
           6398	       218	80000102	002e5e13	srli	x28,x28,0x2	 x28:0xb333691f x28=0x2cccda47
           6418	       219	80000106	3b3e1073	csrrw	x0,pmpaddr3,x28	 x28:0x2cccda47  x0=0x00000000
           6838	       240	8000010a	0f0f1e37	lui	x28,0xf0f1	 x28=0x0f0f1000
           6938	       245	8000010e	f0fe0e13	addi	x28,x28,-241	 x28:0x0f0f1000 x28=0x0f0f0f0f
           6958	       246	80000112	3a0e1073	csrrw	x0,pmpcfg0,x28	 x28:0x0f0f0f0f  x0=0x00000000
           7018	       249	80000116	00003e17	auipc	x28,0x3	 x28=0x80003116
           7398	       268	8000011a	4d6e0e13	addi	x28,x28,1238	 x28:0x80003116 x28=0x800035ec
           7418	       269	8000011e	44444cb7	lui	x25,0x44444	 x25=0x44444000
           7438	       270	80000122	444c8c93	addi	x25,x25,1092	 x25:0x44444000 x25=0x44444444
           7458	       271	80000126	9e66	c.add	x28,x25	 x28:0x800035ec x25:0x44444444 x28=0xc4447a30
           7478	       272	80000128	002e5e13	srli	x28,x28,0x2	 x28:0xc4447a30 x28=0x31111e8c
           7658	       281	8000012c	3b4e1073	csrrw	x0,pmpaddr4,x28	 x28:0x31111e8c  x0=0x00000000
           8078	       302	80000130	00003e17	auipc	x28,0x3	 x28=0x80003130
           8498	       323	80000134	4bce0e13	addi	x28,x28,1212	 x28:0x80003130 x28=0x800035ec
           8518	       324	80000138	55555cb7	lui	x25,0x55555	 x25=0x55555000
           8538	       325	8000013c	555c8c93	addi	x25,x25,1365	 x25:0x55555000 x25=0x55555555
           8698	       333	80000140	9e66	c.add	x28,x25	 x28:0x800035ec x25:0x55555555 x28=0xd5558b41
           9058	       351	80000142	002e5e13	srli	x28,x28,0x2	 x28:0xd5558b41 x28=0x355562d0
           9078	       352	80000146	3b5e1073	csrrw	x0,pmpaddr5,x28	 x28:0x355562d0  x0=0x00000000
           9138	       355	8000014a	00003e17	auipc	x28,0x3	 x28=0x8000314a
           9158	       356	8000014e	4a2e0e13	addi	x28,x28,1186	 x28:0x8000314a x28=0x800035ec
           9358	       366	80000152	66666cb7	lui	x25,0x66666	 x25=0x66666000
           9378	       367	80000156	666c8c93	addi	x25,x25,1638	 x25:0x66666000 x25=0x66666666
           9398	       368	8000015a	9e66	c.add	x28,x25	 x28:0x800035ec x25:0x66666666 x28=0xe6669c52
           9418	       369	8000015c	002e5e13	srli	x28,x28,0x2	 x28:0xe6669c52 x28=0x3999a714
           9718	       384	80000160	3b6e1073	csrrw	x0,pmpaddr6,x28	 x28:0x3999a714  x0=0x00000000
           9778	       387	80000164	00003e17	auipc	x28,0x3	 x28=0x80003164
           9798	       388	80000168	488e0e13	addi	x28,x28,1160	 x28:0x80003164 x28=0x800035ec
           9818	       389	8000016c	77777cb7	lui	x25,0x77777	 x25=0x77777000
          10038	       400	80000170	777c8c93	addi	x25,x25,1911	 x25:0x77777000 x25=0x77777777
          10078	       402	80000174	9e66	c.add	x28,x25	 x28:0x800035ec x25:0x77777777 x28=0xf777ad63
          10098	       403	80000176	002e5e13	srli	x28,x28,0x2	 x28:0xf777ad63 x28=0x3dddeb58
          10118	       404	8000017a	3b7e1073	csrrw	x0,pmpaddr7,x28	 x28:0x3dddeb58  x0=0x00000000
          10298	       413	8000017e	0f0f1e37	lui	x28,0xf0f1	 x28=0x0f0f1000
          10318	       414	80000182	f0fe0e13	addi	x28,x28,-241	 x28:0x0f0f1000 x28=0x0f0f0f0f
          10338	       415	80000186	3a1e1073	csrrw	x0,pmpcfg1,x28	 x28:0x0f0f0f0f  x0=0x00000000
          10458	       421	8000018a	00003e17	auipc	x28,0x3	 x28=0x8000318a
          10478	       422	8000018e	462e0e13	addi	x28,x28,1122	 x28:0x8000318a x28=0x800035ec
          10618	       429	80000192	88889cb7	lui	x25,0x88889	 x25=0x88889000
          11038	       450	80000196	888c8c93	addi	x25,x25,-1912	 x25:0x88889000 x25=0x88888888
          11058	       451	8000019a	9e66	c.add	x28,x25	 x28:0x800035ec x25:0x88888888 x28=0x0888be74
          11158	       456	8000019c	002e5e13	srli	x28,x28,0x2	 x28:0x0888be74 x28=0x02222f9d
          11578	       477	800001a0	3b8e1073	csrrw	x0,pmpaddr8,x28	 x28:0x02222f9d  x0=0x00000000
          11638	       480	800001a4	00003e17	auipc	x28,0x3	 x28=0x800031a4
          11678	       482	800001a8	448e0e13	addi	x28,x28,1096	 x28:0x800031a4 x28=0x800035ec
          11698	       483	800001ac	9999acb7	lui	x25,0x9999a	 x25=0x9999a000
          11718	       484	800001b0	999c8c93	addi	x25,x25,-1639	 x25:0x9999a000 x25=0x99999999
          11858	       491	800001b4	9e66	c.add	x28,x25	 x28:0x800035ec x25:0x99999999 x28=0x1999cf85
          11958	       496	800001b6	002e5e13	srli	x28,x28,0x2	 x28:0x1999cf85 x28=0x066673e1
          11978	       497	800001ba	3b9e1073	csrrw	x0,pmpaddr9,x28	 x28:0x066673e1  x0=0x00000000
          12158	       506	800001be	00003e17	auipc	x28,0x3	 x28=0x800031be
          12318	       514	800001c2	42ee0e13	addi	x28,x28,1070	 x28:0x800031be x28=0x800035ec
          12738	       535	800001c6	aaaabcb7	lui	x25,0xaaaab	 x25=0xaaaab000
          12838	       540	800001ca	aaac8c93	addi	x25,x25,-1366	 x25:0xaaaab000 x25=0xaaaaaaaa
          12858	       541	800001ce	9e66	c.add	x28,x25	 x28:0x800035ec x25:0xaaaaaaaa x28=0x2aaae096
          13258	       561	800001d0	002e5e13	srli	x28,x28,0x2	 x28:0x2aaae096 x28=0x0aaab825
          13438	       570	800001d4	3bae1073	csrrw	x0,pmpaddr10,x28	 x28:0x0aaab825  x0=0x00000000
          13498	       573	800001d8	00003e17	auipc	x28,0x3	 x28=0x800031d8
          13518	       574	800001dc	414e0e13	addi	x28,x28,1044	 x28:0x800031d8 x28=0x800035ec
          13898	       593	800001e0	bbbbccb7	lui	x25,0xbbbbc	 x25=0xbbbbc000
          13998	       598	800001e4	bbbc8c93	addi	x25,x25,-1093	 x25:0xbbbbc000 x25=0xbbbbbbbb
          14018	       599	800001e8	9e66	c.add	x28,x25	 x28:0x800035ec x25:0xbbbbbbbb x28=0x3bbbf1a7
          14038	       600	800001ea	002e5e13	srli	x28,x28,0x2	 x28:0x3bbbf1a7 x28=0x0eeefc69
          14118	       604	800001ee	3bbe1073	csrrw	x0,pmpaddr11,x28	 x28:0x0eeefc69  x0=0x00000000
          14178	       607	800001f2	0f0f1e37	lui	x28,0xf0f1	 x28=0x0f0f1000
          14298	       613	800001f6	f0fe0e13	addi	x28,x28,-241	 x28:0x0f0f1000 x28=0x0f0f0f0f
          14398	       618	800001fa	3a2e1073	csrrw	x0,pmpcfg2,x28	 x28:0x0f0f0f0f  x0=0x00000000
          14498	       623	800001fe	00003e17	auipc	x28,0x3	 x28=0x800031fe
          14518	       624	80000202	3eee0e13	addi	x28,x28,1006	 x28:0x800031fe x28=0x800035ec
          14538	       625	80000206	ccccdcb7	lui	x25,0xccccd	 x25=0xccccd000
          14558	       626	8000020a	cccc8c93	addi	x25,x25,-820	 x25:0xccccd000 x25=0xcccccccc
          14578	       627	8000020e	9e66	c.add	x28,x25	 x28:0x800035ec x25:0xcccccccc x28=0x4ccd02b8
          14598	       628	80000210	002e5e13	srli	x28,x28,0x2	 x28:0x4ccd02b8 x28=0x133340ae
          14618	       629	80000214	3bce1073	csrrw	x0,pmpaddr12,x28	 x28:0x133340ae  x0=0x00000000
          14678	       632	80000218	00003e17	auipc	x28,0x3	 x28=0x80003218
          14698	       633	8000021c	3d4e0e13	addi	x28,x28,980	 x28:0x80003218 x28=0x800035ec
          14758	       636	80000220	ddddecb7	lui	x25,0xdddde	 x25=0xdddde000
          14778	       637	80000224	dddc8c93	addi	x25,x25,-547	 x25:0xdddde000 x25=0xdddddddd
          14798	       638	80000228	9e66	c.add	x28,x25	 x28:0x800035ec x25:0xdddddddd x28=0x5dde13c9
          14918	       644	8000022a	002e5e13	srli	x28,x28,0x2	 x28:0x5dde13c9 x28=0x177784f2
          14958	       646	8000022e	3bde1073	csrrw	x0,pmpaddr13,x28	 x28:0x177784f2  x0=0x00000000
          15018	       649	80000232	00003e17	auipc	x28,0x3	 x28=0x80003232
          15038	       650	80000236	3bae0e13	addi	x28,x28,954	 x28:0x80003232 x28=0x800035ec
          15198	       658	8000023a	eeeefcb7	lui	x25,0xeeeef	 x25=0xeeeef000
          15338	       665	8000023e	eeec8c93	addi	x25,x25,-274	 x25:0xeeeef000 x25=0xeeeeeeee
          15358	       666	80000242	9e66	c.add	x28,x25	 x28:0x800035ec x25:0xeeeeeeee x28=0x6eef24da
          15738	       685	80000244	002e5e13	srli	x28,x28,0x2	 x28:0x6eef24da x28=0x1bbbc936
