Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2393	        18	80000080	400012b7	lui	x5,0x40001	  x5=0x40001000
           2413	        19	80000084	10628293	addi	x5,x5,262	  x5:0x40001000  x5=0x40001106
           2613	        29	80000088	30129073	csrrw	x0,misa,x5	  x5:0x40001106  x0=0x00000000
           2673	        32	8000008c	00026817	auipc	x16,0x26	 x16=0x8002608c
           2693	        33	80000090	c5880813	addi	x16,x16,-936	 x16:0x8002608c x16=0x80025ce4
           2713	        34	80000094	00002297	auipc	x5,0x2	  x5=0x80002094
           2793	        38	80000098	66c28293	addi	x5,x5,1644	  x5:0x80002094  x5=0x80002700
           3113	        54	8000009c	0012e293	ori	x5,x5,1	  x5:0x80002700  x5=0x80002701
           3213	        59	800000a0	30529073	csrrw	x0,mtvec,x5	  x5:0x80002701  x0=0x00000000
           3273	        62	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3653	        81	800000a8	00003897	auipc	x17,0x3	 x17=0x800030a8
           3833	        90	800000ac	44488893	addi	x17,x17,1092	 x17:0x800030a8 x17=0x800034ec
           4253	       111	800000b0	4281	c.li	x5,0	  x5=0x00000000
           4273	       112	800000b2	9896	c.add	x17,x5	 x17:0x800034ec  x5:0x00000000 x17=0x800034ec
           4353	       116	800000b4	0028d893	srli	x17,x17,0x2	 x17:0x800034ec x17=0x20000d3b
           4433	       120	800000b8	3b089073	csrrw	x0,pmpaddr0,x17	 x17:0x20000d3b  x0=0x00000000
           4493	       123	800000bc	00003897	auipc	x17,0x3	 x17=0x800030bc
           4793	       138	800000c0	43088893	addi	x17,x17,1072	 x17:0x800030bc x17=0x800034ec
           5213	       159	800000c4	111112b7	lui	x5,0x11111	  x5=0x11111000
           5513	       174	800000c8	11128293	addi	x5,x5,273	  x5:0x11111000  x5=0x11111111
           5633	       180	800000cc	9896	c.add	x17,x5	 x17:0x800034ec  x5:0x11111111 x17=0x911145fd
           5653	       181	800000ce	0028d893	srli	x17,x17,0x2	 x17:0x911145fd x17=0x2444517f
           5733	       185	800000d2	3b189073	csrrw	x0,pmpaddr1,x17	 x17:0x2444517f  x0=0x00000000
           5793	       188	800000d6	00003897	auipc	x17,0x3	 x17=0x800030d6
           5913	       194	800000da	41688893	addi	x17,x17,1046	 x17:0x800030d6 x17=0x800034ec
           5993	       198	800000de	222222b7	lui	x5,0x22222	  x5=0x22222000
           6173	       207	800000e2	22228293	addi	x5,x5,546	  x5:0x22222000  x5=0x22222222
           6193	       208	800000e6	9896	c.add	x17,x5	 x17:0x800034ec  x5:0x22222222 x17=0xa222570e
           6393	       218	800000e8	0028d893	srli	x17,x17,0x2	 x17:0xa222570e x17=0x288895c3
           6533	       225	800000ec	3b289073	csrrw	x0,pmpaddr2,x17	 x17:0x288895c3  x0=0x00000000
           6593	       228	800000f0	00003897	auipc	x17,0x3	 x17=0x800030f0
           6613	       229	800000f4	3fc88893	addi	x17,x17,1020	 x17:0x800030f0 x17=0x800034ec
           6633	       230	800000f8	333332b7	lui	x5,0x33333	  x5=0x33333000
           6773	       237	800000fc	33328293	addi	x5,x5,819	  x5:0x33333000  x5=0x33333333
           6893	       243	80000100	9896	c.add	x17,x5	 x17:0x800034ec  x5:0x33333333 x17=0xb333681f
           7033	       250	80000102	0028d893	srli	x17,x17,0x2	 x17:0xb333681f x17=0x2cccda07
           7053	       251	80000106	3b389073	csrrw	x0,pmpaddr3,x17	 x17:0x2cccda07  x0=0x00000000
           7113	       254	8000010a	0f0f18b7	lui	x17,0xf0f1	 x17=0x0f0f1000
           7493	       273	8000010e	f0f88893	addi	x17,x17,-241	 x17:0x0f0f1000 x17=0x0f0f0f0f
           7513	       274	80000112	3a089073	csrrw	x0,pmpcfg0,x17	 x17:0x0f0f0f0f  x0=0x00000000
