Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2190	         8	80000080	40001437	lui	x8,0x40001	  x8=0x40001000
           2210	         9	80000084	10640413	addi	x8,x8,262	  x8:0x40001000  x8=0x40001106
           2590	        28	80000088	30141073	csrrw	x0,misa,x8	  x8:0x40001106  x0=0x00000000
           2830	        40	8000008c	00026717	auipc	x14,0x26	 x14=0x8002608c
           2850	        41	80000090	c5870713	addi	x14,x14,-936	 x14:0x8002608c x14=0x80025ce4
           2870	        42	80000094	00002417	auipc	x8,0x2	  x8=0x80002094
           3070	        52	80000098	66c40413	addi	x8,x8,1644	  x8:0x80002094  x8=0x80002700
           3150	        56	8000009c	00146413	ori	x8,x8,1	  x8:0x80002700  x8=0x80002701
           3170	        57	800000a0	30541073	csrrw	x0,mtvec,x8	  x8:0x80002701  x0=0x00000000
           3230	        60	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3510	        74	800000a8	00003697	auipc	x13,0x3	 x13=0x800030a8
           3530	        75	800000ac	3cc68693	addi	x13,x13,972	 x13:0x800030a8 x13=0x80003474
           3550	        76	800000b0	4401	c.li	x8,0	  x8=0x00000000
           3570	        77	800000b2	96a2	c.add	x13,x8	 x13:0x80003474  x8:0x00000000 x13=0x80003474
           3590	        78	800000b4	8289	c.srli	x13,0x2	 x13:0x80003474 x13=0x20000d1d
           3610	        79	800000b6	3b069073	csrrw	x0,pmpaddr0,x13	 x13:0x20000d1d  x0=0x00000000
           3670	        82	800000ba	00003697	auipc	x13,0x3	 x13=0x800030ba
           3690	        83	800000be	3ba68693	addi	x13,x13,954	 x13:0x800030ba x13=0x80003474
           3710	        84	800000c2	11111437	lui	x8,0x11111	  x8=0x11111000
           3730	        85	800000c6	11140413	addi	x8,x8,273	  x8:0x11111000  x8=0x11111111
           3750	        86	800000ca	96a2	c.add	x13,x8	 x13:0x80003474  x8:0x11111111 x13=0x91114585
           3770	        87	800000cc	8289	c.srli	x13,0x2	 x13:0x91114585 x13=0x24445161
           3790	        88	800000ce	3b169073	csrrw	x0,pmpaddr1,x13	 x13:0x24445161  x0=0x00000000
           4170	       107	800000d2	00003697	auipc	x13,0x3	 x13=0x800030d2
           4190	       108	800000d6	3a268693	addi	x13,x13,930	 x13:0x800030d2 x13=0x80003474
           4490	       123	800000da	22222437	lui	x8,0x22222	  x8=0x22222000
           4530	       125	800000de	22240413	addi	x8,x8,546	  x8:0x22222000  x8=0x22222222
           4550	       126	800000e2	96a2	c.add	x13,x8	 x13:0x80003474  x8:0x22222222 x13=0xa2225696
           4570	       127	800000e4	8289	c.srli	x13,0x2	 x13:0xa2225696 x13=0x288895a5
           4590	       128	800000e6	3b269073	csrrw	x0,pmpaddr2,x13	 x13:0x288895a5  x0=0x00000000
           4730	       135	800000ea	00003697	auipc	x13,0x3	 x13=0x800030ea
           5150	       156	800000ee	38a68693	addi	x13,x13,906	 x13:0x800030ea x13=0x80003474
           5550	       176	800000f2	33333437	lui	x8,0x33333	  x8=0x33333000
           5570	       177	800000f6	33340413	addi	x8,x8,819	  x8:0x33333000  x8=0x33333333
