Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2194	         8	80000080	40001337	lui	x6,0x40001	  x6=0x40001000
           2554	        26	80000084	10630313	addi	x6,x6,262	  x6:0x40001000  x6=0x40001106
           2694	        33	80000088	30131073	csrrw	x0,misa,x6	  x6:0x40001106  x0=0x00000000
           2754	        36	8000008c	00026417	auipc	x8,0x26	  x8=0x8002608c
           2834	        40	80000090	c5840413	addi	x8,x8,-936	  x8:0x8002608c  x8=0x80025ce4
           2854	        41	80000094	00002317	auipc	x6,0x2	  x6=0x80002094
           2874	        42	80000098	66c30313	addi	x6,x6,1644	  x6:0x80002094  x6=0x80002700
           3294	        63	8000009c	00136313	ori	x6,x6,1	  x6:0x80002700  x6=0x80002701
           3314	        64	800000a0	30531073	csrrw	x0,mtvec,x6	  x6:0x80002701  x0=0x00000000
           3374	        67	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3434	        70	800000a8	00003f17	auipc	x30,0x3	 x30=0x800030a8
           3454	        71	800000ac	444f0f13	addi	x30,x30,1092	 x30:0x800030a8 x30=0x800034ec
           3554	        76	800000b0	4301	c.li	x6,0	  x6=0x00000000
           3574	        77	800000b2	9f1a	c.add	x30,x6	 x30:0x800034ec  x6:0x00000000 x30=0x800034ec
           3594	        78	800000b4	002f5f13	srli	x30,x30,0x2	 x30:0x800034ec x30=0x20000d3b
           3614	        79	800000b8	3b0f1073	csrrw	x0,pmpaddr0,x30	 x30:0x20000d3b  x0=0x00000000
           3674	        82	800000bc	00003f17	auipc	x30,0x3	 x30=0x800030bc
           4034	       100	800000c0	430f0f13	addi	x30,x30,1072	 x30:0x800030bc x30=0x800034ec
           4054	       101	800000c4	11111337	lui	x6,0x11111	  x6=0x11111000
           4474	       122	800000c8	11130313	addi	x6,x6,273	  x6:0x11111000  x6=0x11111111
           4494	       123	800000cc	9f1a	c.add	x30,x6	 x30:0x800034ec  x6:0x11111111 x30=0x911145fd
           4514	       124	800000ce	002f5f13	srli	x30,x30,0x2	 x30:0x911145fd x30=0x2444517f
           4934	       145	800000d2	3b1f1073	csrrw	x0,pmpaddr1,x30	 x30:0x2444517f  x0=0x00000000
           4994	       148	800000d6	00003f17	auipc	x30,0x3	 x30=0x800030d6
           5014	       149	800000da	416f0f13	addi	x30,x30,1046	 x30:0x800030d6 x30=0x800034ec
           5034	       150	800000de	22222337	lui	x6,0x22222	  x6=0x22222000
           5054	       151	800000e2	22230313	addi	x6,x6,546	  x6:0x22222000  x6=0x22222222
