Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           9911	       394	80000080	400014b7	lui	x9,0x40001	  x9=0x40001000
           9931	       395	80000084	10648493	addi	x9,x9,262	  x9:0x40001000  x9=0x40001106
          10071	       402	80000088	30149073	csrrw	x0,misa,x9	  x9:0x40001106  x0=0x00000000
          10131	       405	8000008c	00026517	auipc	x10,0x26	 x10=0x8002608c
          10171	       407	80000090	c5850513	addi	x10,x10,-936	 x10:0x8002608c x10=0x80025ce4
          10691	       433	80000094	00002497	auipc	x9,0x2	  x9=0x80002094
          10891	       443	80000098	66c48493	addi	x9,x9,1644	  x9:0x80002094  x9=0x80002700
          10911	       444	8000009c	0014e493	ori	x9,x9,1	  x9:0x80002700  x9=0x80002701
          10991	       448	800000a0	30549073	csrrw	x0,mtvec,x9	  x9:0x80002701  x0=0x00000000
          11111	       454	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
          11171	       457	800000a8	00003b17	auipc	x22,0x3	 x22=0x800030a8
          11551	       476	800000ac	400b0b13	addi	x22,x22,1024	 x22:0x800030a8 x22=0x800034a8
          11931	       495	800000b0	4481	c.li	x9,0	  x9=0x00000000
          11951	       496	800000b2	9b26	c.add	x22,x9	 x22:0x800034a8  x9:0x00000000 x22=0x800034a8
          12031	       500	800000b4	002b5b13	srli	x22,x22,0x2	 x22:0x800034a8 x22=0x20000d2a
          12051	       501	800000b8	3b0b1073	csrrw	x0,pmpaddr0,x22	 x22:0x20000d2a  x0=0x00000000
          12251	       511	800000bc	00003b17	auipc	x22,0x3	 x22=0x800030bc
          12271	       512	800000c0	3ecb0b13	addi	x22,x22,1004	 x22:0x800030bc x22=0x800034a8
          12311	       514	800000c4	111114b7	lui	x9,0x11111	  x9=0x11111000
          12471	       522	800000c8	11148493	addi	x9,x9,273	  x9:0x11111000  x9=0x11111111
          12691	       533	800000cc	9b26	c.add	x22,x9	 x22:0x800034a8  x9:0x11111111 x22=0x911145b9
          12711	       534	800000ce	002b5b13	srli	x22,x22,0x2	 x22:0x911145b9 x22=0x2444516e
          12791	       538	800000d2	3b1b1073	csrrw	x0,pmpaddr1,x22	 x22:0x2444516e  x0=0x00000000
          12851	       541	800000d6	00003b17	auipc	x22,0x3	 x22=0x800030d6
          12911	       544	800000da	3d2b0b13	addi	x22,x22,978	 x22:0x800030d6 x22=0x800034a8
          13071	       552	800000de	222224b7	lui	x9,0x22222	  x9=0x22222000
          13151	       556	800000e2	22248493	addi	x9,x9,546	  x9:0x22222000  x9=0x22222222
          13171	       557	800000e6	9b26	c.add	x22,x9	 x22:0x800034a8  x9:0x22222222 x22=0xa22256ca
          13351	       566	800000e8	002b5b13	srli	x22,x22,0x2	 x22:0xa22256ca x22=0x288895b2
          13371	       567	800000ec	3b2b1073	csrrw	x0,pmpaddr2,x22	 x22:0x288895b2  x0=0x00000000
          13791	       588	800000f0	00003b17	auipc	x22,0x3	 x22=0x800030f0
          13811	       589	800000f4	3b8b0b13	addi	x22,x22,952	 x22:0x800030f0 x22=0x800034a8
          14051	       601	800000f8	333334b7	lui	x9,0x33333	  x9=0x33333000
          14471	       622	800000fc	33348493	addi	x9,x9,819	  x9:0x33333000  x9=0x33333333
          14491	       623	80000100	9b26	c.add	x22,x9	 x22:0x800034a8  x9:0x33333333 x22=0xb33367db
          14611	       629	80000102	002b5b13	srli	x22,x22,0x2	 x22:0xb33367db x22=0x2cccd9f6
          15031	       650	80000106	3b3b1073	csrrw	x0,pmpaddr3,x22	 x22:0x2cccd9f6  x0=0x00000000
          15091	       653	8000010a	0f0f1b37	lui	x22,0xf0f1	 x22=0x0f0f1000
          15111	       654	8000010e	f0fb0b13	addi	x22,x22,-241	 x22:0x0f0f1000 x22=0x0f0f0f0f
          15131	       655	80000112	3a0b1073	csrrw	x0,pmpcfg0,x22	 x22:0x0f0f0f0f  x0=0x00000000
          15191	       658	80000116	00003b17	auipc	x22,0x3	 x22=0x80003116
          15311	       664	8000011a	392b0b13	addi	x22,x22,914	 x22:0x80003116 x22=0x800034a8
          15711	       684	8000011e	444444b7	lui	x9,0x44444	  x9=0x44444000
          15811	       689	80000122	44448493	addi	x9,x9,1092	  x9:0x44444000  x9=0x44444444
          15831	       690	80000126	9b26	c.add	x22,x9	 x22:0x800034a8  x9:0x44444444 x22=0xc44478ec
          15931	       695	80000128	002b5b13	srli	x22,x22,0x2	 x22:0xc44478ec x22=0x31111e3b
          15951	       696	8000012c	3b4b1073	csrrw	x0,pmpaddr4,x22	 x22:0x31111e3b  x0=0x00000000
          16291	       713	80000130	00003b17	auipc	x22,0x3	 x22=0x80003130
          16311	       714	80000134	378b0b13	addi	x22,x22,888	 x22:0x80003130 x22=0x800034a8
          16331	       715	80000138	555554b7	lui	x9,0x55555	  x9=0x55555000
          16351	       716	8000013c	55548493	addi	x9,x9,1365	  x9:0x55555000  x9=0x55555555
          16371	       717	80000140	9b26	c.add	x22,x9	 x22:0x800034a8  x9:0x55555555 x22=0xd55589fd
          16391	       718	80000142	002b5b13	srli	x22,x22,0x2	 x22:0xd55589fd x22=0x3555627f
          16411	       719	80000146	3b5b1073	csrrw	x0,pmpaddr5,x22	 x22:0x3555627f  x0=0x00000000
          16471	       722	8000014a	00003b17	auipc	x22,0x3	 x22=0x8000314a
          16491	       723	8000014e	35eb0b13	addi	x22,x22,862	 x22:0x8000314a x22=0x800034a8
          16871	       742	80000152	666664b7	lui	x9,0x66666	  x9=0x66666000
          17291	       763	80000156	66648493	addi	x9,x9,1638	  x9:0x66666000  x9=0x66666666
          17311	       764	8000015a	9b26	c.add	x22,x9	 x22:0x800034a8  x9:0x66666666 x22=0xe6669b0e
          17471	       772	8000015c	002b5b13	srli	x22,x22,0x2	 x22:0xe6669b0e x22=0x3999a6c3
          17611	       779	80000160	3b6b1073	csrrw	x0,pmpaddr6,x22	 x22:0x3999a6c3  x0=0x00000000
          17791	       788	80000164	00003b17	auipc	x22,0x3	 x22=0x80003164
          17891	       793	80000168	344b0b13	addi	x22,x22,836	 x22:0x80003164 x22=0x800034a8
          18311	       814	8000016c	777774b7	lui	x9,0x77777	  x9=0x77777000
          18451	       821	80000170	77748493	addi	x9,x9,1911	  x9:0x77777000  x9=0x77777777
          18771	       837	80000174	9b26	c.add	x22,x9	 x22:0x800034a8  x9:0x77777777 x22=0xf777ac1f
          18851	       841	80000176	002b5b13	srli	x22,x22,0x2	 x22:0xf777ac1f x22=0x3dddeb07
          18871	       842	8000017a	3b7b1073	csrrw	x0,pmpaddr7,x22	 x22:0x3dddeb07  x0=0x00000000
          18931	       845	8000017e	0f0f1b37	lui	x22,0xf0f1	 x22=0x0f0f1000
          19211	       859	80000182	f0fb0b13	addi	x22,x22,-241	 x22:0x0f0f1000 x22=0x0f0f0f0f
          19231	       860	80000186	3a1b1073	csrrw	x0,pmpcfg1,x22	 x22:0x0f0f0f0f  x0=0x00000000
          19411	       869	8000018a	00003b17	auipc	x22,0x3	 x22=0x8000318a
          19811	       889	8000018e	31eb0b13	addi	x22,x22,798	 x22:0x8000318a x22=0x800034a8
