Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           3127	        54	80000080	400019b7	lui	x19,0x40001	 x19=0x40001000
           3547	        75	80000084	10698993	addi	x19,x19,262	 x19:0x40001000 x19=0x40001106
           3967	        96	80000088	30199073	csrrw	x0,misa,x19	 x19:0x40001106  x0=0x00000000
           4027	        99	8000008c	00026897	auipc	x17,0x26	 x17=0x8002608c
           4047	       100	80000090	c5888893	addi	x17,x17,-936	 x17:0x8002608c x17=0x80025ce4
           4067	       101	80000094	00002997	auipc	x19,0x2	 x19=0x80002094
           4087	       102	80000098	56c98993	addi	x19,x19,1388	 x19:0x80002094 x19=0x80002600
           4107	       103	8000009c	0019e993	ori	x19,x19,1	 x19:0x80002600 x19=0x80002601
           4127	       104	800000a0	30599073	csrrw	x0,mtvec,x19	 x19:0x80002601  x0=0x00000000
           4187	       107	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           4287	       112	800000a8	00003c17	auipc	x24,0x3	 x24=0x800030a8
           4307	       113	800000ac	304c0c13	addi	x24,x24,772	 x24:0x800030a8 x24=0x800033ac
           4487	       122	800000b0	4981	c.li	x19,0	 x19=0x00000000
           4507	       123	800000b2	9c4e	c.add	x24,x19	 x24:0x800033ac x19:0x00000000 x24=0x800033ac
           4527	       124	800000b4	002c5c13	srli	x24,x24,0x2	 x24:0x800033ac x24=0x20000ceb
           4547	       125	800000b8	3b0c1073	csrrw	x0,pmpaddr0,x24	 x24:0x20000ceb  x0=0x00000000
           4727	       134	800000bc	00003c17	auipc	x24,0x3	 x24=0x800030bc
           4767	       136	800000c0	2f0c0c13	addi	x24,x24,752	 x24:0x800030bc x24=0x800033ac
           4787	       137	800000c4	111119b7	lui	x19,0x11111	 x19=0x11111000
           5147	       155	800000c8	11198993	addi	x19,x19,273	 x19:0x11111000 x19=0x11111111
           5247	       160	800000cc	9c4e	c.add	x24,x19	 x24:0x800033ac x19:0x11111111 x24=0x911144bd
           5267	       161	800000ce	002c5c13	srli	x24,x24,0x2	 x24:0x911144bd x24=0x2444512f
           5287	       162	800000d2	3b1c1073	csrrw	x0,pmpaddr1,x24	 x24:0x2444512f  x0=0x00000000
           5347	       165	800000d6	00003c17	auipc	x24,0x3	 x24=0x800030d6
           5727	       184	800000da	2d6c0c13	addi	x24,x24,726	 x24:0x800030d6 x24=0x800033ac
           5927	       194	800000de	222229b7	lui	x19,0x22222	 x19=0x22222000
           6067	       201	800000e2	22298993	addi	x19,x19,546	 x19:0x22222000 x19=0x22222222
           6087	       202	800000e6	9c4e	c.add	x24,x19	 x24:0x800033ac x19:0x22222222 x24=0xa22255ce
           6247	       210	800000e8	002c5c13	srli	x24,x24,0x2	 x24:0xa22255ce x24=0x28889573
           6407	       218	800000ec	3b2c1073	csrrw	x0,pmpaddr2,x24	 x24:0x28889573  x0=0x00000000
           6467	       221	800000f0	00003c17	auipc	x24,0x3	 x24=0x800030f0
           6487	       222	800000f4	2bcc0c13	addi	x24,x24,700	 x24:0x800030f0 x24=0x800033ac
           6587	       227	800000f8	333339b7	lui	x19,0x33333	 x19=0x33333000
           6607	       228	800000fc	33398993	addi	x19,x19,819	 x19:0x33333000 x19=0x33333333
           6787	       237	80000100	9c4e	c.add	x24,x19	 x24:0x800033ac x19:0x33333333 x24=0xb33366df
           6807	       238	80000102	002c5c13	srli	x24,x24,0x2	 x24:0xb33366df x24=0x2cccd9b7
           7007	       248	80000106	3b3c1073	csrrw	x0,pmpaddr3,x24	 x24:0x2cccd9b7  x0=0x00000000
           7067	       251	8000010a	0f0f1c37	lui	x24,0xf0f1	 x24=0x0f0f1000
           7087	       252	8000010e	f0fc0c13	addi	x24,x24,-241	 x24:0x0f0f1000 x24=0x0f0f0f0f
           7187	       257	80000112	3a0c1073	csrrw	x0,pmpcfg0,x24	 x24:0x0f0f0f0f  x0=0x00000000
           7247	       260	80000116	00003c17	auipc	x24,0x3	 x24=0x80003116
           7267	       261	8000011a	296c0c13	addi	x24,x24,662	 x24:0x80003116 x24=0x800033ac
           7567	       276	8000011e	444449b7	lui	x19,0x44444	 x19=0x44444000
           7587	       277	80000122	44498993	addi	x19,x19,1092	 x19:0x44444000 x19=0x44444444
           7607	       278	80000126	9c4e	c.add	x24,x19	 x24:0x800033ac x19:0x44444444 x24=0xc44477f0
           7747	       285	80000128	002c5c13	srli	x24,x24,0x2	 x24:0xc44477f0 x24=0x31111dfc
           7767	       286	8000012c	3b4c1073	csrrw	x0,pmpaddr4,x24	 x24:0x31111dfc  x0=0x00000000
           8187	       307	80000130	00003c17	auipc	x24,0x3	 x24=0x80003130
           8607	       328	80000134	27cc0c13	addi	x24,x24,636	 x24:0x80003130 x24=0x800033ac
           8707	       333	80000138	555559b7	lui	x19,0x55555	 x19=0x55555000
           8767	       336	8000013c	55598993	addi	x19,x19,1365	 x19:0x55555000 x19=0x55555555
           8907	       343	80000140	9c4e	c.add	x24,x19	 x24:0x800033ac x19:0x55555555 x24=0xd5558901
           8927	       344	80000142	002c5c13	srli	x24,x24,0x2	 x24:0xd5558901 x24=0x35556240
           8947	       345	80000146	3b5c1073	csrrw	x0,pmpaddr5,x24	 x24:0x35556240  x0=0x00000000
           9127	       354	8000014a	00003c17	auipc	x24,0x3	 x24=0x8000314a
           9547	       375	8000014e	262c0c13	addi	x24,x24,610	 x24:0x8000314a x24=0x800033ac
           9647	       380	80000152	666669b7	lui	x19,0x66666	 x19=0x66666000
           9667	       381	80000156	66698993	addi	x19,x19,1638	 x19:0x66666000 x19=0x66666666
           9687	       382	8000015a	9c4e	c.add	x24,x19	 x24:0x800033ac x19:0x66666666 x24=0xe6669a12
           9707	       383	8000015c	002c5c13	srli	x24,x24,0x2	 x24:0xe6669a12 x24=0x3999a684
           9847	       390	80000160	3b6c1073	csrrw	x0,pmpaddr6,x24	 x24:0x3999a684  x0=0x00000000
          10087	       402	80000164	00003c17	auipc	x24,0x3	 x24=0x80003164
          10107	       403	80000168	248c0c13	addi	x24,x24,584	 x24:0x80003164 x24=0x800033ac
          10387	       417	8000016c	777779b7	lui	x19,0x77777	 x19=0x77777000
          10407	       418	80000170	77798993	addi	x19,x19,1911	 x19:0x77777000 x19=0x77777777
          10427	       419	80000174	9c4e	c.add	x24,x19	 x24:0x800033ac x19:0x77777777 x24=0xf777ab23
