Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2197	         8	80000080	400012b7	lui	x5,0x40001	  x5=0x40001000
           2217	         9	80000084	10628293	addi	x5,x5,262	  x5:0x40001000  x5=0x40001106
           2237	        10	80000088	30129073	csrrw	x0,misa,x5	  x5:0x40001106  x0=0x00000000
           2337	        15	8000008c	00026e17	auipc	x28,0x26	 x28=0x8002608c
           2357	        16	80000090	c58e0e13	addi	x28,x28,-936	 x28:0x8002608c x28=0x80025ce4
           2477	        22	80000094	00002297	auipc	x5,0x2	  x5=0x80002094
           2497	        23	80000098	66c28293	addi	x5,x5,1644	  x5:0x80002094  x5=0x80002700
           2697	        33	8000009c	0012e293	ori	x5,x5,1	  x5:0x80002700  x5=0x80002701
           2717	        34	800000a0	30529073	csrrw	x0,mtvec,x5	  x5:0x80002701  x0=0x00000000
           2777	        37	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           2837	        40	800000a8	00003517	auipc	x10,0x3	 x10=0x800030a8
           2857	        41	800000ac	41450513	addi	x10,x10,1044	 x10:0x800030a8 x10=0x800034bc
           2917	        44	800000b0	4281	c.li	x5,0	  x5=0x00000000
           2937	        45	800000b2	9516	c.add	x10,x5	 x10:0x800034bc  x5:0x00000000 x10=0x800034bc
           3337	        65	800000b4	8109	c.srli	x10,0x2	 x10:0x800034bc x10=0x20000d2f
           3357	        66	800000b6	3b051073	csrrw	x0,pmpaddr0,x10	 x10:0x20000d2f  x0=0x00000000
           3777	        87	800000ba	00003517	auipc	x10,0x3	 x10=0x800030ba
           3797	        88	800000be	40250513	addi	x10,x10,1026	 x10:0x800030ba x10=0x800034bc
           4057	       101	800000c2	111112b7	lui	x5,0x11111	  x5=0x11111000
           4157	       106	800000c6	11128293	addi	x5,x5,273	  x5:0x11111000  x5=0x11111111
           4177	       107	800000ca	9516	c.add	x10,x5	 x10:0x800034bc  x5:0x11111111 x10=0x911145cd
           4577	       127	800000cc	8109	c.srli	x10,0x2	 x10:0x911145cd x10=0x24445173
           4597	       128	800000ce	3b151073	csrrw	x0,pmpaddr1,x10	 x10:0x24445173  x0=0x00000000
           5017	       149	800000d2	00003517	auipc	x10,0x3	 x10=0x800030d2
           5437	       170	800000d6	3ea50513	addi	x10,x10,1002	 x10:0x800030d2 x10=0x800034bc
           5677	       182	800000da	222222b7	lui	x5,0x22222	  x5=0x22222000
           5697	       183	800000de	22228293	addi	x5,x5,546	  x5:0x22222000  x5=0x22222222
           5717	       184	800000e2	9516	c.add	x10,x5	 x10:0x800034bc  x5:0x22222222 x10=0xa22256de
           5777	       187	800000e4	8109	c.srli	x10,0x2	 x10:0xa22256de x10=0x288895b7
           5797	       188	800000e6	3b251073	csrrw	x0,pmpaddr2,x10	 x10:0x288895b7  x0=0x00000000
           5857	       191	800000ea	00003517	auipc	x10,0x3	 x10=0x800030ea
           5977	       197	800000ee	3d250513	addi	x10,x10,978	 x10:0x800030ea x10=0x800034bc
           6097	       203	800000f2	333332b7	lui	x5,0x33333	  x5=0x33333000
           6357	       216	800000f6	33328293	addi	x5,x5,819	  x5:0x33333000  x5=0x33333333
           6377	       217	800000fa	9516	c.add	x10,x5	 x10:0x800034bc  x5:0x33333333 x10=0xb33367ef
           6517	       224	800000fc	8109	c.srli	x10,0x2	 x10:0xb33367ef x10=0x2cccd9fb
           6577	       227	800000fe	3b351073	csrrw	x0,pmpaddr3,x10	 x10:0x2cccd9fb  x0=0x00000000
           6637	       230	80000102	0f0f1537	lui	x10,0xf0f1	 x10=0x0f0f1000
           6657	       231	80000106	f0f50513	addi	x10,x10,-241	 x10:0x0f0f1000 x10=0x0f0f0f0f
           6677	       232	8000010a	3a051073	csrrw	x0,pmpcfg0,x10	 x10:0x0f0f0f0f  x0=0x00000000
           6997	       248	8000010e	00003517	auipc	x10,0x3	 x10=0x8000310e
           7157	       256	80000112	3ae50513	addi	x10,x10,942	 x10:0x8000310e x10=0x800034bc
           7197	       258	80000116	444442b7	lui	x5,0x44444	  x5=0x44444000
           7377	       267	8000011a	44428293	addi	x5,x5,1092	  x5:0x44444000  x5=0x44444444
           7397	       268	8000011e	9516	c.add	x10,x5	 x10:0x800034bc  x5:0x44444444 x10=0xc4447900
           7697	       283	80000120	8109	c.srli	x10,0x2	 x10:0xc4447900 x10=0x31111e40
           7717	       284	80000122	3b451073	csrrw	x0,pmpaddr4,x10	 x10:0x31111e40  x0=0x00000000
           7777	       287	80000126	00003517	auipc	x10,0x3	 x10=0x80003126
           7797	       288	8000012a	39650513	addi	x10,x10,918	 x10:0x80003126 x10=0x800034bc
           7977	       297	8000012e	555552b7	lui	x5,0x55555	  x5=0x55555000
           8157	       306	80000132	55528293	addi	x5,x5,1365	  x5:0x55555000  x5=0x55555555
           8177	       307	80000136	9516	c.add	x10,x5	 x10:0x800034bc  x5:0x55555555 x10=0xd5558a11
           8257	       311	80000138	8109	c.srli	x10,0x2	 x10:0xd5558a11 x10=0x35556284
           8677	       332	8000013a	3b551073	csrrw	x0,pmpaddr5,x10	 x10:0x35556284  x0=0x00000000
           8777	       337	8000013e	00003517	auipc	x10,0x3	 x10=0x8000313e
           8797	       338	80000142	37e50513	addi	x10,x10,894	 x10:0x8000313e x10=0x800034bc
           8817	       339	80000146	666662b7	lui	x5,0x66666	  x5=0x66666000
           8997	       348	8000014a	66628293	addi	x5,x5,1638	  x5:0x66666000  x5=0x66666666
           9017	       349	8000014e	9516	c.add	x10,x5	 x10:0x800034bc  x5:0x66666666 x10=0xe6669b22
           9377	       367	80000150	8109	c.srli	x10,0x2	 x10:0xe6669b22 x10=0x3999a6c8
           9397	       368	80000152	3b651073	csrrw	x0,pmpaddr6,x10	 x10:0x3999a6c8  x0=0x00000000
           9457	       371	80000156	00003517	auipc	x10,0x3	 x10=0x80003156
           9477	       372	8000015a	36650513	addi	x10,x10,870	 x10:0x80003156 x10=0x800034bc
           9497	       373	8000015e	777772b7	lui	x5,0x77777	  x5=0x77777000
           9517	       374	80000162	77728293	addi	x5,x5,1911	  x5:0x77777000  x5=0x77777777
           9537	       375	80000166	9516	c.add	x10,x5	 x10:0x800034bc  x5:0x77777777 x10=0xf777ac33
           9757	       386	80000168	8109	c.srli	x10,0x2	 x10:0xf777ac33 x10=0x3dddeb0c
           9777	       387	8000016a	3b751073	csrrw	x0,pmpaddr7,x10	 x10:0x3dddeb0c  x0=0x00000000
          10197	       408	8000016e	0f0f1537	lui	x10,0xf0f1	 x10=0x0f0f1000
          10217	       409	80000172	f0f50513	addi	x10,x10,-241	 x10:0x0f0f1000 x10=0x0f0f0f0f
          10637	       430	80000176	3a151073	csrrw	x0,pmpcfg1,x10	 x10:0x0f0f0f0f  x0=0x00000000
          11057	       451	8000017a	00003517	auipc	x10,0x3	 x10=0x8000317a
          11477	       472	8000017e	34250513	addi	x10,x10,834	 x10:0x8000317a x10=0x800034bc
          11817	       489	80000182	888892b7	lui	x5,0x88889	  x5=0x88889000
          12057	       501	80000186	88828293	addi	x5,x5,-1912	  x5:0x88889000  x5=0x88888888
          12077	       502	8000018a	9516	c.add	x10,x5	 x10:0x800034bc  x5:0x88888888 x10=0x0888bd44
          12097	       503	8000018c	8109	c.srli	x10,0x2	 x10:0x0888bd44 x10=0x02222f51
          12117	       504	8000018e	3b851073	csrrw	x0,pmpaddr8,x10	 x10:0x02222f51  x0=0x00000000
          12477	       522	80000192	00003517	auipc	x10,0x3	 x10=0x80003192
          12497	       523	80000196	32a50513	addi	x10,x10,810	 x10:0x80003192 x10=0x800034bc
          12517	       524	8000019a	9999a2b7	lui	x5,0x9999a	  x5=0x9999a000
          12557	       526	8000019e	99928293	addi	x5,x5,-1639	  x5:0x9999a000  x5=0x99999999
