Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           8628	       329	80000080	40001bb7	lui	x23,0x40001	 x23=0x40001000
           8648	       330	80000084	106b8b93	addi	x23,x23,262	 x23:0x40001000 x23=0x40001106
           8668	       331	80000088	301b9073	csrrw	x0,misa,x23	 x23:0x40001106  x0=0x00000000
           8728	       334	8000008c	00026917	auipc	x18,0x26	 x18=0x8002608c
           9108	       353	80000090	c5890913	addi	x18,x18,-936	 x18:0x8002608c x18=0x80025ce4
           9128	       354	80000094	00002b97	auipc	x23,0x2	 x23=0x80002094
           9428	       369	80000098	46cb8b93	addi	x23,x23,1132	 x23:0x80002094 x23=0x80002500
           9628	       379	8000009c	001beb93	ori	x23,x23,1	 x23:0x80002500 x23=0x80002501
           9648	       380	800000a0	305b9073	csrrw	x0,mtvec,x23	 x23:0x80002501  x0=0x00000000
           9708	       383	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           9768	       386	800000a8	00003117	auipc	x2,0x3	  x2=0x800030a8
           9788	       387	800000ac	20410113	addi	x2,x2,516	  x2:0x800030a8  x2=0x800032ac
          10188	       407	800000b0	4b81	c.li	x23,0	 x23=0x00000000
          10208	       408	800000b2	915e	c.add	x2,x23	  x2:0x800032ac x23:0x80002501  x2=0x000057ad
          10228	       409	800000b4	00215113	srli	x2,x2,0x2	  x2:0x000057ad  x2=0x000015eb
