Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           7869	       291	80000080	40001337	lui	x6,0x40001	  x6=0x40001000
           8069	       301	80000084	10630313	addi	x6,x6,262	  x6:0x40001000  x6=0x40001106
           8089	       302	80000088	30131073	csrrw	x0,misa,x6	  x6:0x40001106  x0=0x00000000
           8409	       318	8000008c	00026517	auipc	x10,0x26	 x10=0x8002608c
           8449	       320	80000090	c5850513	addi	x10,x10,-936	 x10:0x8002608c x10=0x80025ce4
           8469	       321	80000094	00002317	auipc	x6,0x2	  x6=0x80002094
           8589	       327	80000098	66c30313	addi	x6,x6,1644	  x6:0x80002094  x6=0x80002700
           8609	       328	8000009c	00136313	ori	x6,x6,1	  x6:0x80002700  x6=0x80002701
           8629	       329	800000a0	30531073	csrrw	x0,mtvec,x6	  x6:0x80002701  x0=0x00000000
           8689	       332	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           8749	       335	800000a8	00003297	auipc	x5,0x3	  x5=0x800030a8
           8769	       336	800000ac	44428293	addi	x5,x5,1092	  x5:0x800030a8  x5=0x800034ec
           8789	       337	800000b0	4301	c.li	x6,0	  x6=0x00000000
           8809	       338	800000b2	929a	c.add	x5,x6	  x5:0x800034ec  x6:0x00000000  x5=0x800034ec
           8869	       341	800000b4	0022d293	srli	x5,x5,0x2	  x5:0x800034ec  x5=0x20000d3b
           9169	       356	800000b8	3b029073	csrrw	x0,pmpaddr0,x5	  x5:0x20000d3b  x0=0x00000000
           9329	       364	800000bc	00003297	auipc	x5,0x3	  x5=0x800030bc
           9369	       366	800000c0	43028293	addi	x5,x5,1072	  x5:0x800030bc  x5=0x800034ec
           9389	       367	800000c4	11111337	lui	x6,0x11111	  x6=0x11111000
           9809	       388	800000c8	11130313	addi	x6,x6,273	  x6:0x11111000  x6=0x11111111
           9829	       389	800000cc	929a	c.add	x5,x6	  x5:0x800034ec  x6:0x11111111  x5=0x911145fd
          10209	       408	800000ce	0022d293	srli	x5,x5,0x2	  x5:0x911145fd  x5=0x2444517f
          10229	       409	800000d2	3b129073	csrrw	x0,pmpaddr1,x5	  x5:0x2444517f  x0=0x00000000
          10289	       412	800000d6	00003297	auipc	x5,0x3	  x5=0x800030d6
          10309	       413	800000da	41628293	addi	x5,x5,1046	  x5:0x800030d6  x5=0x800034ec
          10409	       418	800000de	22222337	lui	x6,0x22222	  x6=0x22222000
          10429	       419	800000e2	22230313	addi	x6,x6,546	  x6:0x22222000  x6=0x22222222
          10449	       420	800000e6	929a	c.add	x5,x6	  x5:0x800034ec  x6:0x22222222  x5=0xa222570e
          10469	       421	800000e8	0022d293	srli	x5,x5,0x2	  x5:0xa222570e  x5=0x288895c3
          10489	       422	800000ec	3b229073	csrrw	x0,pmpaddr2,x5	  x5:0x288895c3  x0=0x00000000
          10549	       425	800000f0	00003297	auipc	x5,0x3	  x5=0x800030f0
          10569	       426	800000f4	3fc28293	addi	x5,x5,1020	  x5:0x800030f0  x5=0x800034ec
          10589	       427	800000f8	33333337	lui	x6,0x33333	  x6=0x33333000
          10769	       436	800000fc	33330313	addi	x6,x6,819	  x6:0x33333000  x6=0x33333333
          11189	       457	80000100	929a	c.add	x5,x6	  x5:0x800034ec  x6:0x33333333  x5=0xb333681f
          11369	       466	80000102	0022d293	srli	x5,x5,0x2	  x5:0xb333681f  x5=0x2cccda07
          11389	       467	80000106	3b329073	csrrw	x0,pmpaddr3,x5	  x5:0x2cccda07  x0=0x00000000
          11589	       477	8000010a	0f0f12b7	lui	x5,0xf0f1	  x5=0x0f0f1000
          11609	       478	8000010e	f0f28293	addi	x5,x5,-241	  x5:0x0f0f1000  x5=0x0f0f0f0f
          11649	       480	80000112	3a029073	csrrw	x0,pmpcfg0,x5	  x5:0x0f0f0f0f  x0=0x00000000
          11709	       483	80000116	00003297	auipc	x5,0x3	  x5=0x80003116
          12089	       502	8000011a	3d628293	addi	x5,x5,982	  x5:0x80003116  x5=0x800034ec
          12109	       503	8000011e	44444337	lui	x6,0x44444	  x6=0x44444000
          12249	       510	80000122	44430313	addi	x6,x6,1092	  x6:0x44444000  x6=0x44444444
          12269	       511	80000126	929a	c.add	x5,x6	  x5:0x800034ec  x6:0x44444444  x5=0xc4447930
          12289	       512	80000128	0022d293	srli	x5,x5,0x2	  x5:0xc4447930  x5=0x31111e4c
          12309	       513	8000012c	3b429073	csrrw	x0,pmpaddr4,x5	  x5:0x31111e4c  x0=0x00000000
          12369	       516	80000130	00003297	auipc	x5,0x3	  x5=0x80003130
          12489	       522	80000134	3bc28293	addi	x5,x5,956	  x5:0x80003130  x5=0x800034ec
          12609	       528	80000138	55555337	lui	x6,0x55555	  x6=0x55555000
          12729	       534	8000013c	55530313	addi	x6,x6,1365	  x6:0x55555000  x6=0x55555555
          13149	       555	80000140	929a	c.add	x5,x6	  x5:0x800034ec  x6:0x55555555  x5=0xd5558a41
          13169	       556	80000142	0022d293	srli	x5,x5,0x2	  x5:0xd5558a41  x5=0x35556290
          13369	       566	80000146	3b529073	csrrw	x0,pmpaddr5,x5	  x5:0x35556290  x0=0x00000000
          13489	       572	8000014a	00003297	auipc	x5,0x3	  x5=0x8000314a
          13869	       591	8000014e	3a228293	addi	x5,x5,930	  x5:0x8000314a  x5=0x800034ec
          13889	       592	80000152	66666337	lui	x6,0x66666	  x6=0x66666000
          13989	       597	80000156	66630313	addi	x6,x6,1638	  x6:0x66666000  x6=0x66666666
          14009	       598	8000015a	929a	c.add	x5,x6	  x5:0x800034ec  x6:0x66666666  x5=0xe6669b52
          14029	       599	8000015c	0022d293	srli	x5,x5,0x2	  x5:0xe6669b52  x5=0x3999a6d4
          14429	       619	80000160	3b629073	csrrw	x0,pmpaddr6,x5	  x5:0x3999a6d4  x0=0x00000000
          14489	       622	80000164	00003297	auipc	x5,0x3	  x5=0x80003164
          14509	       623	80000168	38828293	addi	x5,x5,904	  x5:0x80003164  x5=0x800034ec
          14529	       624	8000016c	77777337	lui	x6,0x77777	  x6=0x77777000
          14549	       625	80000170	77730313	addi	x6,x6,1911	  x6:0x77777000  x6=0x77777777
          14709	       633	80000174	929a	c.add	x5,x6	  x5:0x800034ec  x6:0x77777777  x5=0xf777ac63
          15129	       654	80000176	0022d293	srli	x5,x5,0x2	  x5:0xf777ac63  x5=0x3dddeb18
          15209	       658	8000017a	3b729073	csrrw	x0,pmpaddr7,x5	  x5:0x3dddeb18  x0=0x00000000
          15629	       679	8000017e	0f0f12b7	lui	x5,0xf0f1	  x5=0x0f0f1000
          15649	       680	80000182	f0f28293	addi	x5,x5,-241	  x5:0x0f0f1000  x5=0x0f0f0f0f
          15669	       681	80000186	3a129073	csrrw	x0,pmpcfg1,x5	  x5:0x0f0f0f0f  x0=0x00000000
          15869	       691	8000018a	00003297	auipc	x5,0x3	  x5=0x8000318a
          16249	       710	8000018e	36228293	addi	x5,x5,866	  x5:0x8000318a  x5=0x800034ec
          16269	       711	80000192	88889337	lui	x6,0x88889	  x6=0x88889000
          16469	       721	80000196	88830313	addi	x6,x6,-1912	  x6:0x88889000  x6=0x88888888
          16489	       722	8000019a	929a	c.add	x5,x6	  x5:0x800034ec  x6:0x88888888  x5=0x0888bd74
          16729	       734	8000019c	0022d293	srli	x5,x5,0x2	  x5:0x0888bd74  x5=0x02222f5d
          17149	       755	800001a0	3b829073	csrrw	x0,pmpaddr8,x5	  x5:0x02222f5d  x0=0x00000000
          17249	       760	800001a4	00003297	auipc	x5,0x3	  x5=0x800031a4
          17269	       761	800001a8	34828293	addi	x5,x5,840	  x5:0x800031a4  x5=0x800034ec
          17289	       762	800001ac	9999a337	lui	x6,0x9999a	  x6=0x9999a000
          17709	       783	800001b0	99930313	addi	x6,x6,-1639	  x6:0x9999a000  x6=0x99999999
          17729	       784	800001b4	929a	c.add	x5,x6	  x5:0x800034ec  x6:0x99999999  x5=0x1999ce85
          17749	       785	800001b6	0022d293	srli	x5,x5,0x2	  x5:0x1999ce85  x5=0x066673a1
          17769	       786	800001ba	3b929073	csrrw	x0,pmpaddr9,x5	  x5:0x066673a1  x0=0x00000000
          17909	       793	800001be	00003297	auipc	x5,0x3	  x5=0x800031be
          17969	       796	800001c2	32e28293	addi	x5,x5,814	  x5:0x800031be  x5=0x800034ec
          18029	       799	800001c6	aaaab337	lui	x6,0xaaaab	  x6=0xaaaab000
          18049	       800	800001ca	aaa30313	addi	x6,x6,-1366	  x6:0xaaaab000  x6=0xaaaaaaaa
          18069	       801	800001ce	929a	c.add	x5,x6	  x5:0x800034ec  x6:0xaaaaaaaa  x5=0x2aaadf96
          18469	       821	800001d0	0022d293	srli	x5,x5,0x2	  x5:0x2aaadf96  x5=0x0aaab7e5
          18549	       825	800001d4	3ba29073	csrrw	x0,pmpaddr10,x5	  x5:0x0aaab7e5  x0=0x00000000
          18609	       828	800001d8	00003297	auipc	x5,0x3	  x5=0x800031d8
          18629	       829	800001dc	31428293	addi	x5,x5,788	  x5:0x800031d8  x5=0x800034ec
          18649	       830	800001e0	bbbbc337	lui	x6,0xbbbbc	  x6=0xbbbbc000
          18669	       831	800001e4	bbb30313	addi	x6,x6,-1093	  x6:0xbbbbc000  x6=0xbbbbbbbb
          18749	       835	800001e8	929a	c.add	x5,x6	  x5:0x800034ec  x6:0xbbbbbbbb  x5=0x3bbbf0a7
          18869	       841	800001ea	0022d293	srli	x5,x5,0x2	  x5:0x3bbbf0a7  x5=0x0eeefc29
          18969	       846	800001ee	3bb29073	csrrw	x0,pmpaddr11,x5	  x5:0x0eeefc29  x0=0x00000000
          19029	       849	800001f2	0f0f12b7	lui	x5,0xf0f1	  x5=0x0f0f1000
          19049	       850	800001f6	f0f28293	addi	x5,x5,-241	  x5:0x0f0f1000  x5=0x0f0f0f0f
          19069	       851	800001fa	3a229073	csrrw	x0,pmpcfg2,x5	  x5:0x0f0f0f0f  x0=0x00000000
          19129	       854	800001fe	00003297	auipc	x5,0x3	  x5=0x800031fe
          19189	       857	80000202	2ee28293	addi	x5,x5,750	  x5:0x800031fe  x5=0x800034ec
          19729	       884	80000206	ccccd337	lui	x6,0xccccd	  x6=0xccccd000
          19749	       885	8000020a	ccc30313	addi	x6,x6,-820	  x6:0xccccd000  x6=0xcccccccc
          19769	       886	8000020e	929a	c.add	x5,x6	  x5:0x800034ec  x6:0xcccccccc  x5=0x4ccd01b8
          19789	       887	80000210	0022d293	srli	x5,x5,0x2	  x5:0x4ccd01b8  x5=0x1333406e
          20109	       903	80000214	3bc29073	csrrw	x0,pmpaddr12,x5	  x5:0x1333406e  x0=0x00000000
          20169	       906	80000218	00003297	auipc	x5,0x3	  x5=0x80003218
          20189	       907	8000021c	2d428293	addi	x5,x5,724	  x5:0x80003218  x5=0x800034ec
          20369	       916	80000220	dddde337	lui	x6,0xdddde	  x6=0xdddde000
          20389	       917	80000224	ddd30313	addi	x6,x6,-547	  x6:0xdddde000  x6=0xdddddddd
          20809	       938	80000228	929a	c.add	x5,x6	  x5:0x800034ec  x6:0xdddddddd  x5=0x5dde12c9
          21229	       959	8000022a	0022d293	srli	x5,x5,0x2	  x5:0x5dde12c9  x5=0x177784b2
          21389	       967	8000022e	3bd29073	csrrw	x0,pmpaddr13,x5	  x5:0x177784b2  x0=0x00000000
          21449	       970	80000232	00003297	auipc	x5,0x3	  x5=0x80003232
          21469	       971	80000236	2ba28293	addi	x5,x5,698	  x5:0x80003232  x5=0x800034ec
          21489	       972	8000023a	eeeef337	lui	x6,0xeeeef	  x6=0xeeeef000
          21589	       977	8000023e	eee30313	addi	x6,x6,-274	  x6:0xeeeef000  x6=0xeeeeeeee
          21609	       978	80000242	929a	c.add	x5,x6	  x5:0x800034ec  x6:0xeeeeeeee  x5=0x6eef23da
          21629	       979	80000244	0022d293	srli	x5,x5,0x2	  x5:0x6eef23da  x5=0x1bbbc8f6
          21649	       980	80000248	3be29073	csrrw	x0,pmpaddr14,x5	  x5:0x1bbbc8f6  x0=0x00000000
          22049	      1000	8000024c	00003297	auipc	x5,0x3	  x5=0x8000324c
          22169	      1006	80000250	2a028293	addi	x5,x5,672	  x5:0x8000324c  x5=0x800034ec
          22309	      1013	80000254	fff00313	addi	x6,x0,-1	  x0:0x00000000  x6=0xffffffff
          22349	      1015	80000258	929a	c.add	x5,x6	  x5:0x800034ec  x6:0xffffffff  x5=0x800034eb
          22369	      1016	8000025a	0022d293	srli	x5,x5,0x2	  x5:0x800034eb  x5=0x20000d3a
