Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           9579	       377	80000080	40001eb7	lui	x29,0x40001	 x29=0x40001000
           9599	       378	80000084	106e8e93	addi	x29,x29,262	 x29:0x40001000 x29=0x40001106
           9699	       383	80000088	301e9073	csrrw	x0,misa,x29	 x29:0x40001106  x0=0x00000000
           9779	       387	8000008c	00026317	auipc	x6,0x26	  x6=0x8002608c
           9799	       388	80000090	c5830313	addi	x6,x6,-936	  x6:0x8002608c  x6=0x80025ce4
           9819	       389	80000094	00002e97	auipc	x29,0x2	 x29=0x80002094
           9879	       392	80000098	76ce8e93	addi	x29,x29,1900	 x29:0x80002094 x29=0x80002800
           9899	       393	8000009c	001eee93	ori	x29,x29,1	 x29:0x80002800 x29=0x80002801
          10079	       402	800000a0	305e9073	csrrw	x0,mtvec,x29	 x29:0x80002801  x0=0x00000000
          10139	       405	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
          10199	       408	800000a8	00003c17	auipc	x24,0x3	 x24=0x800030a8
          10359	       416	800000ac	544c0c13	addi	x24,x24,1348	 x24:0x800030a8 x24=0x800035ec
          10719	       434	800000b0	4e81	c.li	x29,0	 x29=0x00000000
          10739	       435	800000b2	9c76	c.add	x24,x29	 x24:0x800035ec x29:0x00000000 x24=0x800035ec
          10919	       444	800000b4	002c5c13	srli	x24,x24,0x2	 x24:0x800035ec x24=0x20000d7b
          10939	       445	800000b8	3b0c1073	csrrw	x0,pmpaddr0,x24	 x24:0x20000d7b  x0=0x00000000
          10999	       448	800000bc	00003c17	auipc	x24,0x3	 x24=0x800030bc
          11259	       461	800000c0	530c0c13	addi	x24,x24,1328	 x24:0x800030bc x24=0x800035ec
          11399	       468	800000c4	11111eb7	lui	x29,0x11111	 x29=0x11111000
          11659	       481	800000c8	111e8e93	addi	x29,x29,273	 x29:0x11111000 x29=0x11111111
          11679	       482	800000cc	9c76	c.add	x24,x29	 x24:0x800035ec x29:0x11111111 x24=0x911146fd
          11699	       483	800000ce	002c5c13	srli	x24,x24,0x2	 x24:0x911146fd x24=0x244451bf
          11719	       484	800000d2	3b1c1073	csrrw	x0,pmpaddr1,x24	 x24:0x244451bf  x0=0x00000000
          11779	       487	800000d6	00003c17	auipc	x24,0x3	 x24=0x800030d6
          11799	       488	800000da	516c0c13	addi	x24,x24,1302	 x24:0x800030d6 x24=0x800035ec
          12179	       507	800000de	22222eb7	lui	x29,0x22222	 x29=0x22222000
          12339	       515	800000e2	222e8e93	addi	x29,x29,546	 x29:0x22222000 x29=0x22222222
          12359	       516	800000e6	9c76	c.add	x24,x29	 x24:0x800035ec x29:0x22222222 x24=0xa222580e
          12379	       517	800000e8	002c5c13	srli	x24,x24,0x2	 x24:0xa222580e x24=0x28889603
          12399	       518	800000ec	3b2c1073	csrrw	x0,pmpaddr2,x24	 x24:0x28889603  x0=0x00000000
          12459	       521	800000f0	00003c17	auipc	x24,0x3	 x24=0x800030f0
          12479	       522	800000f4	4fcc0c13	addi	x24,x24,1276	 x24:0x800030f0 x24=0x800035ec
          12659	       531	800000f8	33333eb7	lui	x29,0x33333	 x29=0x33333000
          12719	       534	800000fc	333e8e93	addi	x29,x29,819	 x29:0x33333000 x29=0x33333333
          12739	       535	80000100	9c76	c.add	x24,x29	 x24:0x800035ec x29:0x33333333 x24=0xb333691f
          12759	       536	80000102	002c5c13	srli	x24,x24,0x2	 x24:0xb333691f x24=0x2cccda47
          12899	       543	80000106	3b3c1073	csrrw	x0,pmpaddr3,x24	 x24:0x2cccda47  x0=0x00000000
          12959	       546	8000010a	0f0f1c37	lui	x24,0xf0f1	 x24=0x0f0f1000
          13099	       553	8000010e	f0fc0c13	addi	x24,x24,-241	 x24:0x0f0f1000 x24=0x0f0f0f0f
          13399	       568	80000112	3a0c1073	csrrw	x0,pmpcfg0,x24	 x24:0x0f0f0f0f  x0=0x00000000
          13819	       589	80000116	00003c17	auipc	x24,0x3	 x24=0x80003116
          14119	       604	8000011a	4d6c0c13	addi	x24,x24,1238	 x24:0x80003116 x24=0x800035ec
          14139	       605	8000011e	44444eb7	lui	x29,0x44444	 x29=0x44444000
          14159	       606	80000122	444e8e93	addi	x29,x29,1092	 x29:0x44444000 x29=0x44444444
          14179	       607	80000126	9c76	c.add	x24,x29	 x24:0x800035ec x29:0x44444444 x24=0xc4447a30
          14359	       616	80000128	002c5c13	srli	x24,x24,0x2	 x24:0xc4447a30 x24=0x31111e8c
          14379	       617	8000012c	3b4c1073	csrrw	x0,pmpaddr4,x24	 x24:0x31111e8c  x0=0x00000000
          14439	       620	80000130	00003c17	auipc	x24,0x3	 x24=0x80003130
          14539	       625	80000134	4bcc0c13	addi	x24,x24,1212	 x24:0x80003130 x24=0x800035ec
          14559	       626	80000138	55555eb7	lui	x29,0x55555	 x29=0x55555000
          14759	       636	8000013c	555e8e93	addi	x29,x29,1365	 x29:0x55555000 x29=0x55555555
          15179	       657	80000140	9c76	c.add	x24,x29	 x24:0x800035ec x29:0x55555555 x24=0xd5558b41
          15199	       658	80000142	002c5c13	srli	x24,x24,0x2	 x24:0xd5558b41 x24=0x355562d0
          15259	       661	80000146	3b5c1073	csrrw	x0,pmpaddr5,x24	 x24:0x355562d0  x0=0x00000000
          15319	       664	8000014a	00003c17	auipc	x24,0x3	 x24=0x8000314a
          15339	       665	8000014e	4a2c0c13	addi	x24,x24,1186	 x24:0x8000314a x24=0x800035ec
          15359	       666	80000152	66666eb7	lui	x29,0x66666	 x29=0x66666000
          15379	       667	80000156	666e8e93	addi	x29,x29,1638	 x29:0x66666000 x29=0x66666666
          15399	       668	8000015a	9c76	c.add	x24,x29	 x24:0x800035ec x29:0x66666666 x24=0xe6669c52
          15539	       675	8000015c	002c5c13	srli	x24,x24,0x2	 x24:0xe6669c52 x24=0x3999a714
          15659	       681	80000160	3b6c1073	csrrw	x0,pmpaddr6,x24	 x24:0x3999a714  x0=0x00000000
          15959	       696	80000164	00003c17	auipc	x24,0x3	 x24=0x80003164
          16039	       700	80000168	488c0c13	addi	x24,x24,1160	 x24:0x80003164 x24=0x800035ec
          16459	       721	8000016c	77777eb7	lui	x29,0x77777	 x29=0x77777000
          16479	       722	80000170	777e8e93	addi	x29,x29,1911	 x29:0x77777000 x29=0x77777777
          16679	       732	80000174	9c76	c.add	x24,x29	 x24:0x800035ec x29:0x77777777 x24=0xf777ad63
          16699	       733	80000176	002c5c13	srli	x24,x24,0x2	 x24:0xf777ad63 x24=0x3dddeb58
          16879	       742	8000017a	3b7c1073	csrrw	x0,pmpaddr7,x24	 x24:0x3dddeb58  x0=0x00000000
          16959	       746	8000017e	0f0f1c37	lui	x24,0xf0f1	 x24=0x0f0f1000
          17219	       759	80000182	f0fc0c13	addi	x24,x24,-241	 x24:0x0f0f1000 x24=0x0f0f0f0f
          17239	       760	80000186	3a1c1073	csrrw	x0,pmpcfg1,x24	 x24:0x0f0f0f0f  x0=0x00000000
          17299	       763	8000018a	00003c17	auipc	x24,0x3	 x24=0x8000318a
          17319	       764	8000018e	462c0c13	addi	x24,x24,1122	 x24:0x8000318a x24=0x800035ec
          17699	       783	80000192	88889eb7	lui	x29,0x88889	 x29=0x88889000
          17879	       792	80000196	888e8e93	addi	x29,x29,-1912	 x29:0x88889000 x29=0x88888888
          17899	       793	8000019a	9c76	c.add	x24,x29	 x24:0x800035ec x29:0x88888888 x24=0x0888be74
          18019	       799	8000019c	002c5c13	srli	x24,x24,0x2	 x24:0x0888be74 x24=0x02222f9d
          18299	       813	800001a0	3b8c1073	csrrw	x0,pmpaddr8,x24	 x24:0x02222f9d  x0=0x00000000
          18359	       816	800001a4	00003c17	auipc	x24,0x3	 x24=0x800031a4
          18379	       817	800001a8	448c0c13	addi	x24,x24,1096	 x24:0x800031a4 x24=0x800035ec
          18759	       836	800001ac	9999aeb7	lui	x29,0x9999a	 x29=0x9999a000
          18959	       846	800001b0	999e8e93	addi	x29,x29,-1639	 x29:0x9999a000 x29=0x99999999
          18979	       847	800001b4	9c76	c.add	x24,x29	 x24:0x800035ec x29:0x99999999 x24=0x1999cf85
          18999	       848	800001b6	002c5c13	srli	x24,x24,0x2	 x24:0x1999cf85 x24=0x066673e1
          19019	       849	800001ba	3b9c1073	csrrw	x0,pmpaddr9,x24	 x24:0x066673e1  x0=0x00000000
          19339	       865	800001be	00003c17	auipc	x24,0x3	 x24=0x800031be
          19359	       866	800001c2	42ec0c13	addi	x24,x24,1070	 x24:0x800031be x24=0x800035ec
          19559	       876	800001c6	aaaabeb7	lui	x29,0xaaaab	 x29=0xaaaab000
          19759	       886	800001ca	aaae8e93	addi	x29,x29,-1366	 x29:0xaaaab000 x29=0xaaaaaaaa
          19779	       887	800001ce	9c76	c.add	x24,x29	 x24:0x800035ec x29:0xaaaaaaaa x24=0x2aaae096
          19799	       888	800001d0	002c5c13	srli	x24,x24,0x2	 x24:0x2aaae096 x24=0x0aaab825
          20199	       908	800001d4	3bac1073	csrrw	x0,pmpaddr10,x24	 x24:0x0aaab825  x0=0x00000000
          20259	       911	800001d8	00003c17	auipc	x24,0x3	 x24=0x800031d8
          20279	       912	800001dc	414c0c13	addi	x24,x24,1044	 x24:0x800031d8 x24=0x800035ec
          20319	       914	800001e0	bbbbceb7	lui	x29,0xbbbbc	 x29=0xbbbbc000
          20339	       915	800001e4	bbbe8e93	addi	x29,x29,-1093	 x29:0xbbbbc000 x29=0xbbbbbbbb
          20439	       920	800001e8	9c76	c.add	x24,x29	 x24:0x800035ec x29:0xbbbbbbbb x24=0x3bbbf1a7
          20459	       921	800001ea	002c5c13	srli	x24,x24,0x2	 x24:0x3bbbf1a7 x24=0x0eeefc69
          20559	       926	800001ee	3bbc1073	csrrw	x0,pmpaddr11,x24	 x24:0x0eeefc69  x0=0x00000000
          20619	       929	800001f2	0f0f1c37	lui	x24,0xf0f1	 x24=0x0f0f1000
          20639	       930	800001f6	f0fc0c13	addi	x24,x24,-241	 x24:0x0f0f1000 x24=0x0f0f0f0f
          20799	       938	800001fa	3a2c1073	csrrw	x0,pmpcfg2,x24	 x24:0x0f0f0f0f  x0=0x00000000
          20859	       941	800001fe	00003c17	auipc	x24,0x3	 x24=0x800031fe
          20879	       942	80000202	3eec0c13	addi	x24,x24,1006	 x24:0x800031fe x24=0x800035ec
          21059	       951	80000206	ccccdeb7	lui	x29,0xccccd	 x29=0xccccd000
