Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
          24993	      1148	80000080	40001437	lui	x8,0x40001	  x8=0x40001000
          25133	      1155	80000084	10640413	addi	x8,x8,262	  x8:0x40001000  x8=0x40001106
          25313	      1164	80000088	30141073	csrrw	x0,misa,x8	  x8:0x40001106  x0=0x00000000
          25373	      1167	8000008c	00026917	auipc	x18,0x26	 x18=0x8002608c
          25493	      1173	80000090	c5890913	addi	x18,x18,-936	 x18:0x8002608c x18=0x80025ce4
          25513	      1174	80000094	00002417	auipc	x8,0x2	  x8=0x80002094
          25893	      1193	80000098	66c40413	addi	x8,x8,1644	  x8:0x80002094  x8=0x80002700
          26033	      1200	8000009c	00146413	ori	x8,x8,1	  x8:0x80002700  x8=0x80002701
          26053	      1201	800000a0	30541073	csrrw	x0,mtvec,x8	  x8:0x80002701  x0=0x00000000
          26113	      1204	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
          26173	      1207	800000a8	00003a97	auipc	x21,0x3	 x21=0x800030a8
          26193	      1208	800000ac	400a8a93	addi	x21,x21,1024	 x21:0x800030a8 x21=0x800034a8
          26213	      1209	800000b0	4401	c.li	x8,0	  x8=0x00000000
          26233	      1210	800000b2	9aa2	c.add	x21,x8	 x21:0x800034a8  x8:0x00000000 x21=0x800034a8
          26293	      1213	800000b4	002ada93	srli	x21,x21,0x2	 x21:0x800034a8 x21=0x20000d2a
          26313	      1214	800000b8	3b0a9073	csrrw	x0,pmpaddr0,x21	 x21:0x20000d2a  x0=0x00000000
          26373	      1217	800000bc	00003a97	auipc	x21,0x3	 x21=0x800030bc
          26473	      1222	800000c0	3eca8a93	addi	x21,x21,1004	 x21:0x800030bc x21=0x800034a8
          26493	      1223	800000c4	11111437	lui	x8,0x11111	  x8=0x11111000
          26913	      1244	800000c8	11140413	addi	x8,x8,273	  x8:0x11111000  x8=0x11111111
          27053	      1251	800000cc	9aa2	c.add	x21,x8	 x21:0x800034a8  x8:0x11111111 x21=0x911145b9
          27213	      1259	800000ce	002ada93	srli	x21,x21,0x2	 x21:0x911145b9 x21=0x2444516e
          27233	      1260	800000d2	3b1a9073	csrrw	x0,pmpaddr1,x21	 x21:0x2444516e  x0=0x00000000
          27613	      1279	800000d6	00003a97	auipc	x21,0x3	 x21=0x800030d6
          28033	      1300	800000da	3d2a8a93	addi	x21,x21,978	 x21:0x800030d6 x21=0x800034a8
          28053	      1301	800000de	22222437	lui	x8,0x22222	  x8=0x22222000
          28073	      1302	800000e2	22240413	addi	x8,x8,546	  x8:0x22222000  x8=0x22222222
          28093	      1303	800000e6	9aa2	c.add	x21,x8	 x21:0x800034a8  x8:0x22222222 x21=0xa22256ca
          28113	      1304	800000e8	002ada93	srli	x21,x21,0x2	 x21:0xa22256ca x21=0x288895b2
          28133	      1305	800000ec	3b2a9073	csrrw	x0,pmpaddr2,x21	 x21:0x288895b2  x0=0x00000000
          28333	      1315	800000f0	00003a97	auipc	x21,0x3	 x21=0x800030f0
          28413	      1319	800000f4	3b8a8a93	addi	x21,x21,952	 x21:0x800030f0 x21=0x800034a8
          28513	      1324	800000f8	33333437	lui	x8,0x33333	  x8=0x33333000
          28673	      1332	800000fc	33340413	addi	x8,x8,819	  x8:0x33333000  x8=0x33333333
          29093	      1353	80000100	9aa2	c.add	x21,x8	 x21:0x800034a8  x8:0x33333333 x21=0xb33367db
          29173	      1357	80000102	002ada93	srli	x21,x21,0x2	 x21:0xb33367db x21=0x2cccd9f6
          29213	      1359	80000106	3b3a9073	csrrw	x0,pmpaddr3,x21	 x21:0x2cccd9f6  x0=0x00000000
          29633	      1380	8000010a	0f0f1ab7	lui	x21,0xf0f1	 x21=0x0f0f1000
