Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           7773	       287	80000080	40001637	lui	x12,0x40001	 x12=0x40001000
           8053	       301	80000084	10660613	addi	x12,x12,262	 x12:0x40001000 x12=0x40001106
           8093	       303	80000088	30161073	csrrw	x0,misa,x12	 x12:0x40001106  x0=0x00000000
           8153	       306	8000008c	00026297	auipc	x5,0x26	  x5=0x8002608c
           8173	       307	80000090	c5828293	addi	x5,x5,-936	  x5:0x8002608c  x5=0x80025ce4
           8193	       308	80000094	00002617	auipc	x12,0x2	 x12=0x80002094
           8313	       314	80000098	66c60613	addi	x12,x12,1644	 x12:0x80002094 x12=0x80002700
           8553	       326	8000009c	00166613	ori	x12,x12,1	 x12:0x80002700 x12=0x80002701
           8713	       334	800000a0	30561073	csrrw	x0,mtvec,x12	 x12:0x80002701  x0=0x00000000
           8773	       337	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           8833	       340	800000a8	00003e17	auipc	x28,0x3	 x28=0x800030a8
           8853	       341	800000ac	400e0e13	addi	x28,x28,1024	 x28:0x800030a8 x28=0x800034a8
           8973	       347	800000b0	4601	c.li	x12,0	 x12=0x00000000
           8993	       348	800000b2	9e32	c.add	x28,x12	 x28:0x800034a8 x12:0x00000000 x28=0x800034a8
           9013	       349	800000b4	002e5e13	srli	x28,x28,0x2	 x28:0x800034a8 x28=0x20000d2a
           9033	       350	800000b8	3b0e1073	csrrw	x0,pmpaddr0,x28	 x28:0x20000d2a  x0=0x00000000
           9353	       366	800000bc	00003e17	auipc	x28,0x3	 x28=0x800030bc
           9373	       367	800000c0	3ece0e13	addi	x28,x28,1004	 x28:0x800030bc x28=0x800034a8
           9393	       368	800000c4	11111637	lui	x12,0x11111	 x12=0x11111000
           9413	       369	800000c8	11160613	addi	x12,x12,273	 x12:0x11111000 x12=0x11111111
           9633	       380	800000cc	9e32	c.add	x28,x12	 x28:0x800034a8 x12:0x11111111 x28=0x911145b9
           9653	       381	800000ce	002e5e13	srli	x28,x28,0x2	 x28:0x911145b9 x28=0x2444516e
           9673	       382	800000d2	3b1e1073	csrrw	x0,pmpaddr1,x28	 x28:0x2444516e  x0=0x00000000
           9913	       394	800000d6	00003e17	auipc	x28,0x3	 x28=0x800030d6
           9933	       395	800000da	3d2e0e13	addi	x28,x28,978	 x28:0x800030d6 x28=0x800034a8
           9953	       396	800000de	22222637	lui	x12,0x22222	 x12=0x22222000
