Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
          10853	       441	80000080	40001fb7	lui	x31,0x40001	 x31=0x40001000
          11013	       449	80000084	106f8f93	addi	x31,x31,262	 x31:0x40001000 x31=0x40001106
          11033	       450	80000088	301f9073	csrrw	x0,misa,x31	 x31:0x40001106  x0=0x00000000
          11133	       455	8000008c	00026117	auipc	x2,0x26	  x2=0x8002608c
          11193	       458	80000090	c5810113	addi	x2,x2,-936	  x2:0x8002608c  x2=0x80025ce4
          11293	       463	80000094	00002f97	auipc	x31,0x2	 x31=0x80002094
          11433	       470	80000098	66cf8f93	addi	x31,x31,1644	 x31:0x80002094 x31=0x80002700
          11453	       471	8000009c	001fef93	ori	x31,x31,1	 x31:0x80002700 x31=0x80002701
          11473	       472	800000a0	305f9073	csrrw	x0,mtvec,x31	 x31:0x80002701  x0=0x00000000
          11593	       478	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
          11653	       481	800000a8	00003217	auipc	x4,0x3	  x4=0x800030a8
          11713	       484	800000ac	43c20213	addi	x4,x4,1084	  x4:0x800030a8  x4=0x800034e4
          12193	       508	800000b0	4f81	c.li	x31,0	 x31=0x00000000
          12213	       509	800000b2	927e	c.add	x4,x31	  x4:0x800034e4 x31:0x00000000  x4=0x800034e4
          12613	       529	800000b4	00225213	srli	x4,x4,0x2	  x4:0x800034e4  x4=0x20000d39
          12633	       530	800000b8	3b021073	csrrw	x0,pmpaddr0,x4	  x4:0x20000d39  x0=0x00000000
          12693	       533	800000bc	00003217	auipc	x4,0x3	  x4=0x800030bc
          12773	       537	800000c0	42820213	addi	x4,x4,1064	  x4:0x800030bc  x4=0x800034e4
          12973	       547	800000c4	11111fb7	lui	x31,0x11111	 x31=0x11111000
          13073	       552	800000c8	111f8f93	addi	x31,x31,273	 x31:0x11111000 x31=0x11111111
          13093	       553	800000cc	927e	c.add	x4,x31	  x4:0x800034e4 x31:0x11111111  x4=0x911145f5
          13113	       554	800000ce	00225213	srli	x4,x4,0x2	  x4:0x911145f5  x4=0x2444517d
          13533	       575	800000d2	3b121073	csrrw	x0,pmpaddr1,x4	  x4:0x2444517d  x0=0x00000000
          13593	       578	800000d6	00003217	auipc	x4,0x3	  x4=0x800030d6
          13713	       584	800000da	40e20213	addi	x4,x4,1038	  x4:0x800030d6  x4=0x800034e4
          13733	       585	800000de	22222fb7	lui	x31,0x22222	 x31=0x22222000
          13753	       586	800000e2	222f8f93	addi	x31,x31,546	 x31:0x22222000 x31=0x22222222
          13773	       587	800000e6	927e	c.add	x4,x31	  x4:0x800034e4 x31:0x22222222  x4=0xa2225706
          13793	       588	800000e8	00225213	srli	x4,x4,0x2	  x4:0xa2225706  x4=0x288895c1
          13813	       589	800000ec	3b221073	csrrw	x0,pmpaddr2,x4	  x4:0x288895c1  x0=0x00000000
          14353	       616	800000f0	00003217	auipc	x4,0x3	  x4=0x800030f0
          14373	       617	800000f4	3f420213	addi	x4,x4,1012	  x4:0x800030f0  x4=0x800034e4
          14513	       624	800000f8	33333fb7	lui	x31,0x33333	 x31=0x33333000
          14533	       625	800000fc	333f8f93	addi	x31,x31,819	 x31:0x33333000 x31=0x33333333
