Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2331	        15	80000080	40001d37	lui	x26,0x40001	 x26=0x40001000
           2471	        22	80000084	106d0d13	addi	x26,x26,262	 x26:0x40001000 x26=0x40001106
           2491	        23	80000088	301d1073	csrrw	x0,misa,x26	 x26:0x40001106  x0=0x00000000
           2911	        44	8000008c	00026f97	auipc	x31,0x26	 x31=0x8002608c
           2931	        45	80000090	c58f8f93	addi	x31,x31,-936	 x31:0x8002608c x31=0x80025ce4
           3351	        66	80000094	00002d17	auipc	x26,0x2	 x26=0x80002094
           3371	        67	80000098	66cd0d13	addi	x26,x26,1644	 x26:0x80002094 x26=0x80002700
           3391	        68	8000009c	001d6d13	ori	x26,x26,1	 x26:0x80002700 x26=0x80002701
           3411	        69	800000a0	305d1073	csrrw	x0,mtvec,x26	 x26:0x80002701  x0=0x00000000
           3491	        73	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3591	        78	800000a8	00003717	auipc	x14,0x3	 x14=0x800030a8
           3991	        98	800000ac	41070713	addi	x14,x14,1040	 x14:0x800030a8 x14=0x800034b8
           4191	       108	800000b0	4d01	c.li	x26,0	 x26=0x00000000
           4211	       109	800000b2	976a	c.add	x14,x26	 x14:0x800034b8 x26:0x00000000 x14=0x800034b8
           4231	       110	800000b4	8309	c.srli	x14,0x2	 x14:0x800034b8 x14=0x20000d2e
           4251	       111	800000b6	3b071073	csrrw	x0,pmpaddr0,x14	 x14:0x20000d2e  x0=0x00000000
           4311	       114	800000ba	00003717	auipc	x14,0x3	 x14=0x800030ba
           4331	       115	800000be	3fe70713	addi	x14,x14,1022	 x14:0x800030ba x14=0x800034b8
           4431	       120	800000c2	11111d37	lui	x26,0x11111	 x26=0x11111000
           4531	       125	800000c6	111d0d13	addi	x26,x26,273	 x26:0x11111000 x26=0x11111111
           4551	       126	800000ca	976a	c.add	x14,x26	 x14:0x800034b8 x26:0x11111111 x14=0x911145c9
           4571	       127	800000cc	8309	c.srli	x14,0x2	 x14:0x911145c9 x14=0x24445172
           4951	       146	800000ce	3b171073	csrrw	x0,pmpaddr1,x14	 x14:0x24445172  x0=0x00000000
           5011	       149	800000d2	00003717	auipc	x14,0x3	 x14=0x800030d2
           5111	       154	800000d6	3e670713	addi	x14,x14,998	 x14:0x800030d2 x14=0x800034b8
           5391	       168	800000da	22222d37	lui	x26,0x22222	 x26=0x22222000
           5411	       169	800000de	222d0d13	addi	x26,x26,546	 x26:0x22222000 x26=0x22222222
           5431	       170	800000e2	976a	c.add	x14,x26	 x14:0x800034b8 x26:0x22222222 x14=0xa22256da
           5451	       171	800000e4	8309	c.srli	x14,0x2	 x14:0xa22256da x14=0x288895b6
           5651	       181	800000e6	3b271073	csrrw	x0,pmpaddr2,x14	 x14:0x288895b6  x0=0x00000000
           5711	       184	800000ea	00003717	auipc	x14,0x3	 x14=0x800030ea
           5731	       185	800000ee	3ce70713	addi	x14,x14,974	 x14:0x800030ea x14=0x800034b8
           5891	       193	800000f2	33333d37	lui	x26,0x33333	 x26=0x33333000
           5911	       194	800000f6	333d0d13	addi	x26,x26,819	 x26:0x33333000 x26=0x33333333
           5931	       195	800000fa	976a	c.add	x14,x26	 x14:0x800034b8 x26:0x33333333 x14=0xb33367eb
