Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2597	        28	80000080	40001c37	lui	x24,0x40001	 x24=0x40001000
           2617	        29	80000084	106c0c13	addi	x24,x24,262	 x24:0x40001000 x24=0x40001106
           2657	        31	80000088	301c1073	csrrw	x0,misa,x24	 x24:0x40001106  x0=0x00000000
           2717	        34	8000008c	00026a17	auipc	x20,0x26	 x20=0x8002608c
           2937	        45	80000090	c58a0a13	addi	x20,x20,-936	 x20:0x8002608c x20=0x80025ce4
           2957	        46	80000094	00002c17	auipc	x24,0x2	 x24=0x80002094
           2977	        47	80000098	66cc0c13	addi	x24,x24,1644	 x24:0x80002094 x24=0x80002700
           3097	        53	8000009c	001c6c13	ori	x24,x24,1	 x24:0x80002700 x24=0x80002701
           3117	        54	800000a0	305c1073	csrrw	x0,mtvec,x24	 x24:0x80002701  x0=0x00000000
           3297	        63	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3357	        66	800000a8	00003797	auipc	x15,0x3	 x15=0x800030a8
           3557	        76	800000ac	41478793	addi	x15,x15,1044	 x15:0x800030a8 x15=0x800034bc
           3577	        77	800000b0	4c01	c.li	x24,0	 x24=0x00000000
           3597	        78	800000b2	97e2	c.add	x15,x24	 x15:0x800034bc x24:0x00000000 x15=0x800034bc
           3617	        79	800000b4	8389	c.srli	x15,0x2	 x15:0x800034bc x15=0x20000d2f
           3637	        80	800000b6	3b079073	csrrw	x0,pmpaddr0,x15	 x15:0x20000d2f  x0=0x00000000
           3697	        83	800000ba	00003797	auipc	x15,0x3	 x15=0x800030ba
           3717	        84	800000be	40278793	addi	x15,x15,1026	 x15:0x800030ba x15=0x800034bc
           3877	        92	800000c2	11111c37	lui	x24,0x11111	 x24=0x11111000
           3897	        93	800000c6	111c0c13	addi	x24,x24,273	 x24:0x11111000 x24=0x11111111
           3917	        94	800000ca	97e2	c.add	x15,x24	 x15:0x800034bc x24:0x11111111 x15=0x911145cd
           4097	       103	800000cc	8389	c.srli	x15,0x2	 x15:0x911145cd x15=0x24445173
           4117	       104	800000ce	3b179073	csrrw	x0,pmpaddr1,x15	 x15:0x24445173  x0=0x00000000
           4337	       115	800000d2	00003797	auipc	x15,0x3	 x15=0x800030d2
           4357	       116	800000d6	3ea78793	addi	x15,x15,1002	 x15:0x800030d2 x15=0x800034bc
           4377	       117	800000da	22222c37	lui	x24,0x22222	 x24=0x22222000
           4797	       138	800000de	222c0c13	addi	x24,x24,546	 x24:0x22222000 x24=0x22222222
           4817	       139	800000e2	97e2	c.add	x15,x24	 x15:0x800034bc x24:0x22222222 x15=0xa22256de
           4997	       148	800000e4	8389	c.srli	x15,0x2	 x15:0xa22256de x15=0x288895b7
           5157	       156	800000e6	3b279073	csrrw	x0,pmpaddr2,x15	 x15:0x288895b7  x0=0x00000000
           5577	       177	800000ea	00003797	auipc	x15,0x3	 x15=0x800030ea
           5597	       178	800000ee	3d278793	addi	x15,x15,978	 x15:0x800030ea x15=0x800034bc
           5617	       179	800000f2	33333c37	lui	x24,0x33333	 x24=0x33333000
           5637	       180	800000f6	333c0c13	addi	x24,x24,819	 x24:0x33333000 x24=0x33333333
           5657	       181	800000fa	97e2	c.add	x15,x24	 x15:0x800034bc x24:0x33333333 x15=0xb33367ef
           6057	       201	800000fc	8389	c.srli	x15,0x2	 x15:0xb33367ef x15=0x2cccd9fb
           6097	       203	800000fe	3b379073	csrrw	x0,pmpaddr3,x15	 x15:0x2cccd9fb  x0=0x00000000
           6517	       224	80000102	0f0f17b7	lui	x15,0xf0f1	 x15=0x0f0f1000
           6537	       225	80000106	f0f78793	addi	x15,x15,-241	 x15:0x0f0f1000 x15=0x0f0f0f0f
           6557	       226	8000010a	3a079073	csrrw	x0,pmpcfg0,x15	 x15:0x0f0f0f0f  x0=0x00000000
           6757	       236	8000010e	00003797	auipc	x15,0x3	 x15=0x8000310e
           7017	       249	80000112	3ae78793	addi	x15,x15,942	 x15:0x8000310e x15=0x800034bc
           7037	       250	80000116	44444c37	lui	x24,0x44444	 x24=0x44444000
           7137	       255	8000011a	444c0c13	addi	x24,x24,1092	 x24:0x44444000 x24=0x44444444
           7157	       256	8000011e	97e2	c.add	x15,x24	 x15:0x800034bc x24:0x44444444 x15=0xc4447900
           7177	       257	80000120	8389	c.srli	x15,0x2	 x15:0xc4447900 x15=0x31111e40
           7237	       260	80000122	3b479073	csrrw	x0,pmpaddr4,x15	 x15:0x31111e40  x0=0x00000000
           7537	       275	80000126	00003797	auipc	x15,0x3	 x15=0x80003126
           7557	       276	8000012a	39678793	addi	x15,x15,918	 x15:0x80003126 x15=0x800034bc
           7577	       277	8000012e	55555c37	lui	x24,0x55555	 x24=0x55555000
           7997	       298	80000132	555c0c13	addi	x24,x24,1365	 x24:0x55555000 x24=0x55555555
           8017	       299	80000136	97e2	c.add	x15,x24	 x15:0x800034bc x24:0x55555555 x15=0xd5558a11
           8277	       312	80000138	8389	c.srli	x15,0x2	 x15:0xd5558a11 x15=0x35556284
           8297	       313	8000013a	3b579073	csrrw	x0,pmpaddr5,x15	 x15:0x35556284  x0=0x00000000
           8357	       316	8000013e	00003797	auipc	x15,0x3	 x15=0x8000313e
           8377	       317	80000142	37e78793	addi	x15,x15,894	 x15:0x8000313e x15=0x800034bc
           8397	       318	80000146	66666c37	lui	x24,0x66666	 x24=0x66666000
           8437	       320	8000014a	666c0c13	addi	x24,x24,1638	 x24:0x66666000 x24=0x66666666
           8457	       321	8000014e	97e2	c.add	x15,x24	 x15:0x800034bc x24:0x66666666 x15=0xe6669b22
           8477	       322	80000150	8389	c.srli	x15,0x2	 x15:0xe6669b22 x15=0x3999a6c8
           8577	       327	80000152	3b679073	csrrw	x0,pmpaddr6,x15	 x15:0x3999a6c8  x0=0x00000000
           8637	       330	80000156	00003797	auipc	x15,0x3	 x15=0x80003156
           8737	       335	8000015a	36678793	addi	x15,x15,870	 x15:0x80003156 x15=0x800034bc
           8817	       339	8000015e	77777c37	lui	x24,0x77777	 x24=0x77777000
           8837	       340	80000162	777c0c13	addi	x24,x24,1911	 x24:0x77777000 x24=0x77777777
           8857	       341	80000166	97e2	c.add	x15,x24	 x15:0x800034bc x24:0x77777777 x15=0xf777ac33
           9257	       361	80000168	8389	c.srli	x15,0x2	 x15:0xf777ac33 x15=0x3dddeb0c
           9277	       362	8000016a	3b779073	csrrw	x0,pmpaddr7,x15	 x15:0x3dddeb0c  x0=0x00000000
           9497	       373	8000016e	0f0f17b7	lui	x15,0xf0f1	 x15=0x0f0f1000
           9517	       374	80000172	f0f78793	addi	x15,x15,-241	 x15:0x0f0f1000 x15=0x0f0f0f0f
           9537	       375	80000176	3a179073	csrrw	x0,pmpcfg1,x15	 x15:0x0f0f0f0f  x0=0x00000000
