Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
          11691	       483	80000080	400015b7	lui	x11,0x40001	 x11=0x40001000
          11711	       484	80000084	10658593	addi	x11,x11,262	 x11:0x40001000 x11=0x40001106
          11891	       493	80000088	30159073	csrrw	x0,misa,x11	 x11:0x40001106  x0=0x00000000
          12271	       512	8000008c	00026417	auipc	x8,0x26	  x8=0x8002608c
          12291	       513	80000090	c5840413	addi	x8,x8,-936	  x8:0x8002608c  x8=0x80025ce4
          12311	       514	80000094	00002597	auipc	x11,0x2	 x11=0x80002094
          12331	       515	80000098	66c58593	addi	x11,x11,1644	 x11:0x80002094 x11=0x80002700
          12511	       524	8000009c	0015e593	ori	x11,x11,1	 x11:0x80002700 x11=0x80002701
          12531	       525	800000a0	30559073	csrrw	x0,mtvec,x11	 x11:0x80002701  x0=0x00000000
          12591	       528	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
          12651	       531	800000a8	00003697	auipc	x13,0x3	 x13=0x800030a8
          12671	       532	800000ac	3cc68693	addi	x13,x13,972	 x13:0x800030a8 x13=0x80003474
          12751	       536	800000b0	4581	c.li	x11,0	 x11=0x00000000
          12771	       537	800000b2	96ae	c.add	x13,x11	 x13:0x80003474 x11:0x00000000 x13=0x80003474
          12891	       543	800000b4	8289	c.srli	x13,0x2	 x13:0x80003474 x13=0x20000d1d
          12911	       544	800000b6	3b069073	csrrw	x0,pmpaddr0,x13	 x13:0x20000d1d  x0=0x00000000
          12971	       547	800000ba	00003697	auipc	x13,0x3	 x13=0x800030ba
          13191	       558	800000be	3ba68693	addi	x13,x13,954	 x13:0x800030ba x13=0x80003474
          13531	       575	800000c2	111115b7	lui	x11,0x11111	 x11=0x11111000
          13671	       582	800000c6	11158593	addi	x11,x11,273	 x11:0x11111000 x11=0x11111111
          13691	       583	800000ca	96ae	c.add	x13,x11	 x13:0x80003474 x11:0x11111111 x13=0x91114585
          13771	       587	800000cc	8289	c.srli	x13,0x2	 x13:0x91114585 x13=0x24445161
          13911	       594	800000ce	3b169073	csrrw	x0,pmpaddr1,x13	 x13:0x24445161  x0=0x00000000
          13971	       597	800000d2	00003697	auipc	x13,0x3	 x13=0x800030d2
          13991	       598	800000d6	3a268693	addi	x13,x13,930	 x13:0x800030d2 x13=0x80003474
          14151	       606	800000da	222225b7	lui	x11,0x22222	 x11=0x22222000
          14571	       627	800000de	22258593	addi	x11,x11,546	 x11:0x22222000 x11=0x22222222
          14591	       628	800000e2	96ae	c.add	x13,x11	 x13:0x80003474 x11:0x22222222 x13=0xa2225696
          14911	       644	800000e4	8289	c.srli	x13,0x2	 x13:0xa2225696 x13=0x288895a5
          15331	       665	800000e6	3b269073	csrrw	x0,pmpaddr2,x13	 x13:0x288895a5  x0=0x00000000
          15511	       674	800000ea	00003697	auipc	x13,0x3	 x13=0x800030ea
          15531	       675	800000ee	38a68693	addi	x13,x13,906	 x13:0x800030ea x13=0x80003474
          15591	       678	800000f2	333335b7	lui	x11,0x33333	 x11=0x33333000
