Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2198	         8	80000080	40001db7	lui	x27,0x40001	 x27=0x40001000
           2218	         9	80000084	106d8d93	addi	x27,x27,262	 x27:0x40001000 x27=0x40001106
           2238	        10	80000088	301d9073	csrrw	x0,misa,x27	 x27:0x40001106  x0=0x00000000
           2398	        18	8000008c	00026217	auipc	x4,0x26	  x4=0x8002608c
           2418	        19	80000090	c5820213	addi	x4,x4,-936	  x4:0x8002608c  x4=0x80025ce4
           2438	        20	80000094	00002d97	auipc	x27,0x2	 x27=0x80002094
           2478	        22	80000098	66cd8d93	addi	x27,x27,1644	 x27:0x80002094 x27=0x80002700
           2498	        23	8000009c	001ded93	ori	x27,x27,1	 x27:0x80002700 x27=0x80002701
           2518	        24	800000a0	305d9073	csrrw	x0,mtvec,x27	 x27:0x80002701  x0=0x00000000
           2938	        45	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3098	        53	800000a8	00003597	auipc	x11,0x3	 x11=0x800030a8
           3118	        54	800000ac	41458593	addi	x11,x11,1044	 x11:0x800030a8 x11=0x800034bc
           3498	        73	800000b0	4d81	c.li	x27,0	 x27=0x00000000
           3518	        74	800000b2	95ee	c.add	x11,x27	 x11:0x800034bc x27:0x00000000 x11=0x800034bc
           3538	        75	800000b4	8189	c.srli	x11,0x2	 x11:0x800034bc x11=0x20000d2f
           3578	        77	800000b6	3b059073	csrrw	x0,pmpaddr0,x11	 x11:0x20000d2f  x0=0x00000000
           3638	        80	800000ba	00003597	auipc	x11,0x3	 x11=0x800030ba
           3718	        84	800000be	40258593	addi	x11,x11,1026	 x11:0x800030ba x11=0x800034bc
           4078	       102	800000c2	11111db7	lui	x27,0x11111	 x27=0x11111000
           4098	       103	800000c6	111d8d93	addi	x27,x27,273	 x27:0x11111000 x27=0x11111111
           4118	       104	800000ca	95ee	c.add	x11,x27	 x11:0x800034bc x27:0x11111111 x11=0x911145cd
           4138	       105	800000cc	8189	c.srli	x11,0x2	 x11:0x911145cd x11=0x24445173
           4158	       106	800000ce	3b159073	csrrw	x0,pmpaddr1,x11	 x11:0x24445173  x0=0x00000000
           4218	       109	800000d2	00003597	auipc	x11,0x3	 x11=0x800030d2
           4238	       110	800000d6	3ea58593	addi	x11,x11,1002	 x11:0x800030d2 x11=0x800034bc
           4378	       117	800000da	22222db7	lui	x27,0x22222	 x27=0x22222000
           4758	       136	800000de	222d8d93	addi	x27,x27,546	 x27:0x22222000 x27=0x22222222
           4778	       137	800000e2	95ee	c.add	x11,x27	 x11:0x800034bc x27:0x22222222 x11=0xa22256de
           5138	       155	800000e4	8189	c.srli	x11,0x2	 x11:0xa22256de x11=0x288895b7
           5158	       156	800000e6	3b259073	csrrw	x0,pmpaddr2,x11	 x11:0x288895b7  x0=0x00000000
           5218	       159	800000ea	00003597	auipc	x11,0x3	 x11=0x800030ea
           5238	       160	800000ee	3d258593	addi	x11,x11,978	 x11:0x800030ea x11=0x800034bc
           5258	       161	800000f2	33333db7	lui	x27,0x33333	 x27=0x33333000
           5498	       173	800000f6	333d8d93	addi	x27,x27,819	 x27:0x33333000 x27=0x33333333
           5518	       174	800000fa	95ee	c.add	x11,x27	 x11:0x800034bc x27:0x33333333 x11=0xb33367ef
           5538	       175	800000fc	8189	c.srli	x11,0x2	 x11:0xb33367ef x11=0x2cccd9fb
           5718	       184	800000fe	3b359073	csrrw	x0,pmpaddr3,x11	 x11:0x2cccd9fb  x0=0x00000000
           5778	       187	80000102	0f0f15b7	lui	x11,0xf0f1	 x11=0x0f0f1000
           5798	       188	80000106	f0f58593	addi	x11,x11,-241	 x11:0x0f0f1000 x11=0x0f0f0f0f
           5818	       189	8000010a	3a059073	csrrw	x0,pmpcfg0,x11	 x11:0x0f0f0f0f  x0=0x00000000
           5878	       192	8000010e	00003597	auipc	x11,0x3	 x11=0x8000310e
           5918	       194	80000112	3ae58593	addi	x11,x11,942	 x11:0x8000310e x11=0x800034bc
           5978	       197	80000116	44444db7	lui	x27,0x44444	 x27=0x44444000
           5998	       198	8000011a	444d8d93	addi	x27,x27,1092	 x27:0x44444000 x27=0x44444444
           6018	       199	8000011e	95ee	c.add	x11,x27	 x11:0x800034bc x27:0x44444444 x11=0xc4447900
           6038	       200	80000120	8189	c.srli	x11,0x2	 x11:0xc4447900 x11=0x31111e40
           6058	       201	80000122	3b459073	csrrw	x0,pmpaddr4,x11	 x11:0x31111e40  x0=0x00000000
           6218	       209	80000126	00003597	auipc	x11,0x3	 x11=0x80003126
           6238	       210	8000012a	39658593	addi	x11,x11,918	 x11:0x80003126 x11=0x800034bc
           6358	       216	8000012e	55555db7	lui	x27,0x55555	 x27=0x55555000
