Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2197	         8	80000080	40001e37	lui	x28,0x40001	 x28=0x40001000
           2617	        29	80000084	106e0e13	addi	x28,x28,262	 x28:0x40001000 x28=0x40001106
           2797	        38	80000088	301e1073	csrrw	x0,misa,x28	 x28:0x40001106  x0=0x00000000
           3077	        52	8000008c	00026817	auipc	x16,0x26	 x16=0x8002608c
           3097	        53	80000090	c5880813	addi	x16,x16,-936	 x16:0x8002608c x16=0x80025ce4
           3357	        66	80000094	00002e17	auipc	x28,0x2	 x28=0x80002094
           3377	        67	80000098	66ce0e13	addi	x28,x28,1644	 x28:0x80002094 x28=0x80002700
           3797	        88	8000009c	001e6e13	ori	x28,x28,1	 x28:0x80002700 x28=0x80002701
           3957	        96	800000a0	305e1073	csrrw	x0,mtvec,x28	 x28:0x80002701  x0=0x00000000
           4377	       117	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           4437	       120	800000a8	00003317	auipc	x6,0x3	  x6=0x800030a8
           4457	       121	800000ac	44430313	addi	x6,x6,1092	  x6:0x800030a8  x6=0x800034ec
           4477	       122	800000b0	4e01	c.li	x28,0	 x28=0x00000000
           4497	       123	800000b2	9372	c.add	x6,x28	  x6:0x800034ec x28:0x00000000  x6=0x800034ec
           4597	       128	800000b4	00235313	srli	x6,x6,0x2	  x6:0x800034ec  x6=0x20000d3b
           4617	       129	800000b8	3b031073	csrrw	x0,pmpaddr0,x6	  x6:0x20000d3b  x0=0x00000000
           4677	       132	800000bc	00003317	auipc	x6,0x3	  x6=0x800030bc
           4697	       133	800000c0	43030313	addi	x6,x6,1072	  x6:0x800030bc  x6=0x800034ec
           4717	       134	800000c4	11111e37	lui	x28,0x11111	 x28=0x11111000
           4737	       135	800000c8	111e0e13	addi	x28,x28,273	 x28:0x11111000 x28=0x11111111
           4757	       136	800000cc	9372	c.add	x6,x28	  x6:0x800034ec x28:0x11111111  x6=0x911145fd
           5177	       157	800000ce	00235313	srli	x6,x6,0x2	  x6:0x911145fd  x6=0x2444517f
           5357	       166	800000d2	3b131073	csrrw	x0,pmpaddr1,x6	  x6:0x2444517f  x0=0x00000000
           5417	       169	800000d6	00003317	auipc	x6,0x3	  x6=0x800030d6
           5437	       170	800000da	41630313	addi	x6,x6,1046	  x6:0x800030d6  x6=0x800034ec
           5817	       189	800000de	22222e37	lui	x28,0x22222	 x28=0x22222000
           5897	       193	800000e2	222e0e13	addi	x28,x28,546	 x28:0x22222000 x28=0x22222222
           5917	       194	800000e6	9372	c.add	x6,x28	  x6:0x800034ec x28:0x22222222  x6=0xa222570e
           6057	       201	800000e8	00235313	srli	x6,x6,0x2	  x6:0xa222570e  x6=0x288895c3
           6077	       202	800000ec	3b231073	csrrw	x0,pmpaddr2,x6	  x6:0x288895c3  x0=0x00000000
           6137	       205	800000f0	00003317	auipc	x6,0x3	  x6=0x800030f0
           6157	       206	800000f4	3fc30313	addi	x6,x6,1020	  x6:0x800030f0  x6=0x800034ec
           6417	       219	800000f8	33333e37	lui	x28,0x33333	 x28=0x33333000
           6437	       220	800000fc	333e0e13	addi	x28,x28,819	 x28:0x33333000 x28=0x33333333
           6457	       221	80000100	9372	c.add	x6,x28	  x6:0x800034ec x28:0x33333333  x6=0xb333681f
           6837	       240	80000102	00235313	srli	x6,x6,0x2	  x6:0xb333681f  x6=0x2cccda07
           6857	       241	80000106	3b331073	csrrw	x0,pmpaddr3,x6	  x6:0x2cccda07  x0=0x00000000
           6917	       244	8000010a	0f0f1337	lui	x6,0xf0f1	  x6=0x0f0f1000
           6937	       245	8000010e	f0f30313	addi	x6,x6,-241	  x6:0x0f0f1000  x6=0x0f0f0f0f
           6977	       247	80000112	3a031073	csrrw	x0,pmpcfg0,x6	  x6:0x0f0f0f0f  x0=0x00000000
           7117	       254	80000116	00003317	auipc	x6,0x3	  x6=0x80003116
           7137	       255	8000011a	3d630313	addi	x6,x6,982	  x6:0x80003116  x6=0x800034ec
           7157	       256	8000011e	44444e37	lui	x28,0x44444	 x28=0x44444000
           7557	       276	80000122	444e0e13	addi	x28,x28,1092	 x28:0x44444000 x28=0x44444444
           7577	       277	80000126	9372	c.add	x6,x28	  x6:0x800034ec x28:0x44444444  x6=0xc4447930
           7677	       282	80000128	00235313	srli	x6,x6,0x2	  x6:0xc4447930  x6=0x31111e4c
           7897	       293	8000012c	3b431073	csrrw	x0,pmpaddr4,x6	  x6:0x31111e4c  x0=0x00000000
           7957	       296	80000130	00003317	auipc	x6,0x3	  x6=0x80003130
           8097	       303	80000134	3bc30313	addi	x6,x6,956	  x6:0x80003130  x6=0x800034ec
           8117	       304	80000138	55555e37	lui	x28,0x55555	 x28=0x55555000
           8257	       311	8000013c	555e0e13	addi	x28,x28,1365	 x28:0x55555000 x28=0x55555555
           8357	       316	80000140	9372	c.add	x6,x28	  x6:0x800034ec x28:0x55555555  x6=0xd5558a41
           8377	       317	80000142	00235313	srli	x6,x6,0x2	  x6:0xd5558a41  x6=0x35556290
           8397	       318	80000146	3b531073	csrrw	x0,pmpaddr5,x6	  x6:0x35556290  x0=0x00000000
           8617	       329	8000014a	00003317	auipc	x6,0x3	  x6=0x8000314a
           8697	       333	8000014e	3a230313	addi	x6,x6,930	  x6:0x8000314a  x6=0x800034ec
           8957	       346	80000152	66666e37	lui	x28,0x66666	 x28=0x66666000
           8977	       347	80000156	666e0e13	addi	x28,x28,1638	 x28:0x66666000 x28=0x66666666
           8997	       348	8000015a	9372	c.add	x6,x28	  x6:0x800034ec x28:0x66666666  x6=0xe6669b52
           9017	       349	8000015c	00235313	srli	x6,x6,0x2	  x6:0xe6669b52  x6=0x3999a6d4
           9037	       350	80000160	3b631073	csrrw	x0,pmpaddr6,x6	  x6:0x3999a6d4  x0=0x00000000
           9437	       370	80000164	00003317	auipc	x6,0x3	  x6=0x80003164
           9537	       375	80000168	38830313	addi	x6,x6,904	  x6:0x80003164  x6=0x800034ec
           9557	       376	8000016c	77777e37	lui	x28,0x77777	 x28=0x77777000
           9577	       377	80000170	777e0e13	addi	x28,x28,1911	 x28:0x77777000 x28=0x77777777
           9597	       378	80000174	9372	c.add	x6,x28	  x6:0x800034ec x28:0x77777777  x6=0xf777ac63
           9617	       379	80000176	00235313	srli	x6,x6,0x2	  x6:0xf777ac63  x6=0x3dddeb18
           9637	       380	8000017a	3b731073	csrrw	x0,pmpaddr7,x6	  x6:0x3dddeb18  x0=0x00000000
           9697	       383	8000017e	0f0f1337	lui	x6,0xf0f1	  x6=0x0f0f1000
           9717	       384	80000182	f0f30313	addi	x6,x6,-241	  x6:0x0f0f1000  x6=0x0f0f0f0f
           9737	       385	80000186	3a131073	csrrw	x0,pmpcfg1,x6	  x6:0x0f0f0f0f  x0=0x00000000
           9797	       388	8000018a	00003317	auipc	x6,0x3	  x6=0x8000318a
           9817	       389	8000018e	36230313	addi	x6,x6,866	  x6:0x8000318a  x6=0x800034ec
           9877	       392	80000192	88889e37	lui	x28,0x88889	 x28=0x88889000
           9897	       393	80000196	888e0e13	addi	x28,x28,-1912	 x28:0x88889000 x28=0x88888888
           9917	       394	8000019a	9372	c.add	x6,x28	  x6:0x800034ec x28:0x88888888  x6=0x0888bd74
          10317	       414	8000019c	00235313	srli	x6,x6,0x2	  x6:0x0888bd74  x6=0x02222f5d
          10337	       415	800001a0	3b831073	csrrw	x0,pmpaddr8,x6	  x6:0x02222f5d  x0=0x00000000
          10397	       418	800001a4	00003317	auipc	x6,0x3	  x6=0x800031a4
          10497	       423	800001a8	34830313	addi	x6,x6,840	  x6:0x800031a4  x6=0x800034ec
          10517	       424	800001ac	9999ae37	lui	x28,0x9999a	 x28=0x9999a000
          10637	       430	800001b0	999e0e13	addi	x28,x28,-1639	 x28:0x9999a000 x28=0x99999999
          11097	       453	800001b4	9372	c.add	x6,x28	  x6:0x800034ec x28:0x99999999  x6=0x1999ce85
          11317	       464	800001b6	00235313	srli	x6,x6,0x2	  x6:0x1999ce85  x6=0x066673a1
          11737	       485	800001ba	3b931073	csrrw	x0,pmpaddr9,x6	  x6:0x066673a1  x0=0x00000000
          11937	       495	800001be	00003317	auipc	x6,0x3	  x6=0x800031be
          11957	       496	800001c2	32e30313	addi	x6,x6,814	  x6:0x800031be  x6=0x800034ec
          12077	       502	800001c6	aaaabe37	lui	x28,0xaaaab	 x28=0xaaaab000
          12117	       504	800001ca	aaae0e13	addi	x28,x28,-1366	 x28:0xaaaab000 x28=0xaaaaaaaa
          12137	       505	800001ce	9372	c.add	x6,x28	  x6:0x800034ec x28:0xaaaaaaaa  x6=0x2aaadf96
          12157	       506	800001d0	00235313	srli	x6,x6,0x2	  x6:0x2aaadf96  x6=0x0aaab7e5
