Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2595	        28	80000080	40001fb7	lui	x31,0x40001	 x31=0x40001000
           2615	        29	80000084	106f8f93	addi	x31,x31,262	 x31:0x40001000 x31=0x40001106
           2715	        34	80000088	301f9073	csrrw	x0,misa,x31	 x31:0x40001106  x0=0x00000000
           2775	        37	8000008c	00026697	auipc	x13,0x26	 x13=0x8002608c
           2795	        38	80000090	c5868693	addi	x13,x13,-936	 x13:0x8002608c x13=0x80025ce4
           2815	        39	80000094	00002f97	auipc	x31,0x2	 x31=0x80002094
           2835	        40	80000098	f6cf8f93	addi	x31,x31,-148	 x31:0x80002094 x31=0x80002000
           2855	        41	8000009c	001fef93	ori	x31,x31,1	 x31:0x80002000 x31=0x80002001
           2875	        42	800000a0	305f9073	csrrw	x0,mtvec,x31	 x31:0x80002001  x0=0x00000000
           2935	        45	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           2995	        48	800000a8	00003297	auipc	x5,0x3	  x5=0x800030a8
           3015	        49	800000ac	c4428293	addi	x5,x5,-956	  x5:0x800030a8  x5=0x80002cec
           3075	        52	800000b0	4f81	c.li	x31,0	 x31=0x00000000
           3095	        53	800000b2	92fe	c.add	x5,x31	  x5:0x80002cec x31:0x00000000  x5=0x80002cec
           3435	        70	800000b4	0022d293	srli	x5,x5,0x2	  x5:0x80002cec  x5=0x20000b3b
           3455	        71	800000b8	3b029073	csrrw	x0,pmpaddr0,x5	  x5:0x20000b3b  x0=0x00000000
           3515	        74	800000bc	00003297	auipc	x5,0x3	  x5=0x800030bc
           3895	        93	800000c0	c3028293	addi	x5,x5,-976	  x5:0x800030bc  x5=0x80002cec
           3915	        94	800000c4	11111fb7	lui	x31,0x11111	 x31=0x11111000
           4335	       115	800000c8	111f8f93	addi	x31,x31,273	 x31:0x11111000 x31=0x11111111
           4355	       116	800000cc	92fe	c.add	x5,x31	  x5:0x80002cec x31:0x11111111  x5=0x91113dfd
           4375	       117	800000ce	0022d293	srli	x5,x5,0x2	  x5:0x91113dfd  x5=0x24444f7f
           4655	       131	800000d2	3b129073	csrrw	x0,pmpaddr1,x5	  x5:0x24444f7f  x0=0x00000000
           5075	       152	800000d6	00003297	auipc	x5,0x3	  x5=0x800030d6
           5095	       153	800000da	c1628293	addi	x5,x5,-1002	  x5:0x800030d6  x5=0x80002cec
           5115	       154	800000de	22222fb7	lui	x31,0x22222	 x31=0x22222000
           5535	       175	800000e2	222f8f93	addi	x31,x31,546	 x31:0x22222000 x31=0x22222222
           5555	       176	800000e6	92fe	c.add	x5,x31	  x5:0x80002cec x31:0x22222222  x5=0xa2224f0e
           5615	       179	800000e8	0022d293	srli	x5,x5,0x2	  x5:0xa2224f0e  x5=0x288893c3
           6035	       200	800000ec	3b229073	csrrw	x0,pmpaddr2,x5	  x5:0x288893c3  x0=0x00000000
           6355	       216	800000f0	00003297	auipc	x5,0x3	  x5=0x800030f0
           6375	       217	800000f4	bfc28293	addi	x5,x5,-1028	  x5:0x800030f0  x5=0x80002cec
           6475	       222	800000f8	33333fb7	lui	x31,0x33333	 x31=0x33333000
           6495	       223	800000fc	333f8f93	addi	x31,x31,819	 x31:0x33333000 x31=0x33333333
           6515	       224	80000100	92fe	c.add	x5,x31	  x5:0x80002cec x31:0x33333333  x5=0xb333601f
           6535	       225	80000102	0022d293	srli	x5,x5,0x2	  x5:0xb333601f  x5=0x2cccd807
           6555	       226	80000106	3b329073	csrrw	x0,pmpaddr3,x5	  x5:0x2cccd807  x0=0x00000000
           6615	       229	8000010a	0f0f12b7	lui	x5,0xf0f1	  x5=0x0f0f1000
           6635	       230	8000010e	f0f28293	addi	x5,x5,-241	  x5:0x0f0f1000  x5=0x0f0f0f0f
           6655	       231	80000112	3a029073	csrrw	x0,pmpcfg0,x5	  x5:0x0f0f0f0f  x0=0x00000000
           6715	       234	80000116	00003297	auipc	x5,0x3	  x5=0x80003116
           6835	       240	8000011a	bd628293	addi	x5,x5,-1066	  x5:0x80003116  x5=0x80002cec
           6955	       246	8000011e	44444fb7	lui	x31,0x44444	 x31=0x44444000
           6975	       247	80000122	444f8f93	addi	x31,x31,1092	 x31:0x44444000 x31=0x44444444
           6995	       248	80000126	92fe	c.add	x5,x31	  x5:0x80002cec x31:0x44444444  x5=0xc4447130
           7135	       255	80000128	0022d293	srli	x5,x5,0x2	  x5:0xc4447130  x5=0x31111c4c
           7295	       263	8000012c	3b429073	csrrw	x0,pmpaddr4,x5	  x5:0x31111c4c  x0=0x00000000
           7495	       273	80000130	00003297	auipc	x5,0x3	  x5=0x80003130
           7835	       290	80000134	bbc28293	addi	x5,x5,-1092	  x5:0x80003130  x5=0x80002cec
           7935	       295	80000138	55555fb7	lui	x31,0x55555	 x31=0x55555000
           8015	       299	8000013c	555f8f93	addi	x31,x31,1365	 x31:0x55555000 x31=0x55555555
           8155	       306	80000140	92fe	c.add	x5,x31	  x5:0x80002cec x31:0x55555555  x5=0xd5558241
           8235	       310	80000142	0022d293	srli	x5,x5,0x2	  x5:0xd5558241  x5=0x35556090
           8255	       311	80000146	3b529073	csrrw	x0,pmpaddr5,x5	  x5:0x35556090  x0=0x00000000
           8415	       319	8000014a	00003297	auipc	x5,0x3	  x5=0x8000314a
           8515	       324	8000014e	ba228293	addi	x5,x5,-1118	  x5:0x8000314a  x5=0x80002cec
           8535	       325	80000152	66666fb7	lui	x31,0x66666	 x31=0x66666000
           8875	       342	80000156	666f8f93	addi	x31,x31,1638	 x31:0x66666000 x31=0x66666666
           8895	       343	8000015a	92fe	c.add	x5,x31	  x5:0x80002cec x31:0x66666666  x5=0xe6669352
           9155	       356	8000015c	0022d293	srli	x5,x5,0x2	  x5:0xe6669352  x5=0x3999a4d4
           9355	       366	80000160	3b629073	csrrw	x0,pmpaddr6,x5	  x5:0x3999a4d4  x0=0x00000000
           9415	       369	80000164	00003297	auipc	x5,0x3	  x5=0x80003164
           9455	       371	80000168	b8828293	addi	x5,x5,-1144	  x5:0x80003164  x5=0x80002cec
           9735	       385	8000016c	77777fb7	lui	x31,0x77777	 x31=0x77777000
           9755	       386	80000170	777f8f93	addi	x31,x31,1911	 x31:0x77777000 x31=0x77777777
           9775	       387	80000174	92fe	c.add	x5,x31	  x5:0x80002cec x31:0x77777777  x5=0xf777a463
           9975	       397	80000176	0022d293	srli	x5,x5,0x2	  x5:0xf777a463  x5=0x3ddde918
          10235	       410	8000017a	3b729073	csrrw	x0,pmpaddr7,x5	  x5:0x3ddde918  x0=0x00000000
          10295	       413	8000017e	0f0f12b7	lui	x5,0xf0f1	  x5=0x0f0f1000
          10395	       418	80000182	f0f28293	addi	x5,x5,-241	  x5:0x0f0f1000  x5=0x0f0f0f0f
          10415	       419	80000186	3a129073	csrrw	x0,pmpcfg1,x5	  x5:0x0f0f0f0f  x0=0x00000000
          10475	       422	8000018a	00003297	auipc	x5,0x3	  x5=0x8000318a
          10495	       423	8000018e	b6228293	addi	x5,x5,-1182	  x5:0x8000318a  x5=0x80002cec
          10515	       424	80000192	88889fb7	lui	x31,0x88889	 x31=0x88889000
          10895	       443	80000196	888f8f93	addi	x31,x31,-1912	 x31:0x88889000 x31=0x88888888
          10915	       444	8000019a	92fe	c.add	x5,x31	  x5:0x80002cec x31:0x88888888  x5=0x0888b574
          11315	       464	8000019c	0022d293	srli	x5,x5,0x2	  x5:0x0888b574  x5=0x02222d5d
          11695	       483	800001a0	3b829073	csrrw	x0,pmpaddr8,x5	  x5:0x02222d5d  x0=0x00000000
          11855	       491	800001a4	00003297	auipc	x5,0x3	  x5=0x800031a4
          11935	       495	800001a8	b4828293	addi	x5,x5,-1208	  x5:0x800031a4  x5=0x80002cec
          11955	       496	800001ac	9999afb7	lui	x31,0x9999a	 x31=0x9999a000
          12035	       500	800001b0	999f8f93	addi	x31,x31,-1639	 x31:0x9999a000 x31=0x99999999
          12055	       501	800001b4	92fe	c.add	x5,x31	  x5:0x80002cec x31:0x99999999  x5=0x1999c685
          12295	       513	800001b6	0022d293	srli	x5,x5,0x2	  x5:0x1999c685  x5=0x066671a1
          12315	       514	800001ba	3b929073	csrrw	x0,pmpaddr9,x5	  x5:0x066671a1  x0=0x00000000
          12375	       517	800001be	00003297	auipc	x5,0x3	  x5=0x800031be
          12515	       524	800001c2	b2e28293	addi	x5,x5,-1234	  x5:0x800031be  x5=0x80002cec
