Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2354	        16	80000080	40001537	lui	x10,0x40001	 x10=0x40001000
           2554	        26	80000084	10650513	addi	x10,x10,262	 x10:0x40001000 x10=0x40001106
           2574	        27	80000088	30151073	csrrw	x0,misa,x10	 x10:0x40001106  x0=0x00000000
           2634	        30	8000008c	00026797	auipc	x15,0x26	 x15=0x8002608c
           2654	        31	80000090	c5878793	addi	x15,x15,-936	 x15:0x8002608c x15=0x80025ce4
           2674	        32	80000094	00002517	auipc	x10,0x2	 x10=0x80002094
           2694	        33	80000098	66c50513	addi	x10,x10,1644	 x10:0x80002094 x10=0x80002700
           2954	        46	8000009c	00156513	ori	x10,x10,1	 x10:0x80002700 x10=0x80002701
           3234	        60	800000a0	30551073	csrrw	x0,mtvec,x10	 x10:0x80002701  x0=0x00000000
           3294	        63	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3354	        66	800000a8	00003a97	auipc	x21,0x3	 x21=0x800030a8
           3374	        67	800000ac	400a8a93	addi	x21,x21,1024	 x21:0x800030a8 x21=0x800034a8
           3394	        68	800000b0	4501	c.li	x10,0	 x10=0x00000000
           3414	        69	800000b2	9aaa	c.add	x21,x10	 x21:0x800034a8 x10:0x00000000 x21=0x800034a8
           3434	        70	800000b4	002ada93	srli	x21,x21,0x2	 x21:0x800034a8 x21=0x20000d2a
           3694	        83	800000b8	3b0a9073	csrrw	x0,pmpaddr0,x21	 x21:0x20000d2a  x0=0x00000000
           3754	        86	800000bc	00003a97	auipc	x21,0x3	 x21=0x800030bc
           3774	        87	800000c0	3eca8a93	addi	x21,x21,1004	 x21:0x800030bc x21=0x800034a8
           3794	        88	800000c4	11111537	lui	x10,0x11111	 x10=0x11111000
           3814	        89	800000c8	11150513	addi	x10,x10,273	 x10:0x11111000 x10=0x11111111
           3834	        90	800000cc	9aaa	c.add	x21,x10	 x21:0x800034a8 x10:0x11111111 x21=0x911145b9
           3854	        91	800000ce	002ada93	srli	x21,x21,0x2	 x21:0x911145b9 x21=0x2444516e
           3874	        92	800000d2	3b1a9073	csrrw	x0,pmpaddr1,x21	 x21:0x2444516e  x0=0x00000000
           3934	        95	800000d6	00003a97	auipc	x21,0x3	 x21=0x800030d6
           3954	        96	800000da	3d2a8a93	addi	x21,x21,978	 x21:0x800030d6 x21=0x800034a8
           3974	        97	800000de	22222537	lui	x10,0x22222	 x10=0x22222000
           4374	       117	800000e2	22250513	addi	x10,x10,546	 x10:0x22222000 x10=0x22222222
           4394	       118	800000e6	9aaa	c.add	x21,x10	 x21:0x800034a8 x10:0x22222222 x21=0xa22256ca
           4514	       124	800000e8	002ada93	srli	x21,x21,0x2	 x21:0xa22256ca x21=0x288895b2
           4534	       125	800000ec	3b2a9073	csrrw	x0,pmpaddr2,x21	 x21:0x288895b2  x0=0x00000000
           4594	       128	800000f0	00003a97	auipc	x21,0x3	 x21=0x800030f0
           4914	       144	800000f4	3b8a8a93	addi	x21,x21,952	 x21:0x800030f0 x21=0x800034a8
           4934	       145	800000f8	33333537	lui	x10,0x33333	 x10=0x33333000
           5114	       154	800000fc	33350513	addi	x10,x10,819	 x10:0x33333000 x10=0x33333333
           5134	       155	80000100	9aaa	c.add	x21,x10	 x21:0x800034a8 x10:0x33333333 x21=0xb33367db
           5534	       175	80000102	002ada93	srli	x21,x21,0x2	 x21:0xb33367db x21=0x2cccd9f6
           5554	       176	80000106	3b3a9073	csrrw	x0,pmpaddr3,x21	 x21:0x2cccd9f6  x0=0x00000000
           5614	       179	8000010a	0f0f1ab7	lui	x21,0xf0f1	 x21=0x0f0f1000
           5694	       183	8000010e	f0fa8a93	addi	x21,x21,-241	 x21:0x0f0f1000 x21=0x0f0f0f0f
           5714	       184	80000112	3a0a9073	csrrw	x0,pmpcfg0,x21	 x21:0x0f0f0f0f  x0=0x00000000
           6134	       205	80000116	00003a97	auipc	x21,0x3	 x21=0x80003116
           6414	       219	8000011a	392a8a93	addi	x21,x21,914	 x21:0x80003116 x21=0x800034a8
           6474	       222	8000011e	44444537	lui	x10,0x44444	 x10=0x44444000
           6674	       232	80000122	44450513	addi	x10,x10,1092	 x10:0x44444000 x10=0x44444444
           6694	       233	80000126	9aaa	c.add	x21,x10	 x21:0x800034a8 x10:0x44444444 x21=0xc44478ec
           6714	       234	80000128	002ada93	srli	x21,x21,0x2	 x21:0xc44478ec x21=0x31111e3b
           6734	       235	8000012c	3b4a9073	csrrw	x0,pmpaddr4,x21	 x21:0x31111e3b  x0=0x00000000
           6954	       246	80000130	00003a97	auipc	x21,0x3	 x21=0x80003130
           6974	       247	80000134	378a8a93	addi	x21,x21,888	 x21:0x80003130 x21=0x800034a8
           6994	       248	80000138	55555537	lui	x10,0x55555	 x10=0x55555000
           7014	       249	8000013c	55550513	addi	x10,x10,1365	 x10:0x55555000 x10=0x55555555
           7234	       260	80000140	9aaa	c.add	x21,x10	 x21:0x800034a8 x10:0x55555555 x21=0xd55589fd
           7434	       270	80000142	002ada93	srli	x21,x21,0x2	 x21:0xd55589fd x21=0x3555627f
           7454	       271	80000146	3b5a9073	csrrw	x0,pmpaddr5,x21	 x21:0x3555627f  x0=0x00000000
           7734	       285	8000014a	00003a97	auipc	x21,0x3	 x21=0x8000314a
           7814	       289	8000014e	35ea8a93	addi	x21,x21,862	 x21:0x8000314a x21=0x800034a8
           7934	       295	80000152	66666537	lui	x10,0x66666	 x10=0x66666000
           8134	       305	80000156	66650513	addi	x10,x10,1638	 x10:0x66666000 x10=0x66666666
           8154	       306	8000015a	9aaa	c.add	x21,x10	 x21:0x800034a8 x10:0x66666666 x21=0xe6669b0e
           8174	       307	8000015c	002ada93	srli	x21,x21,0x2	 x21:0xe6669b0e x21=0x3999a6c3
           8194	       308	80000160	3b6a9073	csrrw	x0,pmpaddr6,x21	 x21:0x3999a6c3  x0=0x00000000
           8314	       314	80000164	00003a97	auipc	x21,0x3	 x21=0x80003164
           8334	       315	80000168	344a8a93	addi	x21,x21,836	 x21:0x80003164 x21=0x800034a8
           8354	       316	8000016c	77777537	lui	x10,0x77777	 x10=0x77777000
           8774	       337	80000170	77750513	addi	x10,x10,1911	 x10:0x77777000 x10=0x77777777
           8794	       338	80000174	9aaa	c.add	x21,x10	 x21:0x800034a8 x10:0x77777777 x21=0xf777ac1f
           8854	       341	80000176	002ada93	srli	x21,x21,0x2	 x21:0xf777ac1f x21=0x3dddeb07
           8874	       342	8000017a	3b7a9073	csrrw	x0,pmpaddr7,x21	 x21:0x3dddeb07  x0=0x00000000
           9294	       363	8000017e	0f0f1ab7	lui	x21,0xf0f1	 x21=0x0f0f1000
           9334	       365	80000182	f0fa8a93	addi	x21,x21,-241	 x21:0x0f0f1000 x21=0x0f0f0f0f
           9554	       376	80000186	3a1a9073	csrrw	x0,pmpcfg1,x21	 x21:0x0f0f0f0f  x0=0x00000000
           9714	       384	8000018a	00003a97	auipc	x21,0x3	 x21=0x8000318a
           9754	       386	8000018e	31ea8a93	addi	x21,x21,798	 x21:0x8000318a x21=0x800034a8
           9774	       387	80000192	88889537	lui	x10,0x88889	 x10=0x88889000
           9794	       388	80000196	88850513	addi	x10,x10,-1912	 x10:0x88889000 x10=0x88888888
           9814	       389	8000019a	9aaa	c.add	x21,x10	 x21:0x800034a8 x10:0x88888888 x21=0x0888bd30
           9834	       390	8000019c	002ada93	srli	x21,x21,0x2	 x21:0x0888bd30 x21=0x02222f4c
           9974	       397	800001a0	3b8a9073	csrrw	x0,pmpaddr8,x21	 x21:0x02222f4c  x0=0x00000000
          10354	       416	800001a4	00003a97	auipc	x21,0x3	 x21=0x800031a4
          10374	       417	800001a8	304a8a93	addi	x21,x21,772	 x21:0x800031a4 x21=0x800034a8
          10474	       422	800001ac	9999a537	lui	x10,0x9999a	 x10=0x9999a000
          10574	       427	800001b0	99950513	addi	x10,x10,-1639	 x10:0x9999a000 x10=0x99999999
          10594	       428	800001b4	9aaa	c.add	x21,x10	 x21:0x800034a8 x10:0x99999999 x21=0x1999ce41
          10674	       432	800001b6	002ada93	srli	x21,x21,0x2	 x21:0x1999ce41 x21=0x06667390
          11094	       453	800001ba	3b9a9073	csrrw	x0,pmpaddr9,x21	 x21:0x06667390  x0=0x00000000
          11374	       467	800001be	00003a97	auipc	x21,0x3	 x21=0x800031be
          11434	       470	800001c2	2eaa8a93	addi	x21,x21,746	 x21:0x800031be x21=0x800034a8
          11454	       471	800001c6	aaaab537	lui	x10,0xaaaab	 x10=0xaaaab000
          11494	       473	800001ca	aaa50513	addi	x10,x10,-1366	 x10:0xaaaab000 x10=0xaaaaaaaa
          11514	       474	800001ce	9aaa	c.add	x21,x10	 x21:0x800034a8 x10:0xaaaaaaaa x21=0x2aaadf52
          11914	       494	800001d0	002ada93	srli	x21,x21,0x2	 x21:0x2aaadf52 x21=0x0aaab7d4
          12334	       515	800001d4	3baa9073	csrrw	x0,pmpaddr10,x21	 x21:0x0aaab7d4  x0=0x00000000
          12394	       518	800001d8	00003a97	auipc	x21,0x3	 x21=0x800031d8
          12434	       520	800001dc	2d0a8a93	addi	x21,x21,720	 x21:0x800031d8 x21=0x800034a8
          12454	       521	800001e0	bbbbc537	lui	x10,0xbbbbc	 x10=0xbbbbc000
          12474	       522	800001e4	bbb50513	addi	x10,x10,-1093	 x10:0xbbbbc000 x10=0xbbbbbbbb
          12494	       523	800001e8	9aaa	c.add	x21,x10	 x21:0x800034a8 x10:0xbbbbbbbb x21=0x3bbbf063
          12654	       531	800001ea	002ada93	srli	x21,x21,0x2	 x21:0x3bbbf063 x21=0x0eeefc18
          12754	       536	800001ee	3bba9073	csrrw	x0,pmpaddr11,x21	 x21:0x0eeefc18  x0=0x00000000
          13174	       557	800001f2	0f0f1ab7	lui	x21,0xf0f1	 x21=0x0f0f1000
          13274	       562	800001f6	f0fa8a93	addi	x21,x21,-241	 x21:0x0f0f1000 x21=0x0f0f0f0f
          13294	       563	800001fa	3a2a9073	csrrw	x0,pmpcfg2,x21	 x21:0x0f0f0f0f  x0=0x00000000
          13514	       574	800001fe	00003a97	auipc	x21,0x3	 x21=0x800031fe
          13574	       577	80000202	2aaa8a93	addi	x21,x21,682	 x21:0x800031fe x21=0x800034a8
          13714	       584	80000206	ccccd537	lui	x10,0xccccd	 x10=0xccccd000
          13774	       587	8000020a	ccc50513	addi	x10,x10,-820	 x10:0xccccd000 x10=0xcccccccc
          13794	       588	8000020e	9aaa	c.add	x21,x10	 x21:0x800034a8 x10:0xcccccccc x21=0x4ccd0174
          13814	       589	80000210	002ada93	srli	x21,x21,0x2	 x21:0x4ccd0174 x21=0x1333405d
          13914	       594	80000214	3bca9073	csrrw	x0,pmpaddr12,x21	 x21:0x1333405d  x0=0x00000000
          13974	       597	80000218	00003a97	auipc	x21,0x3	 x21=0x80003218
          13994	       598	8000021c	290a8a93	addi	x21,x21,656	 x21:0x80003218 x21=0x800034a8
          14014	       599	80000220	dddde537	lui	x10,0xdddde	 x10=0xdddde000
          14134	       605	80000224	ddd50513	addi	x10,x10,-547	 x10:0xdddde000 x10=0xdddddddd
          14214	       609	80000228	9aaa	c.add	x21,x10	 x21:0x800034a8 x10:0xdddddddd x21=0x5dde1285
          14394	       618	8000022a	002ada93	srli	x21,x21,0x2	 x21:0x5dde1285 x21=0x177784a1
          14434	       620	8000022e	3bda9073	csrrw	x0,pmpaddr13,x21	 x21:0x177784a1  x0=0x00000000
          14614	       629	80000232	00003a97	auipc	x21,0x3	 x21=0x80003232
          14794	       638	80000236	276a8a93	addi	x21,x21,630	 x21:0x80003232 x21=0x800034a8
          14814	       639	8000023a	eeeef537	lui	x10,0xeeeef	 x10=0xeeeef000
          14874	       642	8000023e	eee50513	addi	x10,x10,-274	 x10:0xeeeef000 x10=0xeeeeeeee
          14894	       643	80000242	9aaa	c.add	x21,x10	 x21:0x800034a8 x10:0xeeeeeeee x21=0x6eef2396
          15074	       652	80000244	002ada93	srli	x21,x21,0x2	 x21:0x6eef2396 x21=0x1bbbc8e5
          15094	       653	80000248	3bea9073	csrrw	x0,pmpaddr14,x21	 x21:0x1bbbc8e5  x0=0x00000000
          15154	       656	8000024c	00003a97	auipc	x21,0x3	 x21=0x8000324c
          15174	       657	80000250	25ca8a93	addi	x21,x21,604	 x21:0x8000324c x21=0x800034a8
          15194	       658	80000254	fff00513	addi	x10,x0,-1	  x0:0x00000000 x10=0xffffffff
          15214	       659	80000258	9aaa	c.add	x21,x10	 x21:0x800034a8 x10:0xffffffff x21=0x800034a7
          15594	       678	8000025a	002ada93	srli	x21,x21,0x2	 x21:0x800034a7 x21=0x20000d29
          15614	       679	8000025e	3bfa9073	csrrw	x0,pmpaddr15,x21	 x21:0x20000d29  x0=0x00000000
          15714	       684	80000262	0f0f1ab7	lui	x21,0xf0f1	 x21=0x0f0f1000
          16134	       705	80000266	f0fa8a93	addi	x21,x21,-241	 x21:0x0f0f1000 x21=0x0f0f0f0f
          16154	       706	8000026a	3a3a9073	csrrw	x0,pmpcfg3,x21	 x21:0x0f0f0f0f  x0=0x00000000
          16574	       727	8000026e	00000517	auipc	x10,0x0	 x10=0x8000026e
          16594	       728	80000272	05850513	addi	x10,x10,88	 x10:0x8000026e x10=0x800002c6
          17014	       749	80000276	34151073	csrrw	x0,mepc,x10	 x10:0x800002c6  x0=0x00000000
          17034	       750	8000027a	7c00d073	csrrwi	x0,0x7c0,1	  x0=0x00000000
          17094	       753	8000027e	6509	c.lui	x10,0x2	 x10=0x00002000
          17454	       771	80000280	80050513	addi	x10,x10,-2048	 x10:0x00002000 x10=0x00001800
