Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
          16266	       711	80000080	40001337	lui	x6,0x40001	  x6=0x40001000
          16286	       712	80000084	10630313	addi	x6,x6,262	  x6:0x40001000  x6=0x40001106
          16306	       713	80000088	30131073	csrrw	x0,misa,x6	  x6:0x40001106  x0=0x00000000
          16366	       716	8000008c	00026617	auipc	x12,0x26	 x12=0x8002608c
          16746	       735	80000090	c5860613	addi	x12,x12,-936	 x12:0x8002608c x12=0x80025ce4
          16766	       736	80000094	00002317	auipc	x6,0x2	  x6=0x80002094
          16786	       737	80000098	66c30313	addi	x6,x6,1644	  x6:0x80002094  x6=0x80002700
          16806	       738	8000009c	00136313	ori	x6,x6,1	  x6:0x80002700  x6=0x80002701
          16826	       739	800000a0	30531073	csrrw	x0,mtvec,x6	  x6:0x80002701  x0=0x00000000
          16886	       742	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
          17046	       750	800000a8	00003097	auipc	x1,0x3	  x1=0x800030a8
          17066	       751	800000ac	44408093	addi	x1,x1,1092	  x1:0x800030a8  x1=0x800034ec
          17206	       758	800000b0	4301	c.li	x6,0	  x6=0x00000000
          17226	       759	800000b2	909a	c.add	x1,x6	  x1:0x800034ec  x6:0x00000000  x1=0x800034ec
          17626	       779	800000b4	0020d093	srli	x1,x1,0x2	  x1:0x800034ec  x1=0x20000d3b
          17726	       784	800000b8	3b009073	csrrw	x0,pmpaddr0,x1	  x1:0x20000d3b  x0=0x00000000
          17866	       791	800000bc	00003097	auipc	x1,0x3	  x1=0x800030bc
          17886	       792	800000c0	43008093	addi	x1,x1,1072	  x1:0x800030bc  x1=0x800034ec
          17906	       793	800000c4	11111337	lui	x6,0x11111	  x6=0x11111000
          18006	       798	800000c8	11130313	addi	x6,x6,273	  x6:0x11111000  x6=0x11111111
          18166	       806	800000cc	909a	c.add	x1,x6	  x1:0x800034ec  x6:0x11111111  x1=0x911145fd
          18186	       807	800000ce	0020d093	srli	x1,x1,0x2	  x1:0x911145fd  x1=0x2444517f
          18346	       815	800000d2	3b109073	csrrw	x0,pmpaddr1,x1	  x1:0x2444517f  x0=0x00000000
          18546	       825	800000d6	00003097	auipc	x1,0x3	  x1=0x800030d6
          18666	       831	800000da	41608093	addi	x1,x1,1046	  x1:0x800030d6  x1=0x800034ec
          18926	       844	800000de	22222337	lui	x6,0x22222	  x6=0x22222000
          18946	       845	800000e2	22230313	addi	x6,x6,546	  x6:0x22222000  x6=0x22222222
          18966	       846	800000e6	909a	c.add	x1,x6	  x1:0x800034ec  x6:0x22222222  x1=0xa222570e
          19186	       857	800000e8	0020d093	srli	x1,x1,0x2	  x1:0xa222570e  x1=0x288895c3
          19586	       877	800000ec	3b209073	csrrw	x0,pmpaddr2,x1	  x1:0x288895c3  x0=0x00000000
          19766	       886	800000f0	00003097	auipc	x1,0x3	  x1=0x800030f0
          19786	       887	800000f4	3fc08093	addi	x1,x1,1020	  x1:0x800030f0  x1=0x800034ec
          19986	       897	800000f8	33333337	lui	x6,0x33333	  x6=0x33333000
          20366	       916	800000fc	33330313	addi	x6,x6,819	  x6:0x33333000  x6=0x33333333
          20386	       917	80000100	909a	c.add	x1,x6	  x1:0x800034ec  x6:0x33333333  x1=0xb333681f
          20406	       918	80000102	0020d093	srli	x1,x1,0x2	  x1:0xb333681f  x1=0x2cccda07
          20426	       919	80000106	3b309073	csrrw	x0,pmpaddr3,x1	  x1:0x2cccda07  x0=0x00000000
          20486	       922	8000010a	0f0f10b7	lui	x1,0xf0f1	  x1=0x0f0f1000
          20766	       936	8000010e	f0f08093	addi	x1,x1,-241	  x1:0x0f0f1000  x1=0x0f0f0f0f
          20786	       937	80000112	3a009073	csrrw	x0,pmpcfg0,x1	  x1:0x0f0f0f0f  x0=0x00000000
          20846	       940	80000116	00003097	auipc	x1,0x3	  x1=0x80003116
          20866	       941	8000011a	3d608093	addi	x1,x1,982	  x1:0x80003116  x1=0x800034ec
          20886	       942	8000011e	44444337	lui	x6,0x44444	  x6=0x44444000
          20906	       943	80000122	44430313	addi	x6,x6,1092	  x6:0x44444000  x6=0x44444444
          20926	       944	80000126	909a	c.add	x1,x6	  x1:0x800034ec  x6:0x44444444  x1=0xc4447930
          21186	       957	80000128	0020d093	srli	x1,x1,0x2	  x1:0xc4447930  x1=0x31111e4c
          21206	       958	8000012c	3b409073	csrrw	x0,pmpaddr4,x1	  x1:0x31111e4c  x0=0x00000000
          21466	       971	80000130	00003097	auipc	x1,0x3	  x1=0x80003130
          21486	       972	80000134	3bc08093	addi	x1,x1,956	  x1:0x80003130  x1=0x800034ec
          21526	       974	80000138	55555337	lui	x6,0x55555	  x6=0x55555000
          21786	       987	8000013c	55530313	addi	x6,x6,1365	  x6:0x55555000  x6=0x55555555
          21806	       988	80000140	909a	c.add	x1,x6	  x1:0x800034ec  x6:0x55555555  x1=0xd5558a41
          21826	       989	80000142	0020d093	srli	x1,x1,0x2	  x1:0xd5558a41  x1=0x35556290
          21986	       997	80000146	3b509073	csrrw	x0,pmpaddr5,x1	  x1:0x35556290  x0=0x00000000
          22046	      1000	8000014a	00003097	auipc	x1,0x3	  x1=0x8000314a
          22066	      1001	8000014e	3a208093	addi	x1,x1,930	  x1:0x8000314a  x1=0x800034ec
          22166	      1006	80000152	66666337	lui	x6,0x66666	  x6=0x66666000
          22186	      1007	80000156	66630313	addi	x6,x6,1638	  x6:0x66666000  x6=0x66666666
          22206	      1008	8000015a	909a	c.add	x1,x6	  x1:0x800034ec  x6:0x66666666  x1=0xe6669b52
          22366	      1016	8000015c	0020d093	srli	x1,x1,0x2	  x1:0xe6669b52  x1=0x3999a6d4
          22386	      1017	80000160	3b609073	csrrw	x0,pmpaddr6,x1	  x1:0x3999a6d4  x0=0x00000000
          22446	      1020	80000164	00003097	auipc	x1,0x3	  x1=0x80003164
          22566	      1026	80000168	38808093	addi	x1,x1,904	  x1:0x80003164  x1=0x800034ec
          22586	      1027	8000016c	77777337	lui	x6,0x77777	  x6=0x77777000
          23006	      1048	80000170	77730313	addi	x6,x6,1911	  x6:0x77777000  x6=0x77777777
          23106	      1053	80000174	909a	c.add	x1,x6	  x1:0x800034ec  x6:0x77777777  x1=0xf777ac63
          23126	      1054	80000176	0020d093	srli	x1,x1,0x2	  x1:0xf777ac63  x1=0x3dddeb18
          23186	      1057	8000017a	3b709073	csrrw	x0,pmpaddr7,x1	  x1:0x3dddeb18  x0=0x00000000
          23326	      1064	8000017e	0f0f10b7	lui	x1,0xf0f1	  x1=0x0f0f1000
          23346	      1065	80000182	f0f08093	addi	x1,x1,-241	  x1:0x0f0f1000  x1=0x0f0f0f0f
          23366	      1066	80000186	3a109073	csrrw	x0,pmpcfg1,x1	  x1:0x0f0f0f0f  x0=0x00000000
          23426	      1069	8000018a	00003097	auipc	x1,0x3	  x1=0x8000318a
          23446	      1070	8000018e	36208093	addi	x1,x1,866	  x1:0x8000318a  x1=0x800034ec
          23826	      1089	80000192	88889337	lui	x6,0x88889	  x6=0x88889000
          23846	      1090	80000196	88830313	addi	x6,x6,-1912	  x6:0x88889000  x6=0x88888888
          23866	      1091	8000019a	909a	c.add	x1,x6	  x1:0x800034ec  x6:0x88888888  x1=0x0888bd74
          23886	      1092	8000019c	0020d093	srli	x1,x1,0x2	  x1:0x0888bd74  x1=0x02222f5d
          23906	      1093	800001a0	3b809073	csrrw	x0,pmpaddr8,x1	  x1:0x02222f5d  x0=0x00000000
          23966	      1096	800001a4	00003097	auipc	x1,0x3	  x1=0x800031a4
          23986	      1097	800001a8	34808093	addi	x1,x1,840	  x1:0x800031a4  x1=0x800034ec
          24006	      1098	800001ac	9999a337	lui	x6,0x9999a	  x6=0x9999a000
          24066	      1101	800001b0	99930313	addi	x6,x6,-1639	  x6:0x9999a000  x6=0x99999999
          24086	      1102	800001b4	909a	c.add	x1,x6	  x1:0x800034ec  x6:0x99999999  x1=0x1999ce85
          24286	      1112	800001b6	0020d093	srli	x1,x1,0x2	  x1:0x1999ce85  x1=0x066673a1
          24386	      1117	800001ba	3b909073	csrrw	x0,pmpaddr9,x1	  x1:0x066673a1  x0=0x00000000
          24806	      1138	800001be	00003097	auipc	x1,0x3	  x1=0x800031be
          25006	      1148	800001c2	32e08093	addi	x1,x1,814	  x1:0x800031be  x1=0x800034ec
