Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
          11716	       484	80000080	400012b7	lui	x5,0x40001	  x5=0x40001000
          12036	       500	80000084	10628293	addi	x5,x5,262	  x5:0x40001000  x5=0x40001106
          12076	       502	80000088	30129073	csrrw	x0,misa,x5	  x5:0x40001106  x0=0x00000000
          12136	       505	8000008c	00026797	auipc	x15,0x26	 x15=0x8002608c
          12156	       506	80000090	c5878793	addi	x15,x15,-936	 x15:0x8002608c x15=0x80025ce4
          12176	       507	80000094	00002297	auipc	x5,0x2	  x5=0x80002094
          12716	       534	80000098	66c28293	addi	x5,x5,1644	  x5:0x80002094  x5=0x80002700
          12736	       535	8000009c	0012e293	ori	x5,x5,1	  x5:0x80002700  x5=0x80002701
          12776	       537	800000a0	30529073	csrrw	x0,mtvec,x5	  x5:0x80002701  x0=0x00000000
          12836	       540	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
          12896	       543	800000a8	00003497	auipc	x9,0x3	  x9=0x800030a8
          12916	       544	800000ac	41448493	addi	x9,x9,1044	  x9:0x800030a8  x9=0x800034bc
          13436	       570	800000b0	4281	c.li	x5,0	  x5=0x00000000
          13456	       571	800000b2	9496	c.add	x9,x5	  x9:0x800034bc  x5:0x00000000  x9=0x800034bc
          13676	       582	800000b4	8089	c.srli	x9,0x2	  x9:0x800034bc  x9=0x20000d2f
          13696	       583	800000b6	3b049073	csrrw	x0,pmpaddr0,x9	  x9:0x20000d2f  x0=0x00000000
          13756	       586	800000ba	00003497	auipc	x9,0x3	  x9=0x800030ba
          13776	       587	800000be	40248493	addi	x9,x9,1026	  x9:0x800030ba  x9=0x800034bc
          13796	       588	800000c2	111112b7	lui	x5,0x11111	  x5=0x11111000
          13956	       596	800000c6	11128293	addi	x5,x5,273	  x5:0x11111000  x5=0x11111111
          13976	       597	800000ca	9496	c.add	x9,x5	  x9:0x800034bc  x5:0x11111111  x9=0x911145cd
          14196	       608	800000cc	8089	c.srli	x9,0x2	  x9:0x911145cd  x9=0x24445173
          14616	       629	800000ce	3b149073	csrrw	x0,pmpaddr1,x9	  x9:0x24445173  x0=0x00000000
          15036	       650	800000d2	00003497	auipc	x9,0x3	  x9=0x800030d2
          15056	       651	800000d6	3ea48493	addi	x9,x9,1002	  x9:0x800030d2  x9=0x800034bc
          15076	       652	800000da	222222b7	lui	x5,0x22222	  x5=0x22222000
          15416	       669	800000de	22228293	addi	x5,x5,546	  x5:0x22222000  x5=0x22222222
          15436	       670	800000e2	9496	c.add	x9,x5	  x9:0x800034bc  x5:0x22222222  x9=0xa22256de
          15456	       671	800000e4	8089	c.srli	x9,0x2	  x9:0xa22256de  x9=0x288895b7
          15576	       677	800000e6	3b249073	csrrw	x0,pmpaddr2,x9	  x9:0x288895b7  x0=0x00000000
          15696	       683	800000ea	00003497	auipc	x9,0x3	  x9=0x800030ea
          15916	       694	800000ee	3d248493	addi	x9,x9,978	  x9:0x800030ea  x9=0x800034bc
          15936	       695	800000f2	333332b7	lui	x5,0x33333	  x5=0x33333000
          16356	       716	800000f6	33328293	addi	x5,x5,819	  x5:0x33333000  x5=0x33333333
          16376	       717	800000fa	9496	c.add	x9,x5	  x9:0x800034bc  x5:0x33333333  x9=0xb33367ef
          16396	       718	800000fc	8089	c.srli	x9,0x2	  x9:0xb33367ef  x9=0x2cccd9fb
          16416	       719	800000fe	3b349073	csrrw	x0,pmpaddr3,x9	  x9:0x2cccd9fb  x0=0x00000000
          16476	       722	80000102	0f0f14b7	lui	x9,0xf0f1	  x9=0x0f0f1000
          16496	       723	80000106	f0f48493	addi	x9,x9,-241	  x9:0x0f0f1000  x9=0x0f0f0f0f
