Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
          43947	      2095	80000080	400012b7	lui	x5,0x40001	  x5=0x40001000
          44027	      2099	80000084	10628293	addi	x5,x5,262	  x5:0x40001000  x5=0x40001106
          44247	      2110	80000088	30129073	csrrw	x0,misa,x5	  x5:0x40001106  x0=0x00000000
          44307	      2113	8000008c	00026497	auipc	x9,0x26	  x9=0x8002608c
          44327	      2114	80000090	c5848493	addi	x9,x9,-936	  x9:0x8002608c  x9=0x80025ce4
          44347	      2115	80000094	00002297	auipc	x5,0x2	  x5=0x80002094
          44467	      2121	80000098	46c28293	addi	x5,x5,1132	  x5:0x80002094  x5=0x80002500
          44487	      2122	8000009c	0012e293	ori	x5,x5,1	  x5:0x80002500  x5=0x80002501
          44607	      2128	800000a0	30529073	csrrw	x0,mtvec,x5	  x5:0x80002501  x0=0x00000000
          44667	      2131	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
          44727	      2134	800000a8	00003417	auipc	x8,0x3	  x8=0x800030a8
          44867	      2141	800000ac	1cc40413	addi	x8,x8,460	  x8:0x800030a8  x8=0x80003274
          44927	      2144	800000b0	4281	c.li	x5,0	  x5=0x00000000
          44947	      2145	800000b2	9416	c.add	x8,x5	  x8:0x80003274  x5:0x00000000  x8=0x80003274
          44987	      2147	800000b4	8009	c.srli	x8,0x2	  x8:0x80003274  x8=0x20000c9d
          45007	      2148	800000b6	3b041073	csrrw	x0,pmpaddr0,x8	  x8:0x20000c9d  x0=0x00000000
          45087	      2152	800000ba	00003417	auipc	x8,0x3	  x8=0x800030ba
          45107	      2153	800000be	1ba40413	addi	x8,x8,442	  x8:0x800030ba  x8=0x80003274
          45527	      2174	800000c2	111112b7	lui	x5,0x11111	  x5=0x11111000
          45547	      2175	800000c6	11128293	addi	x5,x5,273	  x5:0x11111000  x5=0x11111111
          45567	      2176	800000ca	9416	c.add	x8,x5	  x8:0x80003274  x5:0x11111111  x8=0x91114385
          45587	      2177	800000cc	8009	c.srli	x8,0x2	  x8:0x91114385  x8=0x244450e1
          45987	      2197	800000ce	3b141073	csrrw	x0,pmpaddr1,x8	  x8:0x244450e1  x0=0x00000000
          46047	      2200	800000d2	00003417	auipc	x8,0x3	  x8=0x800030d2
          46107	      2203	800000d6	1a240413	addi	x8,x8,418	  x8:0x800030d2  x8=0x80003274
          46127	      2204	800000da	222222b7	lui	x5,0x22222	  x5=0x22222000
          46147	      2205	800000de	22228293	addi	x5,x5,546	  x5:0x22222000  x5=0x22222222
          46167	      2206	800000e2	9416	c.add	x8,x5	  x8:0x80003274  x5:0x22222222  x8=0xa2225496
          46187	      2207	800000e4	8009	c.srli	x8,0x2	  x8:0xa2225496  x8=0x28889525
          46207	      2208	800000e6	3b241073	csrrw	x0,pmpaddr2,x8	  x8:0x28889525  x0=0x00000000
          46267	      2211	800000ea	00003417	auipc	x8,0x3	  x8=0x800030ea
