Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2440	        20	80000080	40001937	lui	x18,0x40001	 x18=0x40001000
           2460	        21	80000084	10690913	addi	x18,x18,262	 x18:0x40001000 x18=0x40001106
           2480	        22	80000088	30191073	csrrw	x0,misa,x18	 x18:0x40001106  x0=0x00000000
           2540	        25	8000008c	00026c17	auipc	x24,0x26	 x24=0x8002608c
           2560	        26	80000090	c58c0c13	addi	x24,x24,-936	 x24:0x8002608c x24=0x80025ce4
           2940	        45	80000094	00002917	auipc	x18,0x2	 x18=0x80002094
           2960	        46	80000098	56c90913	addi	x18,x18,1388	 x18:0x80002094 x18=0x80002600
           3380	        67	8000009c	00196913	ori	x18,x18,1	 x18:0x80002600 x18=0x80002601
           3640	        80	800000a0	30591073	csrrw	x0,mtvec,x18	 x18:0x80002601  x0=0x00000000
           3700	        83	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           3760	        86	800000a8	00003b97	auipc	x23,0x3	 x23=0x800030a8
           3780	        87	800000ac	304b8b93	addi	x23,x23,772	 x23:0x800030a8 x23=0x800033ac
           3800	        88	800000b0	4901	c.li	x18,0	 x18=0x00000000
           3820	        89	800000b2	9bca	c.add	x23,x18	 x23:0x800033ac x18:0x00000000 x23=0x800033ac
           3840	        90	800000b4	002bdb93	srli	x23,x23,0x2	 x23:0x800033ac x23=0x20000ceb
           4000	        98	800000b8	3b0b9073	csrrw	x0,pmpaddr0,x23	 x23:0x20000ceb  x0=0x00000000
           4060	       101	800000bc	00003b97	auipc	x23,0x3	 x23=0x800030bc
           4080	       102	800000c0	2f0b8b93	addi	x23,x23,752	 x23:0x800030bc x23=0x800033ac
           4460	       121	800000c4	11111937	lui	x18,0x11111	 x18=0x11111000
           4480	       122	800000c8	11190913	addi	x18,x18,273	 x18:0x11111000 x18=0x11111111
           4500	       123	800000cc	9bca	c.add	x23,x18	 x23:0x800033ac x18:0x11111111 x23=0x911144bd
           4520	       124	800000ce	002bdb93	srli	x23,x23,0x2	 x23:0x911144bd x23=0x2444512f
           4580	       127	800000d2	3b1b9073	csrrw	x0,pmpaddr1,x23	 x23:0x2444512f  x0=0x00000000
           4640	       130	800000d6	00003b97	auipc	x23,0x3	 x23=0x800030d6
           4680	       132	800000da	2d6b8b93	addi	x23,x23,726	 x23:0x800030d6 x23=0x800033ac
           4820	       139	800000de	22222937	lui	x18,0x22222	 x18=0x22222000
           4840	       140	800000e2	22290913	addi	x18,x18,546	 x18:0x22222000 x18=0x22222222
           4860	       141	800000e6	9bca	c.add	x23,x18	 x23:0x800033ac x18:0x22222222 x23=0xa22255ce
           5000	       148	800000e8	002bdb93	srli	x23,x23,0x2	 x23:0xa22255ce x23=0x28889573
           5020	       149	800000ec	3b2b9073	csrrw	x0,pmpaddr2,x23	 x23:0x28889573  x0=0x00000000
           5080	       152	800000f0	00003b97	auipc	x23,0x3	 x23=0x800030f0
           5460	       171	800000f4	2bcb8b93	addi	x23,x23,700	 x23:0x800030f0 x23=0x800033ac
           5480	       172	800000f8	33333937	lui	x18,0x33333	 x18=0x33333000
