Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2675	        32	80000080	40001bb7	lui	x23,0x40001	 x23=0x40001000
           2795	        38	80000084	106b8b93	addi	x23,x23,262	 x23:0x40001000 x23=0x40001106
           2815	        39	80000088	301b9073	csrrw	x0,misa,x23	 x23:0x40001106  x0=0x00000000
           2995	        48	8000008c	00026597	auipc	x11,0x26	 x11=0x8002608c
           3415	        69	80000090	c5858593	addi	x11,x11,-936	 x11:0x8002608c x11=0x80025ce4
           3435	        70	80000094	00002b97	auipc	x23,0x2	 x23=0x80002094
           3455	        71	80000098	76cb8b93	addi	x23,x23,1900	 x23:0x80002094 x23=0x80002800
           3475	        72	8000009c	001beb93	ori	x23,x23,1	 x23:0x80002800 x23=0x80002801
           3575	        77	800000a0	305b9073	csrrw	x0,mtvec,x23	 x23:0x80002801  x0=0x00000000
           3635	        80	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           4015	        99	800000a8	00003c97	auipc	x25,0x3	 x25=0x800030a8
           4035	       100	800000ac	544c8c93	addi	x25,x25,1348	 x25:0x800030a8 x25=0x800035ec
           4235	       110	800000b0	4b81	c.li	x23,0	 x23=0x00000000
           4255	       111	800000b2	9cde	c.add	x25,x23	 x25:0x800035ec x23:0x80002801 x25=0x00005ded
           4275	       112	800000b4	002cdc93	srli	x25,x25,0x2	 x25:0x00005ded x25=0x0000177b
