Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           3193	        58	80000080	400013b7	lui	x7,0x40001	  x7=0x40001000
           3533	        75	80000084	10638393	addi	x7,x7,262	  x7:0x40001000  x7=0x40001106
           3553	        76	80000088	30139073	csrrw	x0,misa,x7	  x7:0x40001106  x0=0x00000000
           3613	        79	8000008c	00026597	auipc	x11,0x26	 x11=0x8002608c
           3753	        86	80000090	c5858593	addi	x11,x11,-936	 x11:0x8002608c x11=0x80025ce4
           4173	       107	80000094	00002397	auipc	x7,0x2	  x7=0x80002094
           4493	       123	80000098	46c38393	addi	x7,x7,1132	  x7:0x80002094  x7=0x80002500
           4513	       124	8000009c	0013e393	ori	x7,x7,1	  x7:0x80002500  x7=0x80002501
           4693	       133	800000a0	30539073	csrrw	x0,mtvec,x7	  x7:0x80002501  x0=0x00000000
           5113	       154	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           5533	       175	800000a8	00003297	auipc	x5,0x3	  x5=0x800030a8
           5553	       176	800000ac	1fc28293	addi	x5,x5,508	  x5:0x800030a8  x5=0x800032a4
           5573	       177	800000b0	4381	c.li	x7,0	  x7=0x00000000
           5593	       178	800000b2	929e	c.add	x5,x7	  x5:0x800032a4  x7:0x00000000  x5=0x800032a4
           5613	       179	800000b4	0022d293	srli	x5,x5,0x2	  x5:0x800032a4  x5=0x20000ca9
           5713	       184	800000b8	3b029073	csrrw	x0,pmpaddr0,x5	  x5:0x20000ca9  x0=0x00000000
           5853	       191	800000bc	00003297	auipc	x5,0x3	  x5=0x800030bc
           6273	       212	800000c0	1e828293	addi	x5,x5,488	  x5:0x800030bc  x5=0x800032a4
           6393	       218	800000c4	111113b7	lui	x7,0x11111	  x7=0x11111000
           6413	       219	800000c8	11138393	addi	x7,x7,273	  x7:0x11111000  x7=0x11111111
           6653	       231	800000cc	929e	c.add	x5,x7	  x5:0x800032a4  x7:0x11111111  x5=0x911143b5
           6673	       232	800000ce	0022d293	srli	x5,x5,0x2	  x5:0x911143b5  x5=0x244450ed
           6693	       233	800000d2	3b129073	csrrw	x0,pmpaddr1,x5	  x5:0x244450ed  x0=0x00000000
           6853	       241	800000d6	00003297	auipc	x5,0x3	  x5=0x800030d6
           6873	       242	800000da	1ce28293	addi	x5,x5,462	  x5:0x800030d6  x5=0x800032a4
           6893	       243	800000de	222223b7	lui	x7,0x22222	  x7=0x22222000
