Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           2191	         8	80000080	40001fb7	lui	x31,0x40001	 x31=0x40001000
           2451	        21	80000084	106f8f93	addi	x31,x31,262	 x31:0x40001000 x31=0x40001106
           2471	        22	80000088	301f9073	csrrw	x0,misa,x31	 x31:0x40001106  x0=0x00000000
           2531	        25	8000008c	00026817	auipc	x16,0x26	 x16=0x8002608c
           2551	        26	80000090	c5880813	addi	x16,x16,-936	 x16:0x8002608c x16=0x80025ce4
           2571	        27	80000094	00002f97	auipc	x31,0x2	 x31=0x80002094
           2591	        28	80000098	66cf8f93	addi	x31,x31,1644	 x31:0x80002094 x31=0x80002700
           2611	        29	8000009c	001fef93	ori	x31,x31,1	 x31:0x80002700 x31=0x80002701
           2631	        30	800000a0	305f9073	csrrw	x0,mtvec,x31	 x31:0x80002701  x0=0x00000000
           2691	        33	800000a4	74725073	csrrwi	x0,0x747,4	  x0=0x00000000
           2751	        36	800000a8	00003e17	auipc	x28,0x3	 x28=0x800030a8
           2851	        41	800000ac	444e0e13	addi	x28,x28,1092	 x28:0x800030a8 x28=0x800034ec
           2931	        45	800000b0	4f81	c.li	x31,0	 x31=0x00000000
           2951	        46	800000b2	9e7e	c.add	x28,x31	 x28:0x800034ec x31:0x00000000 x28=0x800034ec
           2971	        47	800000b4	002e5e13	srli	x28,x28,0x2	 x28:0x800034ec x28=0x20000d3b
           2991	        48	800000b8	3b0e1073	csrrw	x0,pmpaddr0,x28	 x28:0x20000d3b  x0=0x00000000
           3131	        55	800000bc	00003e17	auipc	x28,0x3	 x28=0x800030bc
           3151	        56	800000c0	430e0e13	addi	x28,x28,1072	 x28:0x800030bc x28=0x800034ec
           3431	        70	800000c4	11111fb7	lui	x31,0x11111	 x31=0x11111000
           3451	        71	800000c8	111f8f93	addi	x31,x31,273	 x31:0x11111000 x31=0x11111111
           3471	        72	800000cc	9e7e	c.add	x28,x31	 x28:0x800034ec x31:0x11111111 x28=0x911145fd
